title,url,type,date,content,Stock_Names,Sentiment,Summary
Inside Mossad: How Israel’s covert operations target enemies,https://www.moneycontrol.com/news/world/inside-mossad-how-israels-covert-operations-target-enemies-12825786.html,World,2024-09-19,devastating turn events  lebanon rocked series deadly explosions two days  leaving trail destruction heartache  attacks  believed orchestrated israel  targeted hezbollah  iranbacked militant group responsible rocket attacks northern israel  explosions  occurred homes  offices  even funerals  triggered pagers twoway radios used hezbollah militants  scale devastation  coupled precision attacks  pointed meticulously planned operation israeli intelligence  least 30 people killed  thousands injured explosions  attacks left hezbollah reeling  stunned devastating blow dealt israel s intelligence agency  mossad  according new york times report  operation targeting hezbollah involved pagers  seen secure  turned weapons  chaos began 325pm tuesday two hezbollah members  pagers exploded mall  followed another blast hezbollah office  within minutes  hundreds pagers across lebanon syria detonated nearly simultaneously  eyewitnesses described scenes utter chaos   men flying motorcycles  shoppers collapsing agony  smoke snaking pockets  report quoted mohammed awada  52   son went crazy started scream saw man s hand flying away him  attacks disrupted public spaces penetrated hezbollah  infrastructure  including explosions funeral earlier victims  sophisticated israeli operation according new york times  israel executed sophisticated operation using front company  bac consulting  purportedly hungarybased firm contracted taiwan  gold apollo produce pagers  reality  israeli intelligence ploy  pagers  hezbollah thought would protect surveillance  contained batteries laced explosive petn  deception meticulous even company  website linkedin profiles convincingly crafted  operation nt stop  next day  walkietalkies electronic devices used hezbollah exploded  showing multilayered strategy  though israeli officials confirmed involvement  s widely believed mossad orchestrated attacks  israeli defense minister yoav gallant announced  new phase  conflict  stating   center gravity shifting north diverting resources forces  israeli general added   many capabilities  yet activated   signalling stern warning hezbollah  operations conducted mossad operation wrath god  19721979   israel targeted individuals responsible munich olympics attack capture adolf eichmann  1960   nazi war criminal abducted argentina operation entebbe  1976   hostage rescue operation uganda stuxnet cyber attack  2008   iran s nuclear programme disrupted theft iran s nuclear secrets  2018   mossad stole documents tehran assassination imad mugniyeh  2008   killed hezbollah commandermossad  precision strategic intent recent attacks hezbollah isolated incident  mossad  israel s intelligence agency  long history conducting covert operations  including assassinations sabotage missions  agency gained reputation surgical precision targeting highprofile individuals  iranian nuclear scientists hezbollah leaders  according foreign policy report  mossad  pager attack hezbollah driven need restore  omnipotent omnipresent  image  especially assassination hamas leader ismail haniyeh tehran july  attack signals israel might preparing war hezbollah  since october 7th  2023  hezbollah s rocket fire israel intensified  escalating tensions northern border  according report  pager explosions likely meant disrupt hezbollah  infrastructure send message israel could strike time  retired israeli military official remarked    11 months  willing go war yet   happening  israel ready war  attack delayed hezbollah  operations  forcing group repair communication network investigate potential infiltrators  despite tactical victory  israel still faces challenge containing threats hezbollah  hamas  iran without triggering wider regional conflict  hezbollah  incident highlights vulnerability israeli intelligence  regional tensions aftermath pager attacks left hezbollah state paranoia  thousands operatives  secret affiliations exposed family neighbours  eroding trust within group civilian base  incident could heighten tensions lebanon  raising concerns vulnerability imported electronics  iranianaligned militias worried devicesphones  tablets  radioscould similarly compromised  lebanon deals tragedy  region risks broader conflict  attacks might signal larger campaign hezbollah strategic move ongoing geopolitical struggle  israeli prime minister benjamin netanyahu s remark returning northern residents safely hints potential action  line peacetime war  civilian technology weapons  increasingly blurred  one lebanese woman warned   turn phones   highlighting new reality even everyday devices become instruments war   inputs agencies ,"rec, acc, upl, iti",POSITIVE,Lebanon rocked by series deadly explosions two days  leaving trail destruction heartache  attacks  believed orchestrated israel  targeted he Hezbollah  iranbacked militant group responsible rocket attacks northern israel. At least 30 people killed  thousands injured explosions  attacks left he Hezbollah reeling  stunned devastating blow dealt israel s intelligence agency  mossad.
Weekly applications for US jobless benefits fall to lowest level in 4 months,https://www.moneycontrol.com/news/world/weekly-applications-for-us-jobless-benefits-fall-to-lowest-level-in-4-months-12825765.html,World,2024-09-19,number americans applying unemployment benefits fell lowest level four months last week  jobless claims slid 12000  219000  week september 14  labour department reported thursday  s fewer economist expectations 230000 new filings  fourweek average claims  evens weekly volatility  fell 3500 227500 total number americans collecting jobless benefits fell 14000 183 million week september 7 s fewest since early june  weekly filings unemployment benefits considered largely representative layoffs ,,POSITIVE,"Number of americans applying unemployment benefits fell lowest level four months last week. Jobless claims slid 12000  219,000  week september 14  labour department reported thursday  s fewer economist expectations 230000 new filings."
"9 killed in over 2,000 incidents of communal violence between Aug 4-20 in Bangladesh, says minority group",https://www.moneycontrol.com/news/world/9-killed-in-over-2000-incidents-of-communal-violence-between-aug-4-20-in-bangladesh-says-minority-group-12825730.html,World,2024-09-19,least nine people killed 69 places worship attacked vandalised 2000 incidents communal violence august 4 20 bangladesh  minority organisation violencehit nation said thursday  bangladesh hindu buddhist christian oikya parishad s leader nirmal rozario called independent impartial investigation communal violence supervision united nations  daily star newspaper reported  total 2010 incidents communal violence took place 68 76 districts metropolitan areas across country august 4 20  resulting deaths nine people  nirmal rozario  one vicepresidents organisation  quoted saying paper  giving details communal violence political turmoil ousted prime minister sheikh hasina  nirmal said 1705 families directly affected violence  among  157 families homes attacked  looted  vandalised  set fire  businesses also looted  vandalised  torched  said press conference dhaka reporters unity  nirmal said families living dire conditions  said khulna division saw violence  four women raped  1705 affected families  34 belonged indigenous communities lands families occupied  said  additionally  69 places worship attacked  vandalised  looted  set ablaze communal violence  newspaper reported  nirmal called independent impartial investigation communal violence supervision united nations  also demanded withdrawal false cases bangladesh hindu buddhist christian oikya parishad s general secretary rana dasgupta leaders  end ongoing communal violence  arrest punishment perpetrators  also announced nationwide protest rally saturday across country  including dhaka  press demands  bangladesh s interim government tuesday granted magisterial powers army two months improve law order violencehit country prevent  subversive acts   home adviser lt gen  retd   md  jahangir alam chowdhury said wednesday  people bangla  bangladesh  reap benefit bestowing magistracy power upon commissioned officers bangladesh army    witnessing subversive acts disrupted stability several places  especially industrial areas across country  given situation  army personnel given magistracy power   law adviser asif nazrul said  added believed army personnel would misuse authority  many police personnel bangladesh absent streets since fall sheikh hasinaled government  bangladesh witnessed incidents violence members hindu  buddhist christian communities following fall hasinaled awami league government last month  hasina resigned fled india august 5 following unprecedented antigovernment studentled protests controversial quota system government jobs  nobel laureate muhammad yunus  84  leading interim government chief advisor  last month met hindu community leaders vowed promote interfaith harmony ,"rec, bse, iti, moil",NEGATIVE,At least nine people killed 69 places worship attacked vandalised 2000 incidents communal violence august 4 20 bangladesh  minority organisation violencehit nation said thursday  bangl Bangladesh hindu buddhist christian oikya parishad s leader nirmal rozario called independent impartial investigation communal violence supervision united nations.
Russia claims another village in Ukraine's Donetsk region,https://www.moneycontrol.com/news/world/russia-claims-another-village-in-ukraines-donetsk-region-12825645.html,World,2024-09-19,russia thursday said captured another village ukraine s eastern donetsk region  troops made series advances recent months  russia since summer regularly announced capture new villages eastern ukraine  defence ministry said forces  liberated village georgievka   around 30 kilometres  20 miles  west donetsk city  regional capital russian control  village lies marinka  fell russian forces end last year ukrainiancontrolled kurakhove  area front moved much weeks  also lies south town krasnogorivka  moscow said captured last week  north donetsk region  russia pressing capture town pokrovsk  advancing fast area since summer  russian advance east comes kyiv month controlled swathes russia s kursk region  ukraine said thursday russian shelling killed two civilians sumy region  borders kursk region ,rec,POSITIVE,Ukrainiancontrolled kurakhove  area front moved much weeks  also lies south town krasnogorivka  moscow said captured last week  north donetsk region  russia pressing capture town pokrovsk advancing fast area since summer.
"Fruit, seafood latest front in escalating Taiwan-China tensions",https://www.moneycontrol.com/news/world/fruit-seafood-latest-front-in-escalating-taiwan-china-tensions-12825564.html,World,2024-09-19,taiwan said thursday china s ban imports fruit  vegetables  seafood goods violates trade rules  latest escalation tensions selfgoverning island republic massive neighbor  claims taiwan territory vowed annex military means  taiwanese government s mainland affairs council said ban  takes effect next week  ignores rules laid world trade organization  sides members  move comes amid growing military  political economic pressure taiwan s government concede beijing s control  taiwan s semitropical climate fertile soil nurtured agricultural industry valued around  500 billion dollars  alongside hightech corporations produce world s cuttingedge computer chips  china s move  harms interests farmers  sides taiwan strait nothing improve relations two  council said  china taiwan seek dialogue wto resolve differences  added  wto one forums discussion possible two sides  divided amid civil war 1949 chinese diplomatic pressure barred taiwan united nations reduced number official diplomatic allies 12 chinese ban appears target rural taiwanese  past two decades largely voted proindependence candidates whose local officials courted china allexpense vacations enticements  china used trade pressure countries australia  south korea norway perceived political slights  using market resources consumer goods leverage  mixed results ,iti,NEGATIVE, taiwan said thursday china s ban imports fruit  vegetables  seafood goods violates trade rules. Latest escalation tensions between selfgoverning island republic and massive neighbor.
What to know about the two waves of deadly explosions that hit Lebanon and Syria,https://www.moneycontrol.com/news/world/what-to-know-about-the-two-waves-of-deadly-explosions-that-hit-lebanon-and-syria-12825549.html,World,2024-09-19,one day pagers used hundreds members militant group hezbollah exploded  electronic devices detonated lebanon wednesday appeared second wave sophisticated  deadly attacks targeted extraordinary number people  attacks  widely believed carried israel  hiked fears two sides  simmering conflict could escalate allout war  week s explosions also deepened concerns scope potentially compromised devices  particularly bombings killed injured many civilians  s know far  tuesday  pagers used hundreds hezbollah members exploded almost simultaneously parts lebanon well syria  attack killed least 12 people  including two young children  wounded thousands  american official  spoke condition anonymity  said israel briefed us operation  small amounts explosives hidden pagers detonated  lebanese government iranbacked hezbollah also blamed israel deadly explosions  israeli military  long history sophisticated operations behind enemy lines  declined comment  day deadly explosions  detonations triggered beirut parts lebanon wednesday  including several blasts heard funeral beirut three hezbollah members child killed tuesday s explosions  according associated press journalists scene  least 20 people killed another 450 wounded  health ministry said  apparent second attack  speaking troops wednesday  israeli defense minister yoav gallant made mention explosions electronic devices  praised work israel s army security agencies said  start new phase war   hezbollah official told ap walkietalkies used group exploded wednesday  official spoke condition anonymity authorized speak media  lebanon  official news agency also reported solar energy systems exploded homes several areas beirut southern lebanon  wounding least one girl  details still emerging wednesday s attack  second wave explosions targeted country still reeling tuesday s pager bombings  attack appeared complex israeli operation targeting hezbollah  enormous amount civilian casualties also reported  detonations occurred wherever members  pagers happened  including homes  cars  grocery stores cafes  hezbollah used pagers way communicate years  recently  hezbollah leader hassan nasrallah warned group  members carry cellphones  saying could used israel track group  movements  pagers also run different wireless network mobile phones  usually makes resilient times emergency  group like hezbollah  pagers provided means sidestep  believed intensive israeli electronic surveillance mobile phone networks lebanon  pagers  tech simpler carries lower risks intercepted communications  elijah j magnier  brusselsbased veteran senior political risk analyst says conversations members hezbollah survivors attack  said newer brand pagers used tuesday  explosions procured six months ago  arrived lebanon remains unclear  taiwanese company gold apollo said wednesday authorized use brand ar924 pager model  budapest  hungarybased company called bac consulting kft produced sold pagers  taiwan  ministry economic affairs said records direct exports gold apollo pagers lebanon  hungarian government spokesman later added pager devices never hungary  either  noting bac merely acted intermediary  speculation around origins devices exploded wednesday also emerged  sales executive us subsidiary japanese walkietalkie maker icom told associated press exploded radio devices lebanon appear knockoff product made icom   guarantee products   said ray novak  senior sales manager icom  amateur radio division  interview wednesday trade show providence  rhode island  novak said icom introduced v82 model two decades ago long since discontinued  designed amateur radio operators use social emergency communications  including people tracking tornadoes hurricanes  said  tuesday s explosions likely result supplychain interference  several experts told associated press  noting small explosive devices may built pagers prior delivery hezbollah  remotely triggered simultaneously  possibly radio signal  corroborates information shared us official  former british army bomb disposal officer explained explosive device five main components  container  battery  triggering device  detonator explosive charge   pager three already   said exofficer  spoke condition anonymity works consultant clients middle east   would need add detonator charge  signals involvement state actor  said sean moorhouse  former british army officer explosive ordinance disposal expert  added israel  foreign intelligence agency  mossad  obvious suspect resources carry attack  israel long history carrying similar operations past  specifics wednesday s explosions still uncertain  reports electronic devices exploding may suggest even greater infiltration boobytraplike interference lebanon  supply chain  also deepens concerns around lack certainty may holding rigged devices  would take long time plan attack scale  exact specifics still unknown  experts spoke ap tuesday s explosions shared estimates ranging anywhere several months two years  sophistication attack suggests culprit collecting intelligence long time  explained nicholas reese  adjunct instructor center global affairs new york university  school professional studies  attack caliber requires building relationships needed gain physical access pagers sold  developing technology would embedded devices  developing sources confirm targets carrying pagers  citing conversations hezbollah contacts  magnier said group currently investigating type explosives used device  suspecting rdx petn  highly explosive materials cause significant damage little 35 grams  also questioning whether device gps system allowing israel track movement group members  nr  jenzenjones  expert military arms director australianbased armament research services  added  largescale operation also raises questions targeting   stressing number causalities enormous impact reported far   party initiating explosive sure target  child  example  playing pager time functions   said ,"rec, acc, iti",NEGATIVE,One day pagers used hundreds members militant group he Hezbollah exploded  electronic devices detonated lebanon. At least 12 people  including two young children  wounded thousands  American official  spoke condition anonymity  said israel briefed us operation  small amounts explosives hidden pagers detonated.
Apple gets EU warning to open up iPhone operating system,https://www.moneycontrol.com/technology/apple-gets-eu-warning-to-open-up-iphone-operating-system-article-12825537.html,World,2024-09-19,apple inc warned european union open highly guarded iphone ipad operating systems rival technologies  eventually risk significant fines flagship digital antitrust rules  eu watchdogs announced bloc  digital markets act cupertino  californiabased firm must step line strict new laws making operating systems fully functional technologies  brusselsbased authority gave company six months comply  face threat future penalties  announcement step shy formal investigation  eu aims compel apple reengineer services allow rival companies access iphone  ipad operating systems   today first time use specification proceedings dma guide apple towards effective compliance interoperability obligations   eu competition chief margrethe vestager said statement   effective interoperability  example smartphones operating systems  plays important role this  apple  immediately respond request comment  eu announcement confirms earlier report bloomberg  one aims dma ensure developers gain access key apple features  siri voice commands payments chip  eu may later decide launch formal probe apple  step line dma  could eventually lead hefty fines 10  global annual sales  already facing parallel investigation app store rules developers  could also lead hefty penalties  earlier month  apple announced latest version flagship device  iphone 16  betting entice consumers modest hardware upgrades ai technology  still horizon  june  us giant said certain features  including apple intelligence  iphone mirroring shareplay screen sharing  would held back eu  due dma  requirements operating systems work thirdparty apps ,"acc, iti, epl",POSITIVE, apple inc warned european union open highly guarded iphone ipad operating systems rival technologies  eventually risk significant fines flagship digital antitrust rules  eu watchdogs announced bloc  digital markets act cupertino  californiabased firm must step line strict new laws making operating systems fully functional technologies. brusselsbased authority gave company six months comply  face threat future penalties.
Israel arrests citizen allegedly recruited by Iran to kill Netanyahu,https://www.moneycontrol.com/news/world/israel-arrests-citizen-allegedly-recruited-by-iran-to-kill-netanyahu-12825530.html,World,2024-09-19,israel s police arrested israeli citizen allegedly recruited iranian intelligence plot assassinations top israeli officials including prime minister benjamin netanyahu  joint statement police shin bet said thursday   israeli citizen recruited iranian intelligence promote assassinations israeli figures  smuggled twice iran received payment carrying missions   statement said  said netanyahu  defence minister yoav gallant shin bet chief ronen bar well top officials among targets  israeli citizen   businessman lived turkey extended period   maintained connections turkish iranian individuals introduced phone iranian businessman called eddie  police said  said israeli  reported local media jewish person city ashkelon  first visited iran may 2024 meet eddie   difficulty leaving  iran  also met someone called hajjah  introduced iranian security operative  police said asked trip carry security missions israel  including transferring  money gun   taking pictures crowded public places threatening israelis recruited tehran  august  investigation found  arrested man smuggled iran lorry   met additional iranian intelligence agents asked carry terrorist activities iran israeli soil  including promoting assassination attacks   proposed assassinations characterised revenge killing hamas political chief ismail haniyeh tehran july  iran hamas accused israel behind haniyeh s death  israel commented killing  suspect also asked perform additional tasks  including recruiting members israel s mossad spy agency double agents  police said  asking  1 million advance  israeli individual given 5000 euros taking part meetings told would contacted future   serious case exemplifies enormous efforts iranian intelligence agents recruit israeli citizens promote terrorist activities israel   senior shin bet official quoted saying ,"rec, acc, iti",NEGATIVE, israel s police arrested israeli citizen allegedly recruited iranian intelligence plot assassinations. top isIsraeli officials including prime minister benjamin netanyahu among targets. iranian individuals introduced phone iranian businessman called eddie. iran security operative introduced iranian security operative.
"Decline in Asian American enrollment at Princeton, Yale, and Duke sparks legal scrutiny: Report",https://www.moneycontrol.com/news/world/decline-in-asian-american-enrollment-at-princeton-yale-and-duke-sparks-legal-scrutiny-report-12825490.html,World,2024-09-19,notable decline enrollment asian american three universities  princeton  yale duke year compared last year  according advocacy group students fair admissions  news york times report said  revelation surfaced students fair admissions sent letters schools tuesday compliance supreme court s recent ruling admissions  earlier  group sued harvard end affirmative action university admissions last year  aims scrutinize whether schools adhering new regulations file lawsuits believes  group  nonprofit opposing racebased admissions represented asian students lawsuit harvard  appears poised act enforcer court s ruling  additionally  report noted slight changes black hispanic enrollment princeton  yale  duke first class admitted since supreme court struck raceconscious admissions policies  letters signed president students fair admissions  edward blum stated   based sffa  extensive experience  racial numbers possible true neutrality    adding   notice  preserve potentially relevant documents communications  following threats advocacy group  william jacobson  cornell law professor founder equal protection project  suggested fight move away policies happening admission offices  meanwhile  responding outfit s letters  spokeswoman princeton tuesday said varsity carefully adhered rules set supreme court  ,"rec, acc, iti",POSITIVE,Princeton  yale  duke year compared last year  according advocacy group students fair admissions. notable decline enrollment asian american three universities   princeton  yale duke year  compared to last year.
Israel-Hamas war latest: Israel turns its focus north toward Lebanon and Hezbollah,https://www.moneycontrol.com/news/world/israel-hamas-war-latest-israel-turns-its-focus-north-toward-lebanon-and-hezbollah-12825363.html,World,2024-09-19,israel  defense minister declared start  new phase  war israel turns focus toward northern front hezbollah militants lebanon  two waves explosive attacks hit syria lebanon  apparent israeli attack targeting pagers used hezbollah killed least 12 wounded nearly 3000 tuesday  exploding walkietalkies electronics wednesday across lebanon killed least 20 people injured 450 others   start new phase war  requires courage  determination perseverance   israeli defense minister yoav gallant told troops wednesday  head hezbollah  executive council promised group would respond tuesday  pager explosion attack  special punishment  hezbollah began striking israel almost immediately hamas  oct 7 attack sparked israelhamas war  since  israel hezbollah exchanged fire daily  coming close fullblown war several occasions forcing tens thousands sides border evacuate homes  gaza  health ministry says 41000 palestinians killed territory since hamas  oct 7 attack  ministry differentiate fighters civilians count says little half killed women children  israel says killed 17000 militants  without providing evidence  japanese wireless communication equipmentmaker icom says confirm whether walkietalkie used explosive attacks hezbollah related company  noting production sales device battery discontinued decade ago  osakabased icom responding thursday report said one walkietalkies used attacks day earlier sticker company  logo  icom also noted device question anticounterfeit hologram sticker  authentic icom products carrying  company executive yoshiki enomoto told japanese television ntv  surprised  news  said company could confirm unit question icommade   specific device lot fake copies market   said  adding company officials could determine authenticity see circuits  icom said wireless radio unit icv82 manufactured export including middle east 2004 october 2014 production shipment main unit ended 10 years ago batteries main units also discontinued  company said export models distributed official sales representatives rigid export control rules set japanese trade ministry  icom radio equipment manufactured subsidiary  wakayama icom inc  strict security controls allow use authorized parts  products manufactured wakayama plant japan  icom said ,,POSITIVE, israel  defense minister declared start  new phase  war israel turns focus toward northern front he Hezbollah militants lebanon  two waves explosive attacks hit syria lebanan  apparent israeli attack targeting pagers used he Hezbollah killed least 12 wounded nearly 3000 tuesday  exploding walkietalkies electronics wednesday across lebbanon killed least 20 people injured 450 others.
Lebanon blasts: Japanese firm says no longer makes devices reportedly used in Hezbollah explosions,https://www.moneycontrol.com/news/world/lebanon-blasts-japanese-firm-says-no-longer-makes-devices-reportedly-used-in-hezbollah-explosions-12825205.html,World,2024-09-19,following fresh wave blasts ripping lebanon wednesday afternoon pager attacks  japanese firm icom said thursday stopped producing model walkietalkies around 10 years ago  issuing official statement  icom said   icv82 handheld radio produced exported  including middle east  2004 october 2014 discontinued 10 years ago  since  shipped company    production batteries needed operate main unit also discontinued  hologram seal distinguish counterfeit products attached  possible confirm whether product shipped company   said  company added products overseas markets sold exclusively authorized distributors  export programme based japanese security trade control regulations   radios manufactured production subsidiary  wakayama icom inc  wakayama prefecture  strict management system  parts specified company used product  addition  radios manufactured factory  manufacture overseas   statement said  second wave device explosions many days  20 people died 450 wounded wednesday hezbollah strongholds lebanon  officials said  source close hezbollah said walkietalkies used members blew beirut stronghold  state media reporting similar blasts south east lebanon  came day simultaneous explosion hundreds paging devices used hezbollah killed 12 people  including two children  wounded 2800 others across lebanon  unprecedented attack blamed israel  comment israel  white house warned sides  escalation kind    agency inputs ,"rec, iti",NEGATIVE,Japanese firm icom stopped producing model walkietalkies around 10 years ago. icom said  icv82 handheld radio produced exported  including middle east  2004 october 2014 discontinued. 20 people died in fresh wave blasts ripping lebanon wed Wednesday afternoon pager attacks.
IIFL Finance faces downgrade risk on gold loan ban,https://www.moneycontrol.com/news/business/iifl-finance-faces-downgrade-risk-on-gold-loan-ban-12825210.html,World,2024-09-19,indian shadow lender iifl finance ltd facing threat credit rating downgrade early week  monthslong regulatory ban gold loan business remains unresolved  according people familiar matter  local rating agency informed company possible rating change aa aa  said people  asked identified information private  potential downgrade may pressure firm  borrowing channels funding costs could grow  lenders could ask early repayment beleaguered nonbanking finance company already navigating business contraction  iifl fell regulatory scrutiny march amid crackdown financial firms  asked central bank stop disbursing new goldbacked lending following  material supervisory concerns   three local rating companies  icra ltd  crisil ltd care ratings ltd  put rating watch negative developing implications following ban  international credit assessor fitch ratings also put b rating negative watch  company may let go 9000 employees gold loan business ban continues  said one people  employee number gold loan branches already dropped 15000 march 12000 june  according financial reports  assets management gold loan business halved 12162 billion rupees   15 billion  august 5 since march ban  spokesperson iifl finance declined comment ,"itc, acc, crisil, iifl finance, care ratings",NEGATIVE, shadow lender iifl finance ltd facing threat credit rating downgrade early week  monthslong regulatory ban gold loan business remains unresolved. Local rating agency informed company possible rating change aa aa. Potential downgrade may pressure firm  borrowing channels funding costs could grow.
"Europe, Africa, North Carolina Flooding: Once-in-a-lifetime floods are becoming routine",https://www.moneycontrol.com/news/opinion/europe-africa-north-carolina-flooding-once-in-a-lifetime-floods-are-becoming-routine-12825129.html,World,2024-09-19,flood called thousandyear flood happens every five years   question worth asking week southern us  central europe central africa latest round biblical deluges becoming increasingly routine destructive planet heats   reminders climate change longer problem grandchildren  unless grandchildren happen living flooded basements  regardless location economic development  illprepared consequences  earlier week  tropical storm mediocre  even merit name hit southern coast north carolina  around wilmington  dumping 18 inches rain 12 hours  meteorologists say sort event 1in1000 chance happening given year  something commonly known  thousandyear flood  moniker  quite fit consider similar disasters also hit area 1984  1999  2010  2015 2018 along latest flood   five 25 years  despite lacking name  rainstorm may caused  7 billion damage  private meteorological service accuweather estimated  counting  20 extremeweather events us far year wreaking  1 billion damage  according national oceanic atmospheric administration  making already thirdbusiest year record  half hurricane season still go  disasters basically thunderstorms steroids  causing damaging rain  hail wind across swath central us texas michigan   include cheaper stillcatastrophic deluges florida  vermont elsewhere  issue hot air thirsty air  capable soaking water dumping torrential sheets conditions right  atmosphere hold 7  moisture every 1 degree celsius warms  planet far warmed 13c preindustrial averages way 3c current pace spewing greenhouse gases  deluges taste  come  quit fossil fuels urgently  destructive enough already  swath subsaharan africa month suffered heaviest rainfall history  causing flooding taken 1000 lives  driven millions homes wreaked havoc already dangerously stretched food supply   part bizarre weather pattern  even making pour sahara  rain falling pace occurring  roughly several thousand years   according weather blog severe weather europe  blog pointed 2023 study journal jg atmospheres tying saharan rainfall heated water atlantic ocean mediterranean sea  words  heating oceans  climate change appears making rain driest place earth  unusually warm mediterranean also helped fuel rains inundating central europe week  places dumping five septembers  worth water days  least 20 lives lost billions dollars damage incurred  floodwaters still rising danube river  bloomberg news notes poland  czech republic european countries invested flood defenses recent decades   enough avert disaster  wealthy countries  including us  increase drainage reservoir systems handle heavier downpours becoming increasingly routine   need prioritize wetlands floodplains impermeable surfaces  let water seep underground aquifers   need weatherproof homes  roads  bridges infrastructure  developed nations must also help developing nations keep rains escalating mere disasters mass tragedies like one unfolding africa  noted scientist friederike otto  pioneer attributing extreme weather climate change  catastrophes amplified happen already fragile societies  rich nations pledged  100 billion year help poorer ones mitigate adapt climate change   really needed like  500 billion year  according un  standing committee finance  canceling restructuring staggering debt burdens would go long way toward goal   looking   china  matter whether run government household  need question readiness next routine rainstorm becomes lifechanging event  climate crisis thousandyear even hundredyear problem  already started  credit  bloomberg,"rec, acc, iti",POSITIVE, thousandyear flood happens every five years   question worth asking week southern us  central europe central africa latest round biblical deluges becoming increasingly routine destructive planet heats   reminders climate change longer problem grandchildren  unless grandchildren happen living flooded basements  regardless location economic development  illprepared consequences  earlier week tropical storm mediocre  even merit name hit southern coast north carolina  around wilmington  dumping 18 inches rain 12 hours.
"Sri Lanka's presidential election test for current leader, 2 years after its economy hit bottom",https://www.moneycontrol.com/news/world/sri-lankas-presidential-election-test-for-current-leader-2-years-after-its-economy-hit-bottom-12825161.html,World,2024-09-19,two years ago  food cart worker fathima shiyama wait line  sometimes days  get cooking gas  fuel essentials  test patience millions sri lankans country languished economic political chaos  since  president ranil wickremesinghe  south asian island nation s economy begun fragile recovery  country gears crucial presidential vote  key economic indicators improved shortages food fuel  inflation almost control peaking 70 per cent  sri lankans usually vote along religious ethnic lines keeping state economy mind vote saturday new president  many still struggling  borrowing money leaving country cope rising living costs limited opportunities  shiyama says nt still earning enough cover monthly expenses pay ailing daughter s medical tests  desperation  turned borrowing loan sharks exorbitant 20 per cent interest rate   trying best survive despite many difficulties   said 48yearold mother five  selling  string hopper  noodles coconut  pittu   popular traditional dinner items  cart outskirts colombo  sri lanka sank economic collapse 2022  popular uprising led president gotabaya rajapaksa flee country  weekend s election pits successor  wickremesinghe  opposition leader sajith premadasa anura dissanayake  leader marxistled coalition gaining popularity  poll results due sunday  candidates promised lead sri lanka prosperous future developing new industries  improving agriculture  broadening tax base increase revenue creating tens thousands new jobs  wickremesinghe  sri lanka negotiating international creditors restructure country s staggering debt get economy back track  international monetary fund approved fouryear bailout programme last year  many sri lankans unhappy government s efforts increase revenue raising electricity rates imposing heavy taxes professionals businesses  meet imf conditions assistance  overall conditions improved long dry spell pandemic  vital tourism earnings risen sri lankan rupee recovered  rising prices due government s austerity measures squeezing many households   critical time  said murtaza jafferjee  economic analyst chairman advocata institute  colombobased independent policy think tank   economy looking   said  fully recovered  government aim least 4 per cent growth year  instead target 3 per cent  politicians need focus policies nt benefit country s elite  jafferjee said   high time run country benefit 22 million people   said  sri lanka s economic crisis began well upheavals 2022 staggering economic mismanagement successive governments compounded poor policy choices pandemic  rajapaksa pushed big tax cuts 2019  banned imports chemical fertilizer preserve sri lanka s scarce foreign reserves  hurting crop yields country largely dependent agriculture  war ukraine  food fuel prices surged fuel  cooking gas  medicine food ran short  sri lankans lined government rice handouts charity meals  today  inflation dropped 5 per cent s need line buy essentials  key parts economy remain crisis  jagath dissanayake said conditions remain dire construction firm gampaha  town located 30 kilometres north colombo prices building materials tripled  dissanayake projects suspended lay twothirds employees   people money new construction give priority buying essentials  hardly get new work   dissanayake said  income almost 75 per cent  said  dining dissanayake rides motorbike instead driving car  save money fuel   course  queues petrol anymore  nt enough money buy it  said  sri lanka s construction industry shed 400000 jobs last four years  according estimates  booming industry contributed nearly 12 per cent country s growth figures  share dropped 7 per cent year  many sri lankans sought jobs abroad  viraj maduranga  formerly teacher government school  went dubai 2021 find work became unable repay loans taken build house buy vehicle   either sell house car  find alternative income   decided leave  easy decision wife  make sacrifices build lives   said maduranga  works teacher dubai wo nt able vote election  everyone impressed promises made candidates election   seen past  politicians saying various things  come power simply ignored said campaigns   said w wijewardena  economic analyst former deputy governor sri lanka s central bank  jafferjee  economic analyst  said election  extremely crucial  sri lanka s economic recovery  next president use executive powers  enact proconsumer policies  open trade    crisis  insurmountable  need make unpopular choices  need basically president looks grow pie   said jafferjee  meantime  sri lankans like maduranga impatiently waiting change  longs rejoin wife 8yearold son sri lanka  still needs repay loans   best time go back   maduranga said   want live sri lanka free man without indebted anyone   ap  grs grs,"rec, acc, iti",POSITIVE,Sri lankans usually vote along religious ethnic lines keeping state economy mind vote. Many still struggling  borrowing money leaving country cope. Rising living costs limited opportunities.
