title,url,type,date,content,Stock_Names,Sentiment,Summary
"Supreme Court's YouTube channel hacked, shows video of cryptocurrency XRP",https://www.moneycontrol.com/news/india/supreme-courts-youtube-channel-hacks-shows-vidoes-cryptocurrency-xrp-12826143.html,general,2024-09-20,supreme court india s youtube channel hacked showing videos promoting xrp  cryptocurrency developed usbased company ripple labs  top court uses chanel stream hearings cases listed constitution benches matters involving public interest  channel recently broadcasted suo motu case related alleged rape murder trainee doctor kolkata  rg kar hospital  viewers searching recordings hearings found previous videos set private replaced live video titled  brad garlinghouse  ripple responds sec   2 billion fine  xrp price prediction  senior sc official told indian express though sure exactly happened  website  appears compromised   added detected friday morning supreme court  team taken national informatics centre  nic  ,"rec, epl",NEGATIVE, supreme court india s youtube channel hacked showing videos promoting xrp. channel recently broadcasted suo motu case related alleged rape murder trainee doctor kolkata.
"PM Modi, Joe Biden to sign 2 key pacts; no word on meeting with Donald Trump",https://www.moneycontrol.com/news/world/pm-modi-joe-biden-to-sign-2-key-pacts-no-word-on-meeting-with-donald-trump-12826024.html,general,2024-09-20,prime minister narendra modi us president joe biden hold bilateral meeting sidelines quad leaders  summit delaware september 2 two leaders expected sign least two agreements  foreign secretary vikram misri said  misri briefed media september 19 modi s september 2123 visit united states  one agreement would indopacific economic framework  ipef   memorandum understanding  mou  indiaus drug framework  said  meeting  modi expected update biden recent discussions russian president vladimir putin ukrainian president volodymyr zelenskyy kyiv find peaceful resolution war two neighbours  third year  modi also expected hold bilateral meetings japanese counterpart fumio kishida australian prime minister anthony albanese   also serve kind farewell event president biden prime minister kishida context quad   misri said  biden opted november presidential election  kishida step later month  asked modi would meet former republican presidential candidate donald trump  misri noncommittal said   scheduling many meetings prime minister  update plans finalised  former us president recently said would meet modi visit  quad summit quad summit would busy  leaders  declaration expected end event  promoting peace  prosperity  stability indopacific region remain quad s priorities  misri said  health security  climate change  emerging technologies  connectivity  maritime security  counterterrorism efforts also feature talks  highlight would launch  cancer moonshot  initiative  aims prevent  detect  treat  alleviate impact cancer patients families  member countries initially collaborate reducing burden cervical cancer indopacific region  misri said  though india host quad summit year  event moved us washington  request  india host fournation summit next year  modi also speak indian community event new york september 22 address united nations general assembly september 23   inputs pti ,"rec, iti",POSITIVE,Two leaders expected sign at least two agreements  foreign secretary vikram misri said  misri briefed media september 19. Two leaders expected hold bilateral meetings japanese counterpart fumio kishida australian prime minister anthony albanese   also serve kind farewell event.
Hacker uses Telegram chatbots to leak data of top Indian insurer Star Health,https://www.moneycontrol.com/news/business/companies/hacker-uses-telegram-chatbots-to-leak-data-of-top-indian-insurer-star-health-12826064.html,general,2024-09-20,stolen customer data including medical reports india  biggest health insurer  star health  publicly accessible via chatbots telegram  weeks telegram  founder accused allowing messenger app facilitate crime  purported creator chatbots told security researcher  alerted reuters issue  private details millions people sale samples could viewed asking chatbots divulge  star health allied insurance  whose market capitalization exceeds  4 billion  statement reuters said reported alleged unauthorized data access local authorities  said initial assessment showed  widespread compromise   sensitive customer data remains secure   using chatbots  reuters able download policy claims documents featuring names  phone numbers  addresses  tax details  copies id cards  test results medical diagnoses  ability users create chatbots widely credited helping dubaibased telegram become one world  biggest messenger apps 900 million active monthly users  however  arrest russianborn founder pavel durov france last month increased scrutiny telegram  content moderation features open abuse criminal ends  durov telegram denied wrongdoing addressing criticism  use telegram chatbots sell stolen data demonstrates difficulty app preventing nefarious agents taking advantage technology highlights challenges indian companies face keeping data safe  star health chatbots feature welcome message stating  xenzen  operational since least aug 6  said ukbased security researcher jason parker  parker said posed potential buyer online hacker forum user alias xenzen said made chatbots possessed 724 terabytes data related 31 million star health customers  data free via chatbot random  piecemeal basis  sale bulk form  reuters could neither independently verify xenzen  claims ascertain chatbot creator obtained data  email reuters  xenzen said discussions buyers without disclosing interested  taken testing bots  reuters downloaded 1500 files documents dated recently july 2024   bot gets taken watch another one made available hours   welcome message read  chatbots later marked  scam  stock warning users reported suspect  reuters shared details chatbots telegram sept 16 within 24 hours spokesperson remi vaughn said  taken  asked informed appear   sharing private information telegram expressly forbidden removed whenever found  moderators use combination proactive monitoring  ai tools user reports remove millions pieces harmful content day  new chatbots since appeared offering star health data  star health said unidentified person contacted aug 13 claiming access data  insurer reported matter cybercrime department home state tamil nadu federal cyber security agency certin   unauthorized acquisition dissemination customer data illegal  actively working law enforcement address criminal activity  star health assures customers partners privacy paramount importance us   said statement  aug 14 stock exchange filing  star health  india  biggest player among standalone health insurance providers  said investigating alleged breach  claims data   representatives certin tamil nadu cybercrime department respond emailed requests comment  unaware telegram allows individuals organizations store share large amounts data behind anonymous accounts  also lets create customizable chatbots automatically provide content features based user requests  two chatbots distribute star health data  one offers claim documents pdf format  allows users request 20 samples 312 million datasets single click giving details including policy number  name even body mass index  among documents disclosed reuters records related treatment oneyearold daughter policyholder sandeep ts hospital southern state kerala  records included diagnosis  blood test results  medical history bill nearly 15000 rupees   179    sounds concerning  know affect   said sandeep  confirming documents  authenticity  said star health notified data leak  chatbot also leaked claim last year policyholder pankaj subhash malhotra included ultrasound imaging test results  details illness copies federal tax account national id cards  also confirmed documents genuine said made aware security breach  star health chatbots part broader trend hackers using methods sell stolen data  five million people whose data sold via chatbots  india represented largest number victims 12   showed latest survey epidemic conducted nordvpn end 2022   fact sensitive data available via telegram natural  telegram easytouse storefront   said nordvpn cybersecurity expert adrianus warmenhoven   telegram become easier use method criminals interact  ,"rec, acc, iti",POSITIVE,Star health  publicly accessible via chatbots telegram  weeks after founder accused allowing messenger app facilitate crime. purported creator chatbots told security researcher  alerted reuters issue  private details millions people sale samples could viewed asking chatbots divulge  star health allied insurance. stolen customer data including medical reports.
No material change in market outlook post Fed rate cut; all eyes on RBI now: MC Poll,https://www.moneycontrol.com/news/business/markets/no-material-change-in-market-outlook-post-fed-rate-cut-all-eyes-on-rbi-now-mc-poll-12826053.html,general,2024-09-20,market experts view 50 basis points rate cut us federal reserve looked positive equity markets globally  including india  significantly change outlook immediately since largely expected lines  importantly though  believe eyes reserve bank india  rbi  rate cut central bank would send strong signal providing booster shot terms improving investor sentiments flows  domestic foreign institutional  well  moneycontrol reached dozen market experts across categories including  research analysts fund managers  unanimous view us fed rate cut expected lines  hence subdued reaction thursday  focus shift rbi monetary policy committee scheduled meet next month  incidentally  mc poll 18 economists thursday showed three predicted possibility 25 basis points rate cut rbi october   focus rbi s reaction  expected delayed immediate  market watching rbi  announcements outlook rather fed s actions   said deepak jasani  head retail research  hdfc securities   likelihood change stance rbi  rate cut may happen next meeting  overall  significant change expected  market waiting see rbi next assess potential impact   added jasani  similar context  emkay global said expects rbi follow us fed cut rates either october december   view impact rate cuts broader markets likely limited  select sectors may well  secondorder impact earnings   said  assumes significance us fed decision keenly awaited  buy rumour  sell news  approach broader market ensured exuberance visible indian markets thursday  benchmark sensex gained mere 236 points thursday close alltime high 8318480 broader nifty ended day 2541580  3825 points   terms market reaction  immediate response may appear  kneejerk  reaction  common buy rumour  sell news  dynamic  however  broader scale  favourable development emerging markets  including india  key sectors like financials  pharma   closely tied global trends  wellpositioned benefit renewed demand   said krishna appala  senior research analyst  capitalmind research  similarly  deepak ramaraju  senior fund manager  shriram amc  view markets expected remain rangebound positive bias central banks broader emerging economies likely undertake rate cut decisions   domestic front  rbi focus data might likely undertake rate cut december fii flows outbound short term us dollar starts easing  flows come back india   said ramaraju  foreign portfolio investors  fpis  buying aggressively buying shares indian stock market recent past september net buying pegged nearly  4 billion  huge jump previous month   873 million   terms fii inflows  s lot talk could benefit india  s guaranteed  yes  fed rate cut positive capital flows  factors consider  us elections  earnings  oil prices    said trideep bhattacharya  cio  edelweiss asset management   terms capital flows  falling interest rates generally boost capital inflows emerging markets  secondorder impact sectors benefiting rate cuts  transition rising falling rates  likely see positive effects  indian markets  sectors nonbanking financial companies  nbfcs   real estate  services expected benefit environment   added    us fed  rate cut largely line expectations outlook equity side remains bullish rbi  watching see follow suit  rbi expressed intent follow domestic cues  given state domestic macroeconomics  including persistent inflation concerns  rbi may act perfect alignment recent events   said nirav karkera  head research fisdom   could first change stance  potential rate cut happening next monetary policy announcement  however  expect rbi make immediate move match recent rate cut size   added karkera  different note  section market experts also advising investors remain cautious valuations currently seem higher range exactly sync earnings fundamentals   maintaining view last couple months fed would cutting rates soon come upon  however  intensity rate cuts seems steep could political agenda driven us  maintain cautious optimism view indian markets focusing bottomup stock ideas valuations earnings sync   said aniruddha sarkar  chief investment officer  portfolio manager  quest investment advisors ,"rec, upl, iti",POSITIVE,Market experts view 50 basis points rate cut us federal reserve looked positive equity markets globally  including india  significantly change outlook immediately since largely expected lines. market experts view us fed rate cut expected lines  hence subdued reaction thursday  focus shift rbi monetary policy committee scheduled meet next month.
J&K’s first Muslim IAS officer Mohammad Shafi Pandit passes away at 80,https://www.moneycontrol.com/news/india/jks-first-muslim-ias-officer-mohammad-shafi-pandit-passes-away-at-80-12826088.html,general,2024-09-20,first muslim ias officer jammu kashmir  mohammad shafi pandit  passed away september 19 80 pandit undergoing treatment hospital delhi detected cancer month ago  former srinagar mayor junaid mattu took x wrote   beloved uncle  former jkpsc chairman additional chief secretary j  k  muhammad shafi pandit sahab  passed away short back delhi brief spell illness  pandit made history 1969 becoming first muslim jammu kashmir qualify civil services examinations  concluded government career serving head autonomous jammu kashmir public service commission  part many civil society philanthropic initiatives kashmir  also played key role rolling mandal commission report joint secretary government india 1992my beloved uncle  former jkpsc chairman addl chief secretary j  k  muhammad shafi pandit sahab  passed away short back delhi brief spell illnesshis body reach srinagar todayindeed  belong allah  indeed  return  pictwittercom68fgl4pc6xjunaid azim mattu   junaid_mattu  september 18  2024 congress leader jairam ramesh condoled death ias officer   good friend many years  mohammed shafi pandit  passed away  1969batch ias officer occupied important positions distinction  j  k centre   ramesh wrote post x   retirement  devoted various public causes emerged leading voice civil society  softspoken extremely gentle nature  epitomised glorious composite heritage j  k role model youth valley join civil services   added ,iti,POSITIVE,Mohammad shafi pandit made history 1969 becoming first muslim jammu kashmir qualify civil services examinations. pandit undergoing treatment hospital delhi detected cancer month ago. Former srinagar mayor junaid mattu took x wrote   beloved uncle  former jkpsc chairman additional chief secretary passed away short back delhi brief spell illness.
"China, Japan reached agreement in August on Fukushima water discharge",https://www.moneycontrol.com/news/world/china-japan-reached-agreement-in-august-on-fukushima-water-discharge-12826192.html,World,2024-09-20,china japan reached consensus august discharge radioactive water fukushima nuclear plant  chinese foreign ministry said friday  two sides agreed japan establishing longterm international monitoring arrangement allowing stakeholders conduct independent sampling monitoring  ministry said statement  china stressed talks independent sampling conducted first  gradually  resuming imports japanese aquatic products  statement added ,,POSITIVE, china japan reached consensus august discharge radioactive water fukushima nuclear plant. chinese foreign ministry said friday  two sides agreed japan establishing longterm international monitoring arrangement.
"Israel airstrike on Hezbollah hits 30 launchers, 150 nests, weapons warehouse in Lebanon: Report",https://www.moneycontrol.com/news/world/israel-airstrike-on-hezbollah-hits-30-launchers-150-nests-weapons-warehouse-in-lebanon-report-12826159.html,World,2024-09-20,israeli military onâ september 19 launched series extensive airstrikes hezbollah  marking one intense bombardments year  according reports times india  israel defense forces  idf  targeted around 30 launchers  150 operational nests  military infrastructure  buildings  weapons warehouse belonging hezbollah southern lebanon   direction idf intelligence  iaf struck approximately 30 hezbollah launchers terrorist infrastructure sites  containing 150 launcher barrels ready fire projectiles toward israeli territory   idf stated  targeted various hezbollah infrastructure weapons storage facility across multiple locations southern lebanonisrael bombarding hezbollah targets lebanon right  extensive wave attacks since war startedthat s thousands hezbollah terrorists incapacitated due injuries pictwittercomwry0wodzxfdr  eli david   drelidavid  september 19  2024 first time since conflict escalated  idf directly instructed residents northern israel limit movements  avoid gatherings  secure village gates  remain close protected areas  bypassing usual communication local authorities  report added  directives issued residents areas merom galil  upper galilee  mevoot hermon  yesod hamaala  hazor  rosh pina  safed  metula  northern golan communities following updated assessment situation  airstrikes came shortly hezbollah s leader  hassan nasrallah  warned  retribution come  israel response recent attacks hezbollah s communication devices  led several casualties thousands injuries  nasrallah claimed israel crossed  red line  following bombings remotely detonated hundreds pagers walkietalkies used hezbollah lebanon syria  israeli defense minister gallant said hezbollah  pay increasing price   asserting israel s goal create safe conditions along border lebanon  allowing residents return home   aim ensure safe return israel s northern communities  time  hezbollah face greater consequences  military actions continue   gallant stated  light recent attacks targeting hezbollah members  communication devices  theâ us state department urged american citizens lebanon maintain low profile review security protocols  theâ us embassy beirut issued alerts american community  reiterating existing advice consider leaving country reinforcing warning travel lebanon ,"rec, acc, iti",NEGATIVE, israeli military onâ september 19 launched series extensive airstrikes hezbollah. marking one intense bombardments year  according to reports times india. Thousands hezbollah terrorists incapacitated due injuries.
Dozens killed in Mali attack by Al Qaeda affiliate,https://www.moneycontrol.com/news/world/dozens-killed-in-mali-attack-by-al-qaeda-affiliate-12826133.html,World,2024-09-20,elaborate attack al qaeda affiliate maliâs capital week killed 70 people  diplomatic security sources said thursday  government offered figures casualties  militants attacked elite police training academy airport tuesday  demonstrating ability strike heart maliâs capital  country fighting insurgency took root decade ago arid north  scale complexity attacks undermines ruling juntaâs claims security improved since booted french us forces  turned russia instead security  two diplomats serving region  including one based bamako  said death toll believed 70s  reuters could independently verify numbers  third diplomat based region said hundreds believed dead wounded  hospitals run beds treat survivors  since conflict mali erupted  violence spread neighbours sahel region reached north coastal countries  thousands killed millions displaced region  fighters allied al qaeda islamic state  tuesdayâs attack claimed al qaeda affiliate jamaâa nusrat ulislam wa almuslimin  jnim   maliâs ruling junta said suffered losses  without providing details  malian newspaper reported funerals 50 police cadets held thursday  reuters unable obtain details confirm services took place  attack captured videos published social media showed insurgents setting fire presidential jet dead bodies police academy  days prior  maliâs junta leader assimi goita  seized power coup 2021  said army considerably weakened armed groups fighting russiaâs help  attack also comes heels battle high casualties july  insurgents wiped scores experienced russian mercenaries malian forces fighting near maliâs northern border algeria ,,NEGATIVE,Al qaeda affiliate maliâs capital week killed 70 people  diplomatic security sources said thursday  government offered figures casualties. militants attacked elite police training academy airport t Tuesday demonstrating ability strike heart. al qaeda islamic state  t Tuesdayâs attack claimed alqaeda affiliate.
European Commission president says she has arrived in Kyiv to discuss support for Ukraine,https://www.moneycontrol.com/news/world/european-commission-president-says-she-has-arrived-in-kyiv-to-discuss-support-for-ukraine-12826126.html,World,2024-09-20,european commission president ursula von der leyen said friday arrived ukraine  capital kyiv discuss europe  support  winter preparedness  defence progress g7 loans   8th visit kyiv comes heating season starts soon  russia keeps targeting energy infrastructure   von der leyen said x social network  von der leyen said thursday sum 160 million euros proceeds frozen russian assets would allocated meet ukraine  urgent humanitarian needs winter  russia knocked 9 gigawatts  gw  ukraine  energy infrastructure  von der leyen said  power equivalent three baltic states   also said eu aimed restore 25 gw power generating capacity would increase exports supply 2 gw electricity ukraine  von der leyen meet ukraine  president volodymyr zelenskiy officials ,,POSITIVE, european commission president ursula von der leyen said friday arrived ukraine  capital kyiv discuss europe  support  winter preparedness  defence progress g7 loans. russia keeps targeting energy infrastructure    russia knocked 9 gigawatts  gw  uKraine  energy infrastructure. eu aimed restore 25 gw power generating capacity.
Brazil drought punishes coffee farms and threatens to push prices even higher,https://www.moneycontrol.com/news/world/brazil-drought-punishes-coffee-farms-and-threatens-to-push-prices-even-higher-12826076.html,World,2024-09-20,silvio almeida  coffee plantation sits ideal altitude brazilian hillside  whose clayrich soil well retaining moisture rainfall nearby reservoir  lately  though  water scarce almeida  modest farm caconde  town one sao paulo state  key growing regions   get coffee grow way  brazil  world  largest coffee producer  almeida farmers started grappling nation  worst drought seven decades aboveaverage temperatures  almeida expected harvest 120 sacks coffee beans harvest season  instead managed 100   given conditions  2025 crop already affected   told associated press  pointing part plantation flower buds died blooming    say  doomed  god anything possible  based situation   already compromised  brazil  harvest season ends month virtually flat last year  exports surged  ongoing drought already complicating start 20252026 season  according report monday center advanced studies applied economics university sao paulo  agribusiness school  time  vietnam  world  secondbiggest coffee producer  experiencing heat drought  affecting crops  potential supply shortages countries started driving global coffee prices  according report  market closely monitoring brazilian coffee plants endure adverse climate conditions  cause flowers stop blooming  fail turn cherries produce lowerquality beans  said felippe serigati  coordinates master  program agribusiness getulio vargas foundation  university sao paulo   could result smaller coffee harvest   serigati said   since market tends anticipate movements   already seen price arabica coffee new york robusta  coffee  europe trading higher levels  coffee prices  reached record highs world saw late 1970s  severe frost wiped 70  brazil  coffee plants  soaring recent years  august  international coffee organization  composite indicator price  combines price several types green coffee beans  averaged  238 per pound  nearly 55  month year ago  part  prices rising higher demand  particularly asia  weather also driving increases  drought  frost fire damaged much onefifth arabica coffee producers  growing areas brazil  said billy roberts  senior economist food beverage coloradobased cobank    looking like get much better near term  need consistent rainfall recover   said  uncontrolled  manmade wildfires across brazil lately ravaging protected areas farms  one ripped caconde last week  almeida  also math teacher local public school  helped calculate damage regional association  far  estimates blazes affected 519 hectares  1282 acres   half native atlantic forest  30  pasture 15  coffee plantations  almeida  land  2000 15000 plants torched  neighbor  joão rodrigues martins  lost everything  martins  71  2500 coffee plants small plot  completely blackened soot  coffee sells local cooperative livelihood also pays son  medical treatment  smallholders  seeing years cultivation reduced ash tough reckon  last week  martins ran fire save bee boxes  today  finding strength continue forward   faith boat helps us navigate life   said ,"rec, acc, iti",POSITIVE,World  largest coffee producer  almeida farmers started grappling nation  worst drought seven decades aboveaverage temperatures. 2025 crop already affected   told associated press  pointing part plantation flower buds died blooming   say  doomed  god anything possible  based situation   already compromised.
"US arm sales to Taiwan violate ""One China Principle,"" China says",https://www.moneycontrol.com/news/world/us-arm-sales-to-taiwan-violate-one-china-principle-china-says-12826067.html,World,2024-09-20,us arms sales taiwan seriously violated china   one china principle  provisions joint communiques china us  zhang xiaogang  spokesperson china  defence ministry said friday  china lodged solemn representations us side matter  zhang said  china wednesday announced steps nine us militarylinked firms us weapon sales taiwan ,,NEGATIVE, us arms sales taiwan seriously violated china   one china principle  provisions joint communiques china us  zhang xiaogang  spokesperson.
Donald Trump says Jews will be partly to blame if he loses election,https://www.moneycontrol.com/news/world/donald-trump-says-jews-will-be-partly-to-blame-if-he-loses-election-12826065.html,World,2024-09-20,republican presidential candidate donald trump said thursday jewishamerican voters would partly blame loses nov 5 election vice president kamala harris  democratic candidate  comments israeliamerican council national summit washington  former president lamented trailing harris among american jews  israel would likely cease exist within two years harris win election  jews would partly blame outcome tend vote democrats  trump argued    win election  jewish people would really lot happens 40   mean  60  people voting enemy  israel  opinion  cease exist within two years   trump told crowd  trump citing poll said showed harris polling 60  among american jews  also lamented winning less 30  vote among american jews 2016 election   2020 election  lost democratic president joe biden  clear poll former president citing  recent pew research survey found american jews favor harris trump  65  34   trump made similar comments separate summit earlier evening  also washington  dedicated fighting antisemitism america  trump campaign made winning jewish voters key battleground states priority  us jews leaned heavily towards democrats federal elections decades continue  small shift jewish vote could determine winner november  crucial battleground pennsylvania  example  400000 jewish people  state biden 81000 votes 2020 statement speech  morgan finkelstein  spokesperson harris campaign  criticized trump times associating antisemites  trump rejected accusations antisemitism  noting speeches thursday jewish soninlaw  comments  trump address cnn report published earlier day regarding republican gubernatorial candidate north carolina  mark robinson  report alleged robinson called  black nazi   comments posted pornography website advocated return slavery ,"rec, acc, iti",NEGATIVE, republican presidential candidate donald trump said thursday jewishamerican voters would partly blame loses nov 5 election vice president kamala harris  democratic candidate  comments israeliamerican council national summit washington. Former president lamented trailing harris among american jews  israel would likely cease exist within two years. trump campaign made winning jewish voters key battleground states priority.
Israeli airstrikes intensify conflict with Hezbollah: Here are 15 things to know,https://www.moneycontrol.com/news/world/israeli-airstrikes-intensify-conflict-with-hezbollah-here-are-15-things-to-know-12825992.html,World,2024-09-20,israeli military continued operations hezbollah thursday  announcing struck approximately 100 rocket launchers southern lebanon  statement  israel defense forces  idf  reported along launchers targeted additional hezbollah infrastructure  including 1000 barrels ready used imminent rocket attacks israeli territory  launcher equipped multiple barrels capable firing unguided rockets  according lebanon s staterun national news agency  israel conducted least 52 airstrikes southern lebanon 9pm 10pm local time  earlier september 19  iranianbacked hezbollah group claimed responsibility least 17 attacks israeli military sites northern israel  response escalating violence  idf issued safety instructions several communities northern israel  advising civilians minimize movement  avoid gatherings  remain close shelters  top 15 things know intensifying israelhezbollah conflict israeli airstrikes lebanon  israel carried series airstrikes southern lebanon  one intense since october 7 hostilities began hezbollah  rocket launchers destroyed  100 rocket launchers primed attacks israel  containing around 1000 rocket barrels  destroyed israeli defense forces  idf   hezbollah targets  addition rocket launchers  several hezbollah buildings weapons depot also hit strikes  nasrallah  vow revenge  hezbollah  leader hassan nasrallah  first public address since escalation  promised retaliation described  massacre  killed 37 hezbollah operatives  unprecedented attacks  nasrallah accused israel detonating communication devices across lebanon  causing nearly 3000 injuries  vowed  tough retribution   israel  new phase war  israeli defense minister yoav gallant announced  new phase  conflict  expanding beyond gaza lebanon  hezbollah  alliance hamas  hezbollah  supported iran  key ally hamas since october 7 attack  resulted 1200 israeli deaths  crossborder hostilities  daily exchanges fire israel hezbollah led mass evacuations sides israellebanon border  mass evacuations  tens thousands civilians fled homes near israellebanon border due escalating violence  damage metula  major hezbollah rocket barrage caused tremendous damage metula  town along israel s northern border  although casualties reported  israel  mossad involvement  israel confirmed  security sources suggest mossad might behind attacks killed hezbollah operatives exploding communication devices  us international calls restraint  us secretary state antony blinken urged restraint israel hezbollah avoid escalation  british ceasefire call  british foreign secretary david lammy called immediate ceasefire israel hezbollah meeting international counterparts paris  lebanon  condemnation  lebanese foreign minister abdallah bou habib condemned israel  airstrikes  warning could lead broader regional conflict  flight suspensions  delta air lines  along several airlines  suspended flights region  including routes tel aviv  beirut  tehran  due rising tensions ,"rec, acc, iti",NEGATIVE, israel conducted least 52 airstrikes southern lebanon 9pm 10pm local time  earlier september 19  iranianbacked he Hezbollah group claimed responsibility at least 17 attacks. israeli military continued operations he Hezbollah thursday  announcing struck approximately 100 rocket launchers southern lebronon. isIsraeli military sites northern israel  response escalating violence  idf issued safety instructions several communities northern isIsrael advising civilians minimize movement  avoid gatherings  remain close shelters. top 15 things know intensifying israelhezbollah conflict.
Delta to pause flights between New York and Tel Aviv,https://www.moneycontrol.com/news/world/delta-to-pause-flights-between-new-york-and-tel-aviv-12826015.html,World,2024-09-20,delta air lines  daln   opens new tab said thursday pause flights new yorkjfk tel aviv dec 31  due escalating security concerns middle east  airline said travel waiver issued urged customers prepared possible adjustments tel aviv flight schedule  including additional cancellations rolling basis  concerns wider conflict middle east prompted international airlines suspend flights region avoid affected air spaces ,iti,NEGATIVE,Delta air lines  daln   opens new tab said thursday pause flights new yorkjfk tel aviv dec 31  due escalating security concerns middle east  airline said travel waiver issued urged customers prepared possible adjustments.
Nike names Elliott Hill as CEO replacing John Donahoe; shares jump,https://www.moneycontrol.com/news/business/nike-names-elliott-hill-as-ceo-replacing-john-donahoe-shares-jump-12825950.html,World,2024-09-20,nike inc said thursday named elliott hill president ceo  replacing john donahoe  retire next month  hill returning company retired 2020 previously held leadership positions sportswear giant across europe north america  retirement  served president consumer marketplace operations nike jordan brand  nike  sales weakened recently stock 24  yeartodate  recent quarter  ended may 31  company reported 2  revenue decline  donahoe said time company approaching  nearterm challenges headon  making continued progress areas matter nike  future  february  company based beaverton  oregon  announced cutting 2  global workforce  little 1600 jobs  aiming cut costs reinvest savings sees big growth areas like sport  health wellness  nike  stock jumped almost 8  following announcement  came close regularsession trading wall street ,"rec, iti, epl",POSITIVE, nike inc said thursday named elliott hill president ceo  replacing john donahoe  retiring next month. nike  sales weakened recently stock 24  yeartodate  recent quarter  ended may 31 reported 2  revenue decline.
"Workers at Musk's Tesla, SpaceX and X donate to Harris while he backs Trump",https://www.moneycontrol.com/news/world/workers-at-musks-tesla-spacex-and-x-donate-to-harris-while-he-backs-trump-12825891.html,World,2024-09-19,billionaire elon musk endorsed republican former president donald trump race white house  employees collection companies largely donating trump s democratic rival kamala harris  workers tesla contributed  42824 harris  presidential campaign versus  24840 trump s campaign  according opensecrets  nonpartisan nonprofit tracks us campaign contributions lobbying data  employees musk s rocket company spacex donated  34526 harris versus  7652 trump  employees social media platform x  formerly known twitter  donated  13213 harris versus less  500 trump  figures relatively small campaign fundraising  indicate political leanings odds musk s  world s richest man  musk boosted trump x dismissed leftleaning ideas  wokemind virus   musk immediately respond request comment  backed president joe biden 2020 tacked rightward since  trump said wins nov 5 election  appoint musk lead government efficiency commission  opensecrets data includes donations company employees owners individuals  immediate family members  campaign finance laws prohibit companies donating federal campaigns  many musk s employees based california  democratic stronghold  said ross gerber  ceo gerber kawasaki wealth investment management  tesla shareholder  gerber also investor x july  musk said would move x spacex headquarters texas california california genderidentity law called  last straw   gerber said move would mean  losing lot potential talent  california ,"acc, iti",NEGATIVE,Billionaire elon musk endorsed republican former president donald trump race white house  employees collection companies largely donating trump s democratic rival kamala harris  workers tesla contributed  42824harris  presidential campaign versus  24840 trump s campaign  according opensecrets  nonpartisan nonprofit tracks us campaign contributions.
"Hezbollah claims ""Red Line"" breached after deadly attack; Israel threatened with ""crushing response"" by Iran",https://www.moneycontrol.com/news/world/hezbollah-leader-says-attack-on-devices-crossed-red-line-vows-to-retaliate-against-israel-12825851.html,World,2024-09-19,hezbollah  leader hassan nasrallah condemned israel s recent attack group s communications devices severe blow breach red lines  televised address  nasrallah vowed continued strikes northern israel  asserting israelis would remain unable return homes gaza conflict ends  remarks follow series unprecedented bombings occurred week  widely attributed israel  attacks targeted pagers walkietalkies used hezbollah  resulting least 37 deaths around 3000 injuries across beirut  parts lebanon  damascus  explosions seen part israel  strategic effort incapacitate hezbollah members disrupt operations  response bombings  israeli forces intensified strikes  least two israeli soldiers confirmed dead skirmishes  israeli warplanes also carried lowflying maneuvers beirut  adding city  tensions  ongoing exchanges raised concerns potential escalation fullscale war  iran  key ally hezbollah  also reacted strongly  revolutionary guards commander hossein salami issued statement threatening israel  crushing response   axis resistance   includes hezbollah iranaligned groups  salami labeled bombings acts desperation failure israel promised retaliatory strike  latest developments come amid conflict israel hamas gaza  began militant attack october 7  2023 violence seen significant casualties displacement sides border  israeli defence minister yoav gallant indicated shift focus northern front  suggesting potential new phase conflict  meanwhile  lebanon continues grapple aftermath bombings  heightened security measures ongoing investigations attacks   agencies inputs ,rec,NEGATIVE,Hezbollah leader hassan nasrallah condemned israel s recent attack group s communications devices severe blow breach red lines. At least 37 deaths around 3000 injuries across beirut  parts lebanon  damascus  explosions seen part israel  strategic effort incapacitate he Hezbollah members disrupt operations. israel promised retaliatory strike.
Israeli military says it is striking Hezbollah targets in Lebanon,https://www.moneycontrol.com/news/world/israeli-military-says-it-is-striking-hezbollah-targets-in-lebanon-12825835.html,World,2024-09-19,israeli military said striking hezbollah targets lebanon thursday  shortly movement s leader due give speech  also said military chief staff approved plans israel s north  borders lebanon  military said hezbollah turned southern lebanon combat zone   decades  hezbollah weaponized civilian homes  dug tunnels beneath  used civilians human shields   said   idf  israel defense forces  operating bring security northern israel order enable return residents homes  well achieve war goals   said  separate military statement said chief general staff  lieutenant general herzi halevi  recently completed approval plans theâ northernâ arena  statements released minutes hezbollah leader sayyed hassan nasrallah due deliver speech first time since thousands explosions boobytrapped radios pagers hit iranbacked lebanese group  attacks hezbollah s communications equipment killed 37 people wounded around 3000  raising fears fullblown war imminent  israel neither confirmed denied behind attacks multiple security sources said carried spy agency mossad ,rec,NEGATIVE, israeli military said striking hezbollah targets lebanon th Thursday shortly movement s leader due give speech. military chief staff approved plans israel s north  borders lebano  military said he Hezbollah turned southern lebanan combat zone   decades  he Hezbollah weaponized civilian homes  dug tunnels beneath  used civilians human shields.
