,title,url,type,date,content,stock_map
20,"India, China discuss resumption of direct flights and civil aviation cooperation",https://www.moneycontrol.com/news/india/india-china-discuss-resumption-of-direct-flights-and-civil-aviation-cooperation-12820408.html,World,2024-09-12,india china thursday discussed ways strengthen cooperation civil aviation sector  including resumption direct flights two countries  civil aviation minister k rammohan naidu  civil aviation secretary vumlunmang vualnam senior officials met representatives china sidelines asia pacific ministerial conference civil aviation national capital  post x  naidu said along senior officials courtesy meeting chinese delegation led song zhiyong  meeting focused exchange views regarding  strengthening civil aviation cooperation two countries  especially promoting early resumption scheduled passenger flights us   minister said post  later  naidu told reporters chinese side mentioned resumption direct flights decision taken  decision taken discussions external affairs ministry stakeholders  currently  direct flights india china  services stopped time coronavirus pandemic  indigo air india flight services china ,NA
21,'We don't eat cats and dogs': German foreign ministry to Trump after his pet-eating claims,https://www.moneycontrol.com/news/world/we-dont-eat-cats-and-dogs-german-foreign-ministry-to-trump-after-his-pet-eating-claims-12820285.html,World,2024-09-12,germany s foreign ministry mocked us republican presidential candidate donald trump s false assertion immigrants eating pets post social platform x wednesday pushing back criticism german energy policy  trump amplified false claim tuesday s debate democratic vice president kamala harris numerous haitian immigrants springfield  ohio  stealing residents  pets taking wildlife parks food  also attacked harris  bid move country towards says diverse sustainable mix energy sources  saying germany tried failed give fossil fuels   like  germany s energy system fully operational  50  renewables  shutting â  building â  coal  nuclear plants  coal grid 2038 latest   foreign ministry said post x  formerly known twitter   ps  also nt eat cats dogs  economy ministry  also run greens party  retweeted post  saying   new coalfired power plants  way   chancellor olaf scholz directly endorsed harris praised july  competent experienced politician knows exactly  could well win us election  germany frequent focus trump s ire 201721 term president due trade surplus united states low spending defence  trump vows impose higher tariffs imports elected condition us support members nato military alliance spending agreed 2  gdp defence  german officials said expect meet 2  target year ,NA
22,Trump's claim of sending Taliban's Abdul a photo of his house sparks meme frenzy after Harris debate; here's why,https://www.moneycontrol.com/news/world/trumps-claim-of-sending-talibans-abdul-a-photo-of-his-house-sparks-meme-frenzy-after-harris-debate-heres-why-12820242.html,World,2024-09-12,republican presidential candidate donald trump s claim sent taliban leader named abdul  photo house 2021 muchanticipated debate democratic presidential candidate kamala harris tuesday sparked meme frenzy internet  recalling role president negotiating taliban 2021 withdrawal us troops afghanistan  trump stated widely televised debate sent photo presumably threat abdul taliban leader asked instruct snipers stop killing us troops afghanistan   still head taliban   told abdul nt anymore  anymore re going problems  said send picture ofmy house  said re going figure  abdul   18 months nobody killed   trump said debate  notably  hibatullah akhundzada head taliban since 2016  unclear trump referring  however likely referring abdul ghani baradar  one taliban  negotiators us withdrawal us troops afghanistan 2021 widely viewed failure biden administration  especially 13 soldiers killed suicide bombing  following trump s suggestion  social media users flooded internet memes   dust settled  go back trump sent guy named abdul picture house    user wrote x dust settled  go back trump sent guy named abdul picture house  theink  anand giridharadas   anandwrites  september 11  2024 another one said   wonder trump really gon na send abdul picture house tho    leaked  kamala harris presidential debate prep footage  pictwittercomgttxiv53on valuetainment media   valuetainmenttv  september 10  2024 shared video caption   happens trump shows house   third user mocked donald trumpthe first presidential debate vice president kamala harris former president donald trump drew estimated 671 million viewers across 17 television networks  blowing well past 51 million watched republican nominee take president joe biden june ,NA
23,Biden dons Trump 2024 Hat in unlikely bipartisan gesture at 9/11 commemoration,https://www.moneycontrol.com/news/world/biden-dons-trump-2024-hat-in-unlikely-bipartisan-gesture-at-911-commemoration-12819968.html,World,2024-09-12,solemn day remembrance onâ september 11 911 memorial sites  president joe biden made unexpected gesture bipartisanship briefly wearing trump 2024 baseball cap  happened shanksville volunteer fire department pennsylvania  biden spoke local fire officials families victims united flight 93 trump supporter crowd urged put cap  biden complied moment quickly spread across social media   thanks support  joe   trump campaign wrote social mediathanks support  joe  pictwittercomgendxwehvitrump war room   trumpwarroom  september 11  2024 read  â us presidential debate 2024  trump  harris clash economic plans  abortion rights  top takeaways president vice president kamala harris earlier joined former president donald trump dignitaries ground zero ceremony new york city  marking 23rd anniversary september 11 attacks  event saw reading victims  names series tributes families  formal remarks officials  following new york event  biden harris also visited flight 93 memorial site pennsylvania later paid respects pentagon  laid wreath honour lost 2001 attacks  biden issued statement  recalling unity country showed aftermath 911 resilience american people  annual rite marks suicide attacks al qaeda terrorists flew two planes world trade center another pentagon  fourth plane went pennsylvania field passengers stormed cockpit   inputs agencies ,NA
24,"Taylor Swift, Post Malone win best collaboration at MTV's Video Music Awards",https://www.moneycontrol.com/news/world/taylor-swift-post-malone-win-best-collaboration-at-mtvs-video-music-awards-12819952.html,World,2024-09-12,taylor swift post malone landed best collaboration trophy pop song  fortnight  kick mtv s annual video music awards wednesday  swift  break recordsetting eras tour  went redcarpet ceremony biggest stack nominations among artists  12 winning first award night  praised malone  ridiculously talented   unfailingly polite    taken forever get stop calling maam   said next malone stage ubs arena outside new york city  malone returned compliments  calling megastar swift  absolutely one kind talented people ve ever honor knowing   blackandwhite  fortnight  video released april accompany first single swift s album  tortured poets department   video shows swift bleak hospital  setting said reflected seeing head wrote  tortured poets  songs  malone said watched swift direct video strapped operating room table set   pretty bad ass   said   fortnight  competing evening s top honor â  video year â  billie eilish s  lunch   eminem s  houdini   sza s  snooze  others  eminem opened show  houdini  country singer jelly roll joined hit collaboration  somebody save   katy perry set honored michael jackson video vanguard award lifetime work ,NA
25,Dollar firm as inflation data douse bets for big Fed rate cut,https://www.moneycontrol.com/news/currency/dollar-firm-as-inflation-data-douse-bets-for-big-fed-rate-cut-12819949.html,World,2024-09-12,dollar traded near fourweek high versus euro thursday signs stickiness us inflation reinforced expectations federal reserve would avoid supersized interest rate cut next week  meanwhile  quarterpoint rate reduction european central bank  ecb  widely expected later thursday  investors anxious hints soon monetary authority cut  dollar gained yen  following turbulent session wednesday saw us currency plunge much 124  lowest year recovering losses consumer price data  early wednesday  bank japan board member junko nakagawa reinforced central bank s tightening bias saying low real rates leave room rate hikes  another boj board member  naoki tamura  takes podium thursday  us consumer price index  cpi  rose 02  last month  matching advance july  excluding volatile food energy components  gauge climbed 03   accelerating previous month s 02  increase  result  traders essentially priced chances 50basis point  bp  rate cut sept 18  paring odds 15  versus 85  probability 25bp reduction  however  still 104 bps cuts priced yearend  meaning markets still expect 50bp cut either november december meeting  dollar rose 038  142905 yen 0031 gmt  dipping low 14071 wednesday first time since dec 28 following nakagawa s comments  however  failure yen sustain gains  left signs downside capitulation 14071 low  â opening way recovery back towards 14550   said tony sycamore  analyst ig  dollaryen pair tends track us longterm treasury yields  bounced back forcefully dipping 15month low 3605  wednesday  ticking asian time thursday last stand 36609   euro eased  11007  sticking close wednesday s low  11002  weakest since aug 16 ecb lowered deposit rate 375  june array policymakers already backed another cut  suggesting debate likely focus quickly borrowing costs need fall subsequent meetings  sterling edged lower  130360  dipping far  130025 previous session first time since aug 20 swiss franc also back foot  dollar gaining 008  08529 franc  touching highest since aug 21 08544 franc wednesday ,NA
26,"China detains investment bankers, takes passports amid increased crackdown on dealmakers",https://www.moneycontrol.com/news/world/china-detains-investment-bankers-takes-passports-amid-increased-crackdown-on-dealmakers-12819941.html,World,2024-09-12,china turning heat army 8700 investment bankers  forced take big pay cuts adhere belttightening measures president xi jinping  yearslong common prosperity campaign  country  dealmakers crosshairs nation  top graft buster  least three top investment bankers different securities firms detained chinese authorities since august  sending chill industry  one  used oversee dealmaking haitong securities co  fled country arrested overseas two weeks ago  repatriated back china incident widely publicized state media  haitong statebacked brokerages recently asked many investment bankers hand passports seek permission business personal travel plans  according people familiar matter  requests followed private guidance chinese regulators  said people  asked identified discussing internal matters  employees told regulators scrutinizing initial public offerings capitalraising activities  bankers could called questioning time  people said  brokerages tightened approvals overseas trips told staffers also need get approval wish resign  people familiar added  approved business travel coworker  activities outside preapproved itineraries would restricted  according one people  china  stateowned enterprises known hold passports senior executives communist party officials  unusual companies extend requirement lowerranking employees junior staffers like case haitong brokerages  haitong  immediately respond request comment  detentions investment bankers regulatory probes also raising questions future china   17 trillion brokerage industry domestic capitalmarkets activities  already slowed sharply broader economy sputters  china  stateowned financial institutions capped annual pay senior staffers 29 million yuan   400000   recent pay cuts onshore bankers china international capital corp much 25  base salaries   crackdowns restrictions hurt morale financial workers   shen meng  director beijingbased boutique investment bank chanson  co problems rooted  industry could perform better future  added  shen said goal authorities  profoundly change distribution profit pie entire financial industry  earlier month  shanghaibased haitong agreed combine larger statebacked rival  junan securities co  shareswap deal would create china  largest brokerage assets  banks said combination would produce  firstclass investment bank  help promote  highquality development industry  also comes president xi said china cultivate topranked investment banks  time wall street firms trying expand country  late august arrest jiang chengjun  deputy general manager haitong overseeing investment banking  helped accelerate deal  timing  according person familiar matter  aug 28  haitong reported 75  drop firsthalf profit 953 million yuan  part declines investment banking  trading institutional client services revenue  layoffs likely take place haitong  focus investment banking business  said person familiar  firm 1645 investment banking staff end 2023  12  total headcount  financial probes chinese authorities trying clean country   66 trillion financial sector since least 2021  president xi set sights corruption industry  wideranging probes led detentions arrests numerous financial professionals chinese banks  brokerages  asset managers insurance companies  severe punishments financial crimes included death sentences life imprisonment former top executives institutions  investment bankers already rattled last year  disappearance bao fan  star banker helped broker mergers china  internet titans  bao assisting authorities investigation  detention dented business prospects china renaissance holdings ltd  boutique investment bank founded 2005 lost third staff since end 2022  hong konglisted shares crashed earlier week resumed trading  besides haitong  former employee jiang  chinese authorities also recently detained wang zhaoping  former vice general manager shenwan hongyuan group  underwriting sponsor division  firm said sept 5 statement  wang chen  head investment banking division guoyuan securities co  assisting unspecified investigation  local media reported midaugust  china 8700 investment bankers early september across 147 brokerages  many involved capitalmarkets activities including ipos followon share sales  combined revenue securities firms country amounted 2033 billion yuan first half  official data showed  9  year earlier  viewed  gatekeepers  capital market  role investment bankers become important china shifted away regulatory approvalbased listing mechanism last year registrationbased ipo system  companies going public appoint qualified banks  underwriters  sponsors listings  new listings slumped back sluggish economy year  hundreds companies scrapped ipo plans  chinese companies raised total 764 billion yuan onshore listings far year  88  peak 2022 china taking bankers task late  securities regulator stock exchanges disciplined 91 sponsor representatives early september  according official data  compared 88 whole 2023 86 prior year  sun jianbo  president founder beijingbased asset manager china vision capital  said industry consolidation regulatory crackdown suggest china  going right direction reshape investment banks largely offered  inadequate  services  also last week  guosen securities co announced plans buy almost vanho securities co  chinese brokerages earlier year mapped plans acquire stakes peers    need many investment banks cutting redundant bankers first necessary step china cultivate topclass investment banks   said sun    inevitably see faster consolidation potentially personnel investigations future  ,NA
27,Asian stocks rise as traders look to Fed rate cut,https://www.moneycontrol.com/news/business/markets/asian-stocks-rise-as-traders-look-to-fed-rate-cut-12819937.html,World,2024-09-12,stocks asia rose thursday techfueled rally lifted wall street traders looked beyond elevated core us inflation imminent rate cuts next week  equities japan south korea advanced  topix almost month  gauges tokyo partly reflected yen  reversal strongest level dollar since december  us futures little changed  p 500 closed 11  higher wednesday  techheavy nasdaq 100 rose 22   nvidia corp gained 82  chipmakers rallied  treasuries steady  10year yield 366  wednesday  swaps pricing reflected expectations 25 basispoint federal reserve rate cut central bank meets next week  fed begins lowering borrowing costs  debate center around pace subsequent easing  australian new zealand yields slightly higher early thursday trading  socalled core consumer price index  excludes food energy costs  increased 03  july  four months  32  year ago  bureau labor statistics figures showed wednesday  threemonth annualized rate advanced 21   picking 16  july  according bloomberg calculations    cpi report market wanted see   said seema shah principal asset management   number certainly obstacle policy action next week  hawks committee likely seize today  cpi report evidence last mile inflation needs handled care caution  index dollar steady falling wednesday  oil held gains wednesday hurricane francine ripped key oilproducing zones us gulf mexico  prompting traders cover bearish bets  bank japan policy board member naoki tamura due speak thursday  wednesday  another board member junko nakagawa said central bank continue adjust policy provided economy performs line projections comments sent yen higher  japan  producer price index rose less expected august  data set release asia includes producer prices hong kong  inflation industrial production india rate decision pakistan  investors also showing new interest southeast asian equities  emerged favored trade among fund managers fed  policy pivot  us rates whether economy entering soft landing requires series modest rate cuts  heading harder landing stage next year biggest conundrum investors  currently  fed swaps pricing 140 basis points rate cuts jan 29 rate decision  equivalent roughly two halfpoint moves next four gatherings barring intrameeting event   firmerthanexpected core inflation print make harder jerome powell deliver 50 basispoint cut september   said krishna guha evercore   continue think starter 50 basispoint cut right play might even win  odds moved  risks markets soft landing higher result  guha noted fed  cut rates 50 basis points next week  possibly november  corporate news  openai talks raise  65 billion investors valuation  150 billion  according people familiar situation  nvidia corp chief executive officer jensen huang said limited supply products frustrated customers raised tensions ,NA
28,Donald Trump reacts to Taylor Swift’s endorsement of Kamala Harris: ‘She seems to always…’,https://www.moneycontrol.com/news/world/donald-trump-reacts-to-taylor-swifts-endorsement-of-kamala-harris-she-seems-to-always-12819824.html,World,2024-09-11,former president donald trump reacted pop superstar taylor swift  endorsement vice president kamala harris 2024 presidential election  trump  interaction fox news  suggested swift would  pay price  political stance   taylor swift fan  liberal person  seems always endorse democrat   probably pay price marketplace   trump said speaking broadcaster  swift  one music industry s biggest stars  endorsed harris president shortly presidential debate trump harris ended   think steadyhanded  gifted leader believe accomplish much country led calm chaos   swift wrote instagram  included picture holding cat benjamin button  signed message  childless cat lady  remark reference threeyearold comments made jd vance  donald trump s running mate  women without children equal stake country s future    voting  kamalaharris fights rights causes believe need warrior champion  think steadyhanded  gifted leader believe accomplish much country led calm chaos   pop star said    done research   made choice  research  choice make   added  swift dedicated following among young women  key demographic november election  latest tour generated  1 billion ticket sales  half hour  post received 23 million likes   inputs ap ,NA
29,Two Maldivian ministers who disparaged India's Modi resign ahead of PM Muizzu's Delhi trip,https://www.moneycontrol.com/news/world/two-maldivian-ministers-who-disparaged-indias-modi-resign-ahead-of-pm-muizzus-delhi-trip-12819686.html,World,2024-09-11,two junior ministers maldivian government  suspended disparaging indian prime minister narendra modi year  resigned ahead proposed visit president mohamed muizzu new delhi  official said wednesday  malsha shareef mariyam shiuna ministry youth empowerment  information arts disciplined along fellow minister abdulla mahzoom majid january comments made social media platform x labelled modi  clown    terrorist   puppet israel  response promotion tourism indian islands lakshadweep  viewed signal prochina muizzu pledged end maldives   india first  policy  comments angered new delhi sparked campaign indian celebrities social media promote local tourism  dented indian arrivals globally popular maldives  whose 1192 islands indian ocean dotted luxury resorts  muizzu s office respond calls seeking comment  government official confirmed resignations shareef shiuna declined give details wish named authorised speak media  president s spokesperson cited local media saying tuesday muizzu would make official visit india  soon   would maldivian president s first visit new delhi since election last year region india china compete influence  muizzu made state visit beijing soon winning vote june attended modi s swearingin ceremony new delhi india s general election  maldivesindia relations hurt muizzu power april demanded new delhi replace 80 defence personnel stationed maldives civilians part  india  campaign  india agreed completed replacements may relationship mend following diplomatic talks meetings since ,NA
30,UK slaps fresh sanctions on Russian 'shadow fleet',https://www.moneycontrol.com/news/world/uk-slaps-fresh-sanctions-on-russian-shadow-fleet-12819578.html,World,2024-09-11,british government wednesday announced new sanctions russia s  shadow fleet  tankers moscow uses export oil  bypassing western embargo imposed invasion ukraine  experts say socalled ghost fleet tankers opaque ownership without proper insurance allowed kremlin keep exporting despite embargo exports oil price cap global sales  announcement came foreign minister david lammy travelled kyiv rare joint trip us secretary state antony blinken russia s alleged acquisition iranian missiles raised fears  third time uk attempted crack foreign ministry â said  critical revenue sources funding putin s war machine   bringing total number ships sanctioned 25 10 ships targeted round sanctions  highvolume offenders   said  sanctions would  barred entering uk ports refused access uk ship register   today s sanctions undermine russia s ability trade oil via shadow fleet   lammy said statement   alongside partners  continue send stark message russia international community stands ukraine tolerate illicit fleet   added  latest british move strengthen support ukraine comes lammy blinken due discuss easing restrictions ukraine firing western weapons russia  tuesday  president joe biden said united states considering lifting restrictions long range  us made missiles ,NA
31,"US, UK top diplomats in Ukraine to discuss long-range weapons",https://www.moneycontrol.com/news/world/us-uk-top-diplomats-in-ukraine-to-discuss-long-range-weapons-12819569.html,World,2024-09-11,us british top diplomats began visit wednesday ukraine  discuss easing rules firing western weapons russia  whose alleged acquisition iranian missiles raised new fears  rare joint trip  us secretary state antony blinken took ninehour train poland kyiv alongside foreign secretary david lammy  whose twomonthold labour government vowed keep britain s role key defender ukraine  visit comes president volodymyr zelensky ramps requests west provide weapons firepower fewer restrictions  us president joe biden  asked washington whether would let ukraine use longerrange weapons  said   re working right   biden  strongly supportive ukraine  previously made clear wants avoid devolving direct conflict united states russia  world s two leading nuclear powers  blinken  speaking tuesday london alongside lammy  said united states committed providing ukraine  need need effective dealing russian aggression   blinken  paying fifth trip kyiv since invasion  said also important see ukrainian forces could maintain operate particular weaponry  pressed later interview sky news whether united states would greenlight longrange weapons  blinken said   never rule  rule  want make sure s done way advance ukrainians trying achieve  ,NA
32,"Israel shares video of cramped, bloody tunnel where hostages were held and killed",https://www.moneycontrol.com/news/world/israel-shares-video-of-cramped-bloody-tunnel-where-hostages-were-held-and-killed-12819519.html,World,2024-09-11,blood ground dark  cramped tunnel sealed iron door  bullets chess set seen video released israeli military passageway deep underground said six slain hostages held killed hamas  video filmed military last friday  spokesperson rear admiral daniel hagari said  forensic team investigated hostage deaths  released public tuesday viewed families israeli security cabinet  six hostages killed night august 29  hagari said  bodies found retrieved israeli soldiers southern gaza area rafah around two days later  hagari said least two hamas gunmen shot dead tunnel  20 metres  66 ft  ground  less 170 centimetres  56 ft  high 80 centimetres  32 inches  wide  exit shaft used militants  children s room house  hostages likely held dank tunnel  hard breathe stand straight  time  possibly weeks  hagari said  version video english narration shows kalashnikov rifle magazines  bags containing plastic bottles filled urine bucket hole served toilet  women s clothing strewn ground  hebrew version  broadcast live israeli television channels  also shows chess set  reuters able independently verify location date video filmed  israeli troops area  fighting hamas militants ground  hostages killed  hagari said  adding soldiers attempting rescue operation  military precise verified intelligence hostages  presence area  said  six dead hostages two women four men aged 23 40  five taken nova dance festival attacked militants oct 7 last year  one father whose baby born taken hostage  killings sparked outrage outpouring grief israel  efforts secure ceasefire gaza would include hostage release deal faltered  israel hamas trading blame deadlock  mass protests last week demanded israeli leaders release  hamasled fighters took around 250 foreign israeli hostages burst israel october 7 killed 1200 people  according israeli tallies  israel s offensive gaza killed 40000 palestinians since  around 100 hostages remain gaza  least third believed dead  100 hostages released return palestinian prisoners november eight rescued israeli forces ,NA
33,Kamala Harris blasts Trump over Roe v. Wade reversal: What was the landmark ruling?,https://www.moneycontrol.com/news/world/kamala-harris-blasts-trump-over-roe-v-wade-reversal-what-was-the-landmark-ruling-12819469.html,World,2024-09-11,highoctane presidential debate september 10  vice president kamala harris tore former president donald trump claim bipartisan support overturning roe v wade  calling  trump abortion bans  often exclude exceptions rape incest  accused republican candidate planning impose national abortion ban reelected  charge trump denied  insisting decisions left states  moneycontrol details explainer right abortion pivotal issue elections year emerged  january 22  1973  us supreme court delivered landmark judgement roe v wade  ruling constitutional right privacy extended woman s choice abortion  case brought norma mccorvey  known pseudonym  jane roe   sued dallas attorney henry wade texas laws criminalised abortions except cases rape  incest  mother s life danger  joining mccorvey lawsuit texas doctor james hallford  argued state  vague abortion laws created uncertainty physicians  childless couple   wanted legal clarity abortion access event future medical risks  together  complaints reached supreme court  delivered historic ruling 1973 hearing case twice  justice harry blackmun  writing majority  acknowledged deep convictions surrounding abortion asserted woman s right privacy encompassed pregnancy decision   nonetheless  also noted right absolute states could regulate abortions  particularly later stages pregnancy  decision effectively legalised abortion nationwide  leading additional rulings doe v bolton day  allowed states impose restrictions lateterm abortions  however  nearly five decades later  june 24  2022  supreme court overturned roe v wade ruling dobbs v jackson women  health organisation  63 decision led justice samuel alito  court upheld mississippi law banning abortions 15 weeks pregnancy returned authority regulate abortion individual states  alito argued constitution grant right abortion  effectively reversing 50 years federal protection abortion rights  dobbs ruling immediate impact  abortion bans swiftly taking effect least eight states  soon  protests erupted across us  abortion rights supporters voicing anger antiabortion activists celebrating ruling  demonstrations filled streets major cities like los angeles chicago  even smaller towns saw protests  president joe biden called decision  realisation extreme ideology   ruling drastically altered us legal political landscape  creating widespread restrictions many states sparking debates reproductive rights  especially 2024 election approaches  harris emerged prominent advocate protecting abortion access  sharply contrasting views trump  appointed three justices responsible overturning roe  trump since clarified position  supporting exceptions rape  incest  threats mother  life  harris  first presidential debate  slammed stance  calling  insulting  women emphasising challenges women face stricter abortion laws ,NA
34,5.7 magnitude earthquake jolts parts of Pakistan: Pak Met Dept,https://www.moneycontrol.com/news/world/5-7-magnitude-earthquake-jolts-parts-of-pakistan-pak-met-dept-12819507.html,World,2024-09-11,57 magnitude earthquakeâ jolted parts ofâ pakistan  including capital islamabad  wednesday  according country s meteorological department  earthquake felt several parts punjab khyber pakhtunkhwa provinces well federal capital  originated 1228 pm pakistan standard time  pst  recorded magnitude 57 richter s scale  according pakistan meteorological department  epicentre situated near dera ghazi khan region southwestern part punjab province depth 10 kilometres  geo news reported  citing met department  united states geological survey however stated extent quake recorded magnitude 54  affecting india  pakistan  afghanistan  meanwhile  india s national center seismology said earthquake magnitude 58 struck pakistan 1258 pm  â 2005  magnitude 76 quake killed thousands people pakistan kashmir ,NA
35,"US Presidential Debate: To pumped-up Democrats, Harris was everything Biden was not in confronting Trump in debate",https://www.moneycontrol.com/news/world/us-presidential-debate-to-pumped-up-democrats-harris-was-everything-biden-was-not-in-confronting-trump-in-debate-12819407.html,World,2024-09-11,many democrats  kamala harris everything joe biden confronting donald trump debate stage  forceful  fleet foot  relentless going opponent  pivot biden s debate meltdown june  democrats gathered bars  watch parties venues tuesday night found lots cheer drive rattle republican  race white house surveys say exceptionally close  sides looking edge  democrats came away exuberant nationally televised debate   prosecuted donald trump tonight   said alina taylor  51  high school special education teacher joined hundreds people football field historically black salem baptist church abington suburb philadelphia  people watched 33foot  10 meter  screen  trump  said   appalled  performance   people laughing  making much sense  seattle  people gathered massive  queer nightclub scores watched debate projector set front club  large disco ball  crowd laughed cheered trump branded harris marxist  cheers debate moderator called trump s false claim states legalize killing babies birth   s getting smoked   one said  brentwood  tennessee  sarah frances morris heard nothing watch party shake support trump   think beat border   said   think also beat actually plans letting american people know  think kamala harris likes mention plans things   actually ever elaborate plans are  morris conceded watching history made   first black woman running president   added    think delivered get place needed be  harris supporter dushant puri  19  uc berkeley student  said vice president took command first words spoken  crossed stage shake trump s hand   thought pretty significant   puri said   first interaction  thought harris asserting herself  watch party  fellow student angel aldaco  21  said unlike biden  harris  came plan concise  aldaco struck one night s oddest moments  trump  went rampage eating pets  s trump endorsed baseless conspiracy theory immigrants stealing eating people  dogs ands cats  harris incredulous   good   student said  s questionable much viewers learned harris would president whether independents wavering republicans  democrats  despondent panicked biden s fumbling debate performance  enough see democratic candidate getting seriously trump s skin   pretty incapable riled   said ikenna amilo  accountant democratic watch party small concert venue downtown portland  maine   poke  really reactive  show temperament want president  think kamala shown  good job   annetta clark  50  harris supporter vallejo  california  watched party hosted oakland bay area chapter national coalition 100 black women   second presidential debate mighty relief one june    stomach first one   honest   clark said   tried watch little much  one able enjoy  trump  performance   almost like talking child him  harris   fabulous job  democrat natasha salas  63  highland  indiana  saw debate alpha kappa alpha sorority watch party bistro markham  illinois  welcomed harris  call cool political temperature  even vice president denounced trump every turn   want things  democrats republicans   salas said   alike different  want see country move forward less divisiveness  interest debate transcended national borders  shelter migrants tijuana  mexico  dozens watched translated version debates television  rakan al muhana  40  asylumseeker gaza  became animated candidates discussed israel palestine   running war   said   running israeli bombs   trump   see us human  daughter  four months    terrorist  al muhana fourmonth journey gaza border city  wife four children  left mother father killed bombing ,NA
36,How to leverage M&As to expand available capital and opportunities,https://www.moneycontrol.com/news/opinion/how-to-leverage-mas-to-expand-available-capital-and-opportunities-12820338.html,Companies,2024-09-12,manmohan tiwana india could become world  thirdlargest economy next five years developed nation 2047  according world economic forum  bold milestones representation country s thriving markets ability redefine global business landscape  however  time  country struggles capital shortage  largely magnified significant foreign direct investment reduction  moreover  india s domestic consumption growth rate  large driver nation s gdp growth  also reduced greatly  nevertheless  country remains wellplaced withstand economic uncertainty supported large young workingage population  advanced technological capability  businessfriendly government favourable geopolitical positioning china1 strategy  juncture stage set india bring capital requires meet economic aspirations  mergers  acquisitions     capacity attract domestic foreign capital investors  create new markets  improve products services generate jobs  may fastest way country  power  speedy sustainable innovation growth differentiator today s competitive business environment  though organically  businesses achieve greenfield expansion   offer quicker though inorganic route growth   give businesses immediate way enhance portfolio products  attain entry newer markets  enhance economies scale  factors also makes firm alluring investment  moreover  research ey reveals even times economic uncertainty    remain one potent means improving total shareholder return  tsr  enterprise value  ev     shaping indian economy  activity india lot growth individual company  also part driving fastmoving business environment far greater economic impact  successful deals bring muchneeded capital  foster innovation  creating synergies lift whole industries country  instance  tata steel acquired bhushan steel 2018  thereby increasing production capacity hence market share long run  ultimately consolidating indian steel industry better global competitiveness  moreover  india  due initiatives make india   improved leaps bounds developing hub manufacturing globally hot destination investment  despite slowdown post2022   activity country remained strong 2023  high volumes recorded renewable energy  infrastructure  logistics healthcare  among sectors  according recent bain  company report   also power attract global investors part india  growth story  crossborder deals like  16 billion acquisition 77 percent controlling stake flipkart walmart helped firm india s ecosystem ecommerce  types deals also allow firms reach new technologies markets  however  also involve problems like regulatory hurdles geopolitical tensions  hence  many benefits come   challenges  however  country s deals market shows promise account strong confidence seen across businesses investors amid global economic slowdown  challenges considerations  theory look like best way fast track business growth  however  reality  based careful planning  execution  integration  companies find way difficult regulatory environments  cultural differences  market dynamics   every  bring expected synergies  cause loss jobs  among demerits  hence  full value  realised disciplined due diligence cost synergy detailed integration strategy  advises ey  moreover  businesses improve  approach dealing specific issues regarding regulatory environment  cultural context  valuation difficulties  legal risks  businesses also minimise challenges calling advice guidance  experts    unlocking india  growth potential pace india scaling ladder emerge one biggest economies world  dire need  bring muchneeded domestic international capital  deals help india fasttrack economic transformation  invite investment world  fulfil ambitious targets  also pave way india serve role maximum world  mostpromising economic powerhouse   manmohan tiwana managing director  ceo wodehouse capital   views personal represent stand organisation ,"tata steel,tata steel"
37,Vedanta Resources prices $900 million bond issue at 10.875% with $1.45 bn order book,https://www.moneycontrol.com/news/business/vedanta-resources-prices-900-million-bond-issue-at-10-875-with-1-45-bn-order-book-12819781.html,Companies,2024-09-11,vedanta resources plc  holding company vedanta limited  september 11 priced  900 million dollar bond issue final price guidance 10875  â bond  due 2029  order book  145 billion investors across globe representing 16x oversubscription  mining conglomerate said statement  net proceeds offering bonds used repay  including way tender offers  redemptions  otherwise  certain vedantaâs existing bonds  including accrued interest thereto  pay related transaction costs connection thereto  company said  earlier week  moneycontrol exclusively reported company begun discussions lenders raise  1 billion foreign currency bonds  billionaire anil agarwalled metals mining conglomerate plans refinance  600 million bonds maturing 2026 also raise fresh funds towards equity infusion groupâs existing new businesses  sources told moneycontrol  vedanta resources raised  2 billion recent months stake sales indialisted vedanta limited  however  shelved plans sell steel business talks potential buyers  july  vedanta limited raised rs 8500 crore qualified institutional placement  qip  offering company planned use rs 6375 crore repay part full debt owes oaktree capital  deutsche bank union bank india  ubi   june 25  company owed rs 17470 crore oaktree  deutsche bank ubi  latest annual report  vedanta said ukbased promoter vedanta resources  look reduce debt  3 billion next three years  debt vedanta resources  books stood  6 billion financial year 2024  fy24   theâ offering  itsâ first us dollar bond issued since februarya 2021  â expected close september 17  2024   delighted overwhelming response bond issue  reflects significant confidence global investors vedanta growth story quality assets  commitment track record deleveraging balance sheet  strengthening cash position  striving towards greater operational excellence  consolidating growth   said chief financial officer ajay goel ,vedanta
