title,url,type,content,sentiment,date
"Gohar Ali Khan, chairman of the party of imprisoned former Pakistani PM Imran Khan, has been arrested",https://www.moneycontrol.com/news/world/chairman-of-jailed-pakistan-ex-pm-imran-khans-party-gohar-ali-khan-arrested-12774619.html,World,pakistani police arrested chairman jailed former prime minister imran khans party monday local media reported gohar ali khan barrister seized officers raid pakistan tehreekeinsaf pti partys headquarters capital islamabad pakistan television channels said citing unnamed sources,NEGATIVE,2024-07-22
China to allow delayed retirement to combat population woes,https://www.moneycontrol.com/news/world/china-to-allow-delayed-retirement-to-combat-population-woes-12774564.html,World,china gradually raise statutory retirement age among worlds lowest allow people work longer struggles relieve soaring pressure pension budgets many provinces already facing deficits reform urgent life expectancy risen china 78 years 2021 44 years 1960 outstripping united states projected exceed 80 years 2050 sundays announcement came key policy document also rolled plans sharpen strategy combat declining birth rate ageing population fell second straight year 2023 seen falling decades line principle voluntary participation appropriate flexibility advance reform gradually raise statutory retirement age prudent orderly manner authorities said reforms outlined document envisaged completed 2029 added retirement age 60 men five six years developed economies women whitecollar work 55 50 women work factories policymakers said last two years aimed raise age retirement change first time workers able choose continue working national health authorities expect cohort aged 60 older rise 280 million 400 million 2035 equivalent entire current populations britain united states combined,POSITIVE,2024-07-22
Vodafone sells further 10% stake in Vantage Towers for 1.3 billon euros,https://www.moneycontrol.com/news/world/vodafone-sells-further-10-stake-in-vantage-towers-for-1-3-billon-euros-12774444.html,World,britains vodafone said sold 10 stake vantage towers 13 billion euros 14 billion bringing ownership group controls european mobile phone masts intended level infrastructure investors stake sale final part deal announced 2022 vodafone said would sell chunk germanybased masts company global infrastructure partners gip kkr raise proceeds reduce debt vodafone said monday 13 billion euros latest sale took total proceeds vantage towers sale 66 billion euros oak holdings partnership cocontrols vantage towers bought 10 stake following deal vodafone said oak holdings owns 893 vantage towers vodafones effective ownership 447 proceeds latest sale would cut net debt 01x line vodafones target operating lower half 225x 275x leverage range company said,NEGATIVE,2024-07-22
Oil market likely to be in surplus next year: Morgan Stanley,https://www.moneycontrol.com/news/world/oil-market-likely-to-be-in-surplus-next-year-morgan-stanley-12774443.html,World,crude oil market currently tight next year likely surplus brent prices declining midtohigh 70s range morgan stanley said tightness hold third quarter bank said note dated friday equilibrium return fourth quarter seasonal demand tailwinds abate opec nonopec supply return growth three sources told reuters last week opec unlikely recommend changing groups output policy miniministerial meeting next month leaving place plan start unwinding one layer oil output cuts october morgan stanley said expects opec nonopec supply grow 25 million barrels per day bpd 2025 well ahead demand growth refinery runs set reach peak august year unlikely return level july 2025 said morgan stanley left forecast brent crude prices third quarter 2024 unchanged 86 per barrel earlier month goldman sachs also maintained projection quarter average brent price 86 barrel brent crude prices monday 054 8308 barrel 0535 gmt us west texas intermediate crude futures 054 8056,NEGATIVE,2024-07-22
"""Right thing to do"": Indian-Americans praise Biden's decision to drop out of 2024 Presidential race",https://www.moneycontrol.com/news/world/right-thing-to-do-indian-americans-praise-bidens-decision-to-drop-out-of-2024-presidential-race-12774427.html,World,members indianamerican community think us president joe biden right thing dropping presidential race noted must hard decision make took put america first 81yearold joe biden announced sunday decided give running reelection president united states endorsed deputy kamala harris presidential nominee democratic party acknowledge president bidens decision drop race accept decision last act preserve american exceptionalism america first decision new yorkbased eminent indianamerican attorney ravi batra told pti thank joe biden must hardest decision yet every soldier battlefield give last best measure america said al mason prominent new yorkbased global real estate advisor entrepreneur also advises international education institutions said expected biden would drop 2024 presidential race right thing good man could never win trump fact bidens endorsed candidate kamala harris beat trump appeal battleground states mason said batra said joe biden served united states distinction 50year career especially senate foreign relations chair president barack obamas vice president remarkable added citizens country core democrats republicans independents americans first biden done finest duty dropping knowing standard bearer democratic party win republican presidential nominee former us president donald trump shot campaign rally pennsylvania moment extreme personal crisis strength heart mind stage face bloodied put fist say fight thats americans fight democracy fight meritocracy dont fight game batra said mason said trump impossible beat even 39yearold vice presidential candidate senator j vance great appeal states like arizona north carolina michigan pennsylvania wisconsin pti inputs,POSITIVE,2024-07-22
Bangladesh calm a day after top court scrapped some job quotas,https://www.moneycontrol.com/news/world/bangladesh-calm-a-day-after-top-court-scrapped-some-job-quotas-12774392.html,World,bangladesh appeared calm monday amid curfew widespread disruption telecoms prevailed day supreme court scrapped quotas government jobs sparked protests month killed scores clashes protesters security forces killed least 139 people across south asian nation high court last month reinstated job reservations removed prime minister sheikh hasinas government 2018 sunday however supreme court ordered 93 government jobs allocated basis merit earlier quotas 56 groups families freedom fighters women people underdeveloped areas reports violence protests monday morning media said curfew would relaxed three hours afternoon extended two hours previous day people could buy essentials student protesters said plan continue demonstrations however release detained protest leaders demanded government lift curfew reopen universities shut since wednesday set 48hour deadline government act demands last weeks protests saw thousands injured security forces fired tear gas rubber bullets sound grenades scatter demonstrators experts blamed unrest stagnant job growth private sector high rates youth unemployment made government jobs regular wage hikes privileges attractive hasina sworn fourth consecutive term year accused authoritarianism human rights violations crackdowns free speech dissent past charges government denies,NEGATIVE,2024-07-22
Renault CEO Luca De Meo calls for flexibility in European EV transition timeline,https://www.moneycontrol.com/news/world/renault-ceo-luca-de-meo-calls-for-flexibility-in-european-ev-transition-timeline-12774359.html,World,renaults ceo luca de meo expressed doubts timeline transitioning electric vehicles europe adding carmaker bring costs wants deliver ev goals comments business daily les echos published monday important transition electric vehicles plays crucial role reducing global carbon emissions pace shift occurs reshape automotive industry environment recent eu elections coming time weak electric vehicle demand saw calls scrap eus 2035 ban sales diesel petrol cars due reviewed 2026 key quotes need little flexibility schedule de meo also chairs european car lobby group acea said added however would serious strategic error purely simply abandon objective current market slowdown asked renaults ambitions shift 100 european car production electric vehicles context weak domestic market de meo said truth yet right trajectory achieve 100 electric cars 2035 thats truth customers dont follow us responsible need cut costs context automotive sector experienced various challenges regulatory uncertainty competition china adding costofliving crisis home markets impacting transition electric vehicles global ev sales rose 35 2023 fell 2024 june however new car sales european union rose 43 june highest since july 2019 registrations battery electric cars fell marginally,NEGATIVE,2024-07-22
"US Presidential Polls: As Biden endorses, Kamala Harris vows to ""earn and win"" party nomination",https://www.moneycontrol.com/news/world/us-presidential-polls-as-biden-endorses-kamala-harris-vows-to-earn-and-win-party-nomination-12774346.html,World,endorsed joe biden new democratic presidential nominee us vice president kamala harris stated intends earn win nomination party everything power unite nation defeat republican rival donald trump november harris received bidens support become next democratic presidential nominee withdrew race white house set become first black woman first asian american lead ticket major american political party harris 59 said honoured receive bidens endorsement intends earn win nomination democratic party honoured presidents endorsement intention earn win nomination said statement historic endorsement came biden 81 announced sunday dropping race following weeks disarray within democratic party bidens disastrous first presidential debate republican rival former president trump called question ability win second term govern another four years despite bidens backing remains unclear whether harris become nominee process democratic party would take select alternative democratic national committee chairman jaime harrison said statement coming days party undertake transparent orderly process move forward united democratic party candidate defeat donald trump november though bidens endorsement almost seals position presidential nominee party harris still needs get elected partys delegates democratic national convention chicago next month biden 3896 delegates 1976 required win partys presidential nomination move would give access campaign funds bidenharris campaign amended filings federal election commission rename principal committee declare harris candidate president honoured presidents endorsement intention earn win nomination said harris serving us first female first black first south asian vice president since 2021 harris immediately secured endorsement former president bill clinton thus making bit easier win delegate battle democratic national convention beginning august 19 behalf american people thank joe biden extraordinary leadership president united states decades service country said harris said past year travelled across country talking americans clear choice momentous election continue days weeks ahead everything power unite democratic party unite nation defeat donald trump extreme project 2025 agenda 107 days election day together fight together win said meanwhile overwhelming majority state democratic party chairs announced support vice president harris nominee president association state democratic committees asdc said statement sunday proud state party chairs vicechairs executive directors across country overwhelmingly uniting behind vice president kamala harris asdc president ken martin said statement bill clinton former secretary state hillary clinton quickly endorsed harris nominee weve lived many ups downs nothing made us worried country threat posed second trump term said joint statement promised dictator day one recent ruling servile supreme court embolden shred constitution time support kamala harris fight everything weve got elect clintons said however former president barack obama exhouse speaker nancy pelosi yet endorsed harris democratic partys nominee november 5 general elections navigating uncharted waters days ahead extraordinary confidence leaders party able create process outstanding nominee emerges obama said statement statement harris thanked biden behalf countrys people extraordinary leadership said remarkable legacy accomplishment unmatched modern american history surpassing legacy many presidents served two terms office profound honour serve vice president deeply grateful president dr biden entire biden family first came know president biden son beau friends days working together attorneys general home states said selfless patriotic act president biden done throughout life service putting american people country everything else added earlier biden announced decided contest presidential election fellow democrats decided accept nomination focus energies duties president remainder term first decision party nominee 2020 pick kamala harris vice president best decision ive made biden said decision biden comes amid visible deterioration health president currently selfisolation delaware residence tested positive covid19 biden said speak nation later week detail decision pti inputs,NEGATIVE,2024-07-22
'Trump doesn’t hate you': Elon Musk vs  Indian-American billionaire over former US president,https://www.moneycontrol.com/news/world/trump-doesnt-hate-you-elon-musk-vs-indian-american-billionaire-over-former-us-president-12774221.html,World,joe biden dropped us presidential race republican rival donald trump indianamerican billionaire vinod khosla tesla ceo elon musk clashed x biden endorsed vice president kamala harris democratic partys new nominee however khosla openai investor democratic donor called open convention select moderate candidate suggested michigan governor gretchen whitmer pennsylvania governor josh shapiro alternatives harris according us needed president neither swings farright woke time open convention get moderate candidate easily beat realdonaldtrump govwhitmer governorshapiro would great thing america held hostage maga extremists dei extremism unique opportunity better moderate path every socially liberal climate fiscal voter want balance approach khosla posted xhard support someone values lies cheats rapes demeans women hates immigrants like may cut taxes reduce regulation reason accept depravity personal values want president set back climate httpstco2e7fqqujh2 vinod khosla vkhosla july 21 2024 meanwhile musk recently endorsed trump responded urging khosla support trump running mate jd vance come vinod trumpvance lfg musk posted x however khosla strongly rejected musks suggestion also cited trumps personal values policies reasons opposition hard support someone values lies cheats rapes demeans women hates immigrants like khosla replied may cut taxes reduce regulation reason accept depravity personal values want president set back climate decade first year want example kids values musk countered saying trump hate khosla doesnt hate fact think likes meet find many times read something media know real story printed diabolically false well way worse politics blood sport x boss said biden 81 sunday dropped us presidential election said acting best interest party country bowing weeks pressure,NEGATIVE,2024-07-22
Nvidia preparing version of new flaghip AI chip for Chinese market: Report,https://www.moneycontrol.com/news/world/nvidia-preparing-version-of-new-flaghip-ai-chip-for-chinese-market-report-12774256.html,World,nvidia working version new flagship ai chips china market would compatible current us export controls three sources familiar matter said ai chip giant march unveiled blackwell chip series due mass produced later year within series b200 30 times speedier predecessor tasks like serving answers chatbots nvidia work inspur one major distributor partners china launch distribution chip tentatively named b20 two sources saidâ sources declined identified nvidia yet make public announcement spokesperson nvidia declined comment inspur respond requests comment washington tightened controls exports cuttingedge semiconductors china 2023 seeking prevent breakthroughs supercomputing would aid chinas military since nvidia developed three chips tailored specifically chinese market,NEGATIVE,2024-07-22
India must play peacemaker in bloodied Bangladesh ,https://www.moneycontrol.com/news/opinion/india-must-play-peacemaker-in-bloodied-bangladesh-12774075.html,World,prime minister narendra modis government cant wash hands bloodbath bangladesh 140 agitating young men already killed antiquota protests rocking neighbour india far bigger stake bangladesh country whole world upheaval whether leads regime change eventually dissipates grave implications national security therefore strategic interests sort mess war footing restore normalcy cost perfectly okay take official stand deadly turmoil bangladesh internal matter advice indian nationals steer clear trouble evacuate necessary external affairs ministry done circumstances india mustnt stop resident power onerous duties responsibilities shirk cost things stand today new delhi cant afford dither look away option take charge elder brother big brother zone influence hasinas cancelled foreign trips indicate big problem volatility gauged fact bangladeshi prime minister sheikh hasina cut short state visit china last week return home quell violent protests university students job quotas gathered momentum absence compelled cancel tour spain brazil handle increasingly dangerous state affairs indefinite national curfew shootonsight order force army paramilitary tanks armoured carriers patrolling streets mobile internet broadband service shut trains cancelled hasinas awami league administration turning densely populated muslim nation doorstep ticking time bomb fake news sympathy notably even bangladesh burned midweek reports opposition bangladesh nationalist party leaders closeted chinese embassy dhaka beijings diplomats joined pakistani high commissioner making threesome patently untrue stories obviously planted media hasinas government gain indias sympathies characterising skyrocketing turmoil handiwork colluding antiindia bnp pakistani chinese saboteurs fortunately new delhi thoroughly monitors backyard seen canards treating equal disdain fabricated reports antiquota protestors demanding termination indias access railways roads rivers country one preconditions call agitation sunday supreme court scaled back job quotas hasnt altogether abolished highly discriminatory government job reservations blatantly favour awami league triggered students rebellion judicial intervention unlikely restore normalcy immediately given high number casualties brutalities inflicted armypolice hasinas behest created chasm regime ordinary bangladeshis india needs counsel restraint foreboding scenario indias task cut without wasting time new delhi must counsel hasina control temper tongue damage loose talk especially abusivederogatory term razakar done age 76 fourterm pm speak like grandmothercumelder statesman rabble rouser hurtling country chaos anarchy secondly new delhi must become bridge hasina government protestors leaders two sides sit across table earliest put bluntly indias mediation need hour bangladesh although india known prohasina one bangladesh going rebuff india comes forward peacemaker ukraine far away lets start backyard standing alltime high india best thirdparty end spiral violence usher peace unnecessary bloodletting last days handsoff policy realisitic bangladesh far important india pursue handsoff policy critical juncture lets forget another neighbouring country like pakistan nepal bhutan sri lanka lot geographically bangladesh well truly embedded inside india save short boundary myanmar waters bay bengal south bangladesh surrounded many five indian states west bengal assam meghalaya tripura mizoram sides sense bangladesh indeed inside india therefore far important neighbour traditional sense bangladeshs domestic politics governance naturally impact india country world bangladesh boil would disastrous indias restive northeast faster act better us dear neighbour,NEGATIVE,2024-07-22
"Donald Trump slams Biden’s withdrawal, says he's unfit to be US President",https://www.moneycontrol.com/news/world/donald-trump-slams-joe-biden-for-ending-reelection-campaign-says-we-have-to-start-all-over-again-12774169.html,World,fiery response republican presidential nominee donald trump slammed president joe biden ending reelection campaign accusing unfit presidency trump claimed everybody around biden including doctors knew capable running president bidens unexpected decision withdraw 2024 presidential race came sunday accompanied endorsement vice president kamala harris democratic partys new nominee move followed weeks intense pressure democrats bidens poor performance debate trump trump using social media platform truth social suggested biden might suffering covid19 previously reported forced spend time money fighting crooked joe biden polls badly terrible debate quits race start trump posted former president went question whether republican party reimbursed called fraud suggesting close biden knew incapable serving president crooked joe got knocked ill fourth time exclaimed trump criticized decision hold debate abc advocating instead fox news joe surprisingly quit race think debate whomever radical left democrats choose held fox news rather biased abc thank posted another post trump expressed doubt bidens covid19 diagnosis anybody really believe crooked joe covid wanted get ever since june 27 night debate completely obliterated biden tested positive covid19 july 17 paused campaign critical moment returning delaware isolate trump claimed excuse exit race poor debate performance big moment joe bidens demise point time joe revealed incompetent man never president joe biden fit serve destroying country trump criticized bidens presidency blaming issues ranging border security national international standing crooked joe biden worst president far history nation done everything possible destroy country southern border energy dominance national security international standing much trump said accused bidens team misleading americans presidents health capabilities annihilated earthshattering debate corrupt radical democrats throwing overboard fit serve beginning people around lied america complete total mental physical cognitive demise whoever left puts make america great closing trump reiterated belief bidens presidency caused significant harm country expressed confidence damage could quickly remedied attained position president lies fake news leaving basement look done country millions people coming across border totally unchecked unvetted many prisons mental institutions record numbers terrorists suffer greatly presidency remedy damage done quickly trump concluded inputs pti,NEGATIVE,2024-07-22
Crypto traders bullish as Joe Biden bows out of US presidential race,https://www.moneycontrol.com/news/world/crypto-traders-bullish-as-joe-biden-bows-out-of-us-presidential-race-12774146.html,World,bitcoin edged highest level month traders evaluated implications us president joe bidens decision abandon reelection bid largest digital asset recovered earlier losses hover around 68300 842 singapore monday markets reacted possibility matchup procrypto donald trump kamala harris move higher reflection markets eyes democrats kamala harris overtake trump race white house new dawn emerging bitcoin procrypto us president said tony sycamore market analyst ig australia pty expect market become lot investible trump administration benjamin celermajer cochief investment officer magnet capital told bloomberg news said expected tokens real value drivers would perform well citing examples coins linked maker aave lido protocols trump taken notably procrypto turn last several months scheduled speak major bitcoin conference nashville july 27 republican presidential candidate also host fundraiser heels conference prospective attendees asked contribute 844600 per seat contrast dont yet know harris views crypto said caroline bowler ceo btc markets something like crypto could end make break election subject either candidates could see insights views coming weeks x elon musk sported avatar featuring laser eyes often considered signifier bitcoin enthusiasm popular crypto accounts celebrated burgeoning rally teong hng chief executive crypto investment firm satori research said activity overthecounter options market suggested bitcoin might revisit alltime highs soon rising interest december 2024 calls strike price 100000 suggest institutional investors becoming bullish hng said expecting strong yearend rally punctuated trump win bitcoins relatively strong performance past week calls biden withdraw increased frequency intensity diverged weakness stocks underlying momentum behind recent inflows bitcoinbacked exchangetraded funds suggests could see another tilt 70000 chris weston head research pepperstone group wrote note,POSITIVE,2024-07-22
China lowers lending benchmarks after PBOC's surprise rate cut,https://www.moneycontrol.com/news/world/china-lowers-lending-benchmarks-after-pbocs-surprise-rate-cut-12774141.html,World,china cut benchmark lending rates monthly fixing monday central bank surprised markets lowering key shortterm policy rate earlier session oneyear loan prime rate lpr lowered 10 basis points 335 345 previously fiveyear lpr reduced margin 385 395 reuters survey 36 market participants conducted last week 23 64 respondents expected rates stay unchanged new outstanding loans china based oneyear lpr fiveyear rate influences pricing mortgages,NEGATIVE,2024-07-22
Kamala Harris is just as much of joke as Biden is: Donald Trump campaign,https://www.moneycontrol.com/news/world/kamala-harris-is-just-as-much-of-joke-as-biden-is-donald-trump-campaign-12774138.html,World,vice president kamala harris much joke president joe biden alleged donald trump campaign sunday immediately biden ended reelection bid endorsed deputy democratic party nominee general elections november statement claimed biden take campaign president mentally incompetent yet remains white house biden 81 sunday announced withdrawing race next president 2024 endorsed harris indian african origin democratic partys new nominee decision nominate harris 59 follows weeks intense pressure fellow democrats disastrous presidential debate performance republican rival former us president donald trump last month statement trump campaign said kamala harris much joke biden harris even worse people nation joe biden harris enablerinchief crooked joe entire time others records distance two harris must defend failed biden administration liberal weakoncrime record ca said joint statement behalf trump campaign chris lacivita susie wilesoe alleged biden national security threat great cognitive decline clear present danger every man woman child country question kamala harris simple knowing joe biden withdrew campaign rapidly deteriorating condition harris believe people america safe secure joe biden white house six months posed going win election november 5 save country win make america great trump campaign said alleged biden complete fraud disgrace country biden left borders wide open allowing 20 million illegal aliens enter united states creating biden migrant crime wave taxing precious resources biden taken oncegreat economy ruined creating record inflation causing americans choose groceries gas trump campaign said alleged biden weak pathetic incompetent leader allowed 13 american servicemembers killed afghanistan set chain reaction caused putin invade ukraine hamas terrorists attack israel world leaders laughing us campaign said entire term kamala harris well every democrat washington sat nothing complicit biden destruction great nation must thrown office added reacting biden ending reelection bid trump sunday claimed incumbent president certainly fit serve crooked joe biden fit run president certainly fit serve never attained position president lies fake news leaving basement around including doctor media knew wasnt capable president wasnt trump posted social media platform truth social trump 78 added suffer greatly presidency remedy damage done quickly make america great,NEGATIVE,2024-07-22
"Honoured by Joe Biden's endorsement, aim to defeat Donald Trump and his extreme Project 2025 agenda: Kamala Harris",https://www.moneycontrol.com/news/world/honoured-by-joe-bidens-endorsement-aim-to-defeat-donald-trump-and-his-extreme-project-2025-agenda-kamala-harris-12774137.html,World,us vice president kamala harris said honoured president joe bidens endorsement nominee democratic party presidential election asserted aim unite nation defeating donald trump extreme project 2025 agenda remarks came biden 81 stunning decision sunday announced withdrawing race next president 2024 endorsed harris indian african origin democratic partys new nominee bidens decision nominate harris 59 follows weeks intense pressure fellow democrats disastrous presidential debate performance republican rival former us president donald trump last month honoured presidents endorsement intention earn win nomination said harris serving us first female first black first south asian vice president since 2021 though bidens endorsement almost seals position presidential nominee party still needs get elected partys delegates democratic national convention chicago next month harris immediately secured endorsement former president bill clinton thus making bit easier win delegate battle democratic national convention chicago beginning august 19 behalf american people thank joe biden extraordinary leadership president united states decades service country said harris said past year travelled across country talking americans clear choice momentous election continue days weeks ahead everything power unite democratic party unite nation defeat donald trump extreme project 2025 agenda 107 days election day together fight together win said former president bill clinton former secretary state hillary clinton quickly endorsed harris nominee weve lived many ups downs nothing made us worried country threat posed second trump term said joint statement promised dictator day one recent ruling servile supreme court embolden shred constitution time support kamala harris fight everything weve got elect clintons said statement harris thanked biden behalf countrys people extraordinary leadership said remarkable legacy accomplishment unmatched modern american history surpassing legacy many presidents served two terms office profound honour serve vice president deeply grateful president dr biden entire biden family first came know president biden son beau friends days working together attorneys general home states said worked together beau would tell stories dad kind father kind man qualities beau revered father qualities values seen every single day joes leadership president honesty integrity big heart commitment faith family love country american people harris said selfless patriotic act president biden done throughout life service putting american people country everything else added earlier biden announced decided contest presidential election fellow democrats decided accept nomination focus energies duties president remainder term first decision party nominee 2020 pick kamala harris vice president best decision ive made biden said 81yearold presidents decision comes four months americans go polls november 5 decision biden comes amid visible deterioration health president currently selfisolation delaware residence tested positive covid19 biden said speak nation later week detail decision,POSITIVE,2024-07-22
"US Presidential Elections: Barack Obama, Nancy Pelosi refrain from immediately endorsing Kamala Harris",https://www.moneycontrol.com/news/world/us-barack-obama-nancy-pelosi-refrain-from-immediately-endorsing-kamala-harris-as-presidential-nominee-12774136.html,World,former us president barack obama former house speaker nancy pelosi commended president joe biden decision withdraw presidential race however explicitly endorse vice president kamala harris democratic partys nominee november 5 general elections biden aged 81 announced withdrawal presidential race following increasing pressure democrats particularly challenging debate performance republican candidate trump last month biden endorsed 59yearold harris succeed new democratic nominee although harriss nomination partys presidential nominee assured bidens support still needs chosen partys delegates democratic national convention chicago following month 1976 delegates needed clinch nomination biden 3896 delegates pocket harris able win delegate fight democratic national convention chicago starting august 19 able instantly get backing former president bill clinton former secretary state hillary clinton obama regarded harris mentor however support right away navigating uncharted waters days ahead extraordinary confidence leaders party able create process outstanding nominee emerges former president said statement believe joe bidens vision generous prosperous united america provides opportunity everyone full display democratic convention august expect every single one us prepared carry message hope progress forward november beyond obama saidjoe biden one americas consequential presidents well dear friend partner today weve also reminded hes patriot highest order heres full statement httpstcobs2zumfxxe barack obama barackobama july 21 2024 said biden one americas consequential presidents well dear friend partner today weve also reminded hes patriot highest order obama said also know joe never backed fight look political landscape decide pass torch new nominee surely one toughest life know wouldnt make decision unless believed right america former president barack obama remarked joe bidens decision withdraw presidential race testament love country serves historic example true public servant prioritizing interests american people personal ambition obama suggested future generations leaders would well emulate bidens selfless act former house speaker nancy pelosi like obama immediately endorse vice president kamala harris following bidens announcement president joe biden patriotic american always put country first legacy vision values leadership make one consequential presidents american history love gratitude president biden always believing promise nancy pelosi speakerpelosi july 21 2024 president joe biden patriotic american always put country first legacy vision values leadership make one consequential presidents american history said love gratitude president biden always believing promise america giving people opportunity reach fulfilment said multiple media reports claimed advocating open convention democratic party house minority leader hakeem jeffries said bidens decision step aside 2024 election another heroic act longrunning series heroic acts joe biden behalf american people described biden one consequential presidents american history less one term rescued nation onceinacentury pandemic brought economy roaring back brink recession enacted consequential legislation everyday americans saved democracy defeating insurrectionistinchief said also read biden drops dignity leaves behind rich legacy spanning half century america better place today president joe biden led us intellect grace dignity forever grateful jeffries added earlier biden announced decided contest presidential election fellow democrats decided accept nomination focus energies duties president remainder term first decision party nominee 2020 pick kamala harris vice president best decision ive made biden said 81yearold presidents decision comes four months americans head polls november 5 bidens choice comes time theres noticeable concern health exacerbated current selfisolation delaware residence following positive covid19 test biden mentioned plans address nation later week provide comprehensive details decision agency inputs,POSITIVE,2024-07-22
"Kamala Harris' vice president - top names include Andy Beshear, Pete Buttigieg",https://www.moneycontrol.com/news/world/kamala-harris-vice-president-top-names-include-andy-beshear-pete-buttigieg-12774131.html,World,us president joe bidens decision sunday drop reelection bid endorse vice president kamala harris replace democratic candidate leaves harris major immediate decision pick running mate top people discussed provided dont seek presidential nomination according people familiar internal policy discussions andy beshear governor kentucky democratic governor andy beshear carved successful political career heavily republican state voted republican donald trump margin 25 percentage points 2020 beshear touted record bringing jobs kentucky supporting public education expanding healthcare access governor vetoed legislation banning abortions genderaffirming care transgender youth although vetoes overridden republicandominated legislature pete buttigieg us secretary transportation us secretary transportation pete buttigieg built strong fan base among democratic party voters 2020 primary run biden harris winning firstinthenation iowa caucus seen polished defender biden policies buttigieg later endorsed biden picked join incoming administrations cabinet 2021 former south bend indiana mayor also deep ties michigan critical state democrats november roy cooper governor north carolina north carolina governor roy cooper praise democrats strong focus economic development ability win relatively strong approval ratings politically competitive state leans republican voted republican candidate donald trump 2016 2020 mark kelly us senator arizona us senator mark kelly well liked among democratic party elites striking relatively moderate tone hotly contested state traditionally favored republicans biden 2020 former us navy captain astronaut kelly also husband former representative gabrielle giffords seriously wounded 2011 shooting gun violence major campaign issue democrats josh shapiro governor pennsylvania josh shapiro pennsylvanias governor took office last year already seen rising star party nationally trained lawyer shapiro served states attorney general legal background similar harris prosecutor long history winning elections republicans state democrats believe must win secure election november jb pritzker billionaire illinois governor jb pritzker proven major force party tapping financial resources linked hyatt hotels help bidens campaign effort stand democratic national convention chicago next month illinois leans heavily democratic neighboring wisconsin one biggest prizes 2024 election gretchen whitmer governor michigan governor gretchen whitmer built strong base closely contested state michigan running platform straight talk kitchentable issues attracted bidens attention 2020 vetted possible running mate biden picked harris top supporter spokesperson bidens reelection bid harriswhitmer ticket would first allwoman ticket major us political party potential bonus election womens reproductive rights top issue,POSITIVE,2024-07-22
All 50 Democratic party US state chairs back Kamala Harris: Report,https://www.moneycontrol.com/news/world/all-50-democratic-party-us-state-chairs-back-kamala-harris-report-12774130.html,World,50 democratic party state chairs thrown weight behind vice president kamala harris partys new presidential nominee according sources familiar matter chairs held conference call sunday president joe biden announced stepping aside partys candidate full support backing harris top ticket one source said,NEGATIVE,2024-07-22
Explainer: US Vice President Kamala Harris' views on business issues,https://www.moneycontrol.com/news/world/explainer-us-vice-president-kamala-harris-views-on-business-issues-12774129.html,World,us vice president kamala harris potentially poised become democratic presidential nominee november election views actions related key business topics tech regulation california attorney general harris sued ebay 2012 alleging anticompetitive hiring practices surrounding nopoaching agreement intuit led nearly 4 million settlement 2014 2015 compelled startup houzz hire chief privacy officer allegations home design app recorded sales calls without proper notification consent one signature issues curtailing distribution pornography social media particularly revenge porn practice involving posting explicit photos without subjects consent took credit pressure campaign led facebook alphabets google microsoft others taking measures remove certain explicit images emphasize enough leaders technology stepped said harris news conference im suggesting happy get call ag saying come want talk big tech candidate california attorney general harris reportedly assured potential donors capitalist generally seen cozy prominent tech executives investors local industry home bay area attended wedding sean parker early facebook executive brotherinlaw tony west chief legal officer uber also accepted donations reid hoffman prominent venture capitalist cofounder linkedin well billionaire john doerr venture capitalist ron conway big tech executives also supported including sheryl sandberg chief operating officer facebook marc benioff billionaire ceo salesforce climate energy harris climate energy positions similar bidens throughout career made clear clean energy environmental justice priorities biden announced harris running mate 2020 race emphasized tough stance big oil served key roles californiaâ noting lawsuits launched san franciscos district attorney 2004 2011 states attorney general january 2017 became us senator last year harris made debut international climate negotiations announcing 3 billion commitment green climate fund making first major international speech focused climate vice president harris also involved environmental protection agency policy rollouts tackled longstanding environmental justice issues multibilliondollar program replace lead pipes lead paint around country artificial intelligence vice president harris particularly outspoken artificial intelligence warned existential threat ai said could endanger existence humanity november 2023 address meeting tech execs like microsofts satya nadella openais sam altman alphabets sundar pichai harris warned moral obligation guard ais possible dangers backed ai executive order biden seeks stronger protections consumers singling aigenerated scam calls impacts unlabeled aigenerated content,POSITIVE,2024-07-22
