title,url,type,content,sentiment,date
Nvidia preparing version of new flaghip AI chip for Chinese market: Report,https://www.moneycontrol.com/news/world/nvidia-preparing-version-of-new-flaghip-ai-chip-for-chinese-market-report-12774256.html,World,"Nvidia is working on a version of its new flagship AI chips for the China market that would be compatible with current U.S. export controls, three sources familiar with the matter said. The AI chip giant in March unveiled its ""Blackwell"" chip series, which is due to be mass produced later in the year. Within that series, the B200 is 30 times speedier than its predecessor at some tasks like serving up answers from chatbots. Nvidia will work with Inspur, one of its major distributor partners in China, on the launch and distribution of the chip which is tentatively named the ""B20"", two of the sources said.Â The sources declined to be identified as Nvidia has yet to make a public announcement. A spokesperson for Nvidia declined to comment. Inspur did not respond to requests for comment. Washington tightened its controls on exports of cutting-edge semiconductors to China in 2023, seeking to prevent breakthroughs in supercomputing that would aid China's military. Since then, Nvidia has developed three chips tailored specifically for the Chinese market.
       ",NEGATIVE,2024-07-22
India must play peacemaker in bloodied Bangladesh ,https://www.moneycontrol.com/news/opinion/india-must-play-peacemaker-in-bloodied-bangladesh-12774075.html,World,"Prime Minister Narendra Modi’s government can’t wash its hands of the bloodbath in Bangladesh – more than a 140 agitating young men have been already killed in the anti-quota protests rocking our neighbour – because India has a far bigger stake in Bangladesh than any other country in the whole world. Any upheaval there -- whether it leads to regime change or eventually dissipates – has grave implications for our national security. It’s therefore in our own strategic interests to sort out the mess on a war footing and restore normalcy there at any cost. It’s perfectly okay to take an official stand that the deadly turmoil in Bangladesh is its internal matter, advice Indian nationals there to steer clear of trouble and evacuate them if necessary, as our External Affairs Ministry has done in the circumstances. But India mustn’t stop at that because it is the resident power with onerous duties and responsibilities that it can shirk only at its own cost. As things stand today, New Delhi can’t afford to dither or look away. It has no option but to take charge as an elder brother, if not ‘big brother’, in its zone of influence. Hasina’s cancelled foreign trips indicate a big problem The volatility can be gauged from the fact that Bangladeshi Prime Minister Sheikh Hasina, who had to cut short her state visit to China last week and return home to quell the violent protests by university students against job quotas which gathered momentum in her absence, has now been compelled to cancel her tour of Spain and Brazil to handle the increasingly dangerous state of affairs. An indefinite national curfew and shoot-on-sight order is in force, the army, paramilitary, tanks and armoured carriers are patrolling the streets, mobile internet and broadband service is shut down and all trains have been cancelled by Hasina’s Awami League administration, turning the densely populated Muslim nation at our doorstep into a ticking time bomb. Fake news for sympathy Notably, even as Bangladesh burned, mid-week there were reports of opposition Bangladesh Nationalist Party leaders being closeted in the Chinese embassy in Dhaka with Beijing’s diplomats, who were joined by the Pakistani High Commissioner making it a threesome! These patently untrue stories were obviously planted in the media by Hasina’s government to gain India’s sympathies by characterising the skyrocketing turmoil as the handiwork of colluding anti-India BNP, Pakistani and Chinese saboteurs. Fortunately, New Delhi - which thoroughly monitors its backyard - has seen through all these canards. It is treating with equal disdain fabricated reports of anti-quota protestors demanding termination of India’s access to railways, roads and rivers in their country as one of the pre-conditions to call of their agitation. On Sunday, the Supreme Court scaled back the job quotas but hasn’t altogether abolished the highly discriminatory government job reservations which blatantly favour the Awami League and triggered the students’ rebellion. The judicial intervention is unlikely to restore normalcy immediately given the high number of casualties and brutalities inflicted by the army-police at Hasina’s behest which has created a chasm between the regime and ordinary Bangladeshis. India needs to counsel restraint In such a foreboding scenario, India’s task is cut out. Without wasting any time, New Delhi must counsel Hasina to control her temper and tongue after all the damage her loose talk, especially the abusive-derogatory term “Razakar”, has done. At the age of 76 and a four-term PM, she should speak like a grandmother-cum-elder statesman and not a rabble rouser hurtling the country into chaos and anarchy. Secondly, New Delhi must become the bridge between the Hasina government and protestors’ leaders so that the two sides sit across the table at the earliest. To put it bluntly, India’s mediation is the need of the hour in Bangladesh. Although India is known to be pro-Hasina, no one in Bangladesh is going to rebuff India if it comes forward as a peacemaker. Ukraine is very far away. Let’s start from our backyard where our standing is at an all-time high. India is the best third-party to end the spiral of violence and usher in peace after all the unnecessary bloodletting of the last few days. Hands-off policy is not realisitic Bangladesh is far too important for India to pursue a hands-off policy at this critical juncture. Let’s not forget that it is not just another neighbouring country like Pakistan, Nepal, Bhutan or Sri Lanka – it’s a lot more than that. Geographically, Bangladesh is well and truly embedded “inside” India. Save for a short boundary with Myanmar and the waters of the Bay of Bengal in the south, Bangladesh is surrounded by as many as five Indian states – West Bengal, Assam, Meghalaya, Tripura and Mizoram – on all sides. In that sense, Bangladesh is indeed “inside” India – and therefore far more important than a neighbour in the traditional sense. Bangladesh’s domestic politics and governance naturally impact India more than any other country in the world. A Bangladesh on the boil would be disastrous for India’s restive northeast. So the faster we act, the better for us and our dear neighbour.
       ",NEGATIVE,2024-07-22
"Donald Trump slams Biden’s withdrawal, says he's unfit to be US President",https://www.moneycontrol.com/news/world/donald-trump-slams-joe-biden-for-ending-reelection-campaign-says-we-have-to-start-all-over-again-12774169.html,World,"In a fiery response, Republican presidential nominee Donald Trump slammed President Joe Biden for ending his reelection campaign, accusing him of being unfit for the presidency. Trump claimed that ""everybody around Biden, including his doctors, knew that he was not capable of running for or being president."" Biden's unexpected decision to withdraw from the 2024 presidential race came on Sunday, accompanied by an endorsement for Vice President Kamala Harris as the Democratic Party's new nominee. This move followed weeks of intense pressure from Democrats after Biden's poor performance in a debate against Trump. Trump, using his social media platform ""Truth Social,"" suggested that Biden might not be suffering from COVID-19, as previously reported. “So we are forced to spend time and money on fighting Crooked Joe Biden, he polls badly after having a terrible debate, and quits the race. Now we have to start all over again,” Trump posted. The former president went on to question whether the Republican Party should be reimbursed for what he called ""fraud,"" suggesting that those close to Biden knew he was incapable of serving as president. “Crooked Joe just got knocked out, so now I'll have to do it a FOURTH TIME!!!” he exclaimed. Trump criticized the decision to hold the debate on ABC, advocating instead for Fox News. “Now that Joe has, not surprisingly, quit the race, I think the Debate, with whomever the Radical Left Democrats choose, should be held on Fox News, rather than very biased ABC. Thank you!” he posted. In another post, Trump expressed doubt about Biden’s COVID-19 diagnosis. “Does anybody really believe that Crooked Joe had Covid? No, he wanted to get out ever since June 27, the night of the debate where he was completely obliterated.” Biden, who tested positive for COVID-19 on July 17, paused his campaign at a critical moment, returning to Delaware to isolate. Trump claimed this was an excuse to exit the race after his poor debate performance. “That was the big moment in Joe Biden's demise. That was the point in time when Joe was revealed for what he is, an incompetent man who should never have been President. Joe Biden is not fit to serve - He is destroying our Country!” Trump further criticized Biden's presidency, blaming him for issues ranging from border security to national and international standing. “Crooked Joe Biden is the worst president, by far, in the history of our nation. He has done everything possible to destroy our country, from our southern border to energy dominance, national security, international standing, and so much more,” Trump said. He accused Biden's team of misleading Americans about the president's health and capabilities. “He was annihilated in an earth-shattering debate and now the corrupt and radical Democrats are throwing him overboard. He was not fit to serve from the very beginning, but the people around him lied to America about his complete and total mental, physical, and cognitive demise. Whoever the Left puts up now will just be more of the same. MAKE AMERICA GREAT AGAIN!” In closing, Trump reiterated his belief that Biden's presidency has caused significant harm to the country, but expressed confidence that this damage could be quickly remedied. “He only attained the position of President by lies, fake news, and not leaving his basement... Look what he has done to our country, with millions of people coming across our border totally unchecked and unvetted, many from prisons, mental institutions, and record numbers of terrorists. We will suffer greatly because of his presidency, but we will remedy the damage he has done very quickly,” Trump concluded. (With inputs from PTI) ",NEGATIVE,2024-07-22
Crypto traders bullish as Joe Biden bows out of US presidential race,https://www.moneycontrol.com/news/world/crypto-traders-bullish-as-joe-biden-bows-out-of-us-presidential-race-12774146.html,World,"Bitcoin edged up to the highest level in over a month as traders evaluated the implications of US President Joe Biden’s decision to abandon his reelection bid. The largest digital asset recovered from earlier losses to hover around $68,300 as of 8:42 a.m. in Singapore on Monday as markets reacted to the possibility of a match-up between pro-crypto Donald Trump and Kamala Harris. The move higher is a “reflection in the market’s eyes that the Democrats under Kamala Harris cannot overtake Trump in the race for the White House and that a new dawn is emerging for Bitcoin under a pro-crypto US President,” said Tony Sycamore, market analyst at IG Australia Pty.  “We expect the market to become a lot more investible under a Trump administration,” Benjamin Celermajer, co-chief investment officer at Magnet Capital, told Bloomberg News. He said he expected that tokens with “real value drivers” would perform well, citing as examples the coins linked to the Maker, Aave and Lido protocols. Trump, who has taken a notably pro-crypto turn over the last several months, is scheduled to speak at a major Bitcoin conference in Nashville on July 27. The Republican presidential candidate will also host a fundraiser on the heels of the conference, for which prospective attendees have been asked to contribute $844,600 per seat. By contrast, “what we don’t yet know is Harris’ views on crypto,” said Caroline Bowler, CEO of BTC Markets. “On something like crypto where it could end up being a make or break election subject for either of the candidates, we could see some more insights into her views in the coming weeks.” Over on X, where Elon Musk sported an avatar featuring the laser eyes often considered to be a signifier of Bitcoin enthusiasm, popular crypto accounts celebrated the burgeoning rally. Teong Hng, chief executive at crypto investment firm Satori Research, said activity in the over-the-counter options market suggested Bitcoin might revisit its all-time highs soon. Rising interest in December 2024 calls with a strike price of $100,000 suggest institutional investors are becoming more bullish. Hng said he was “expecting a strong year-end rally punctuated by a Trump win.” Bitcoin’s relatively strong performance over the past week, as calls for Biden to withdraw increased in both frequency and intensity, diverged from the weakness in stocks. Further, the “underlying momentum” behind recent inflows into Bitcoin-backed exchange-traded funds suggests we could see another tilt at $70,000,” Chris Weston, head of research at Pepperstone Group, wrote in a note.
       ",POSITIVE,2024-07-22
China lowers lending benchmarks after PBOC's surprise rate cut,https://www.moneycontrol.com/news/world/china-lowers-lending-benchmarks-after-pbocs-surprise-rate-cut-12774141.html,World,"China cut benchmark lending rates at a monthly fixing on Monday, after the central bank surprised the markets by lowering a key short-term policy rate earlier in the session. The one-year loan prime rate (LPR) was lowered by 10 basis points to 3.35% from 3.45% previously, while the five-year LPR was reduced by the same margin to 3.85% from 3.95%. In a Reuters survey of 36 market participants conducted last week, 23, or 64% of all respondents, expected both rates to stay unchanged. Most new and outstanding loans in China are based on the one-year LPR, while the five-year rate influences the pricing of mortgages.
       ",NEGATIVE,2024-07-22
Kamala Harris is just as much of joke as Biden is: Donald Trump campaign,https://www.moneycontrol.com/news/world/kamala-harris-is-just-as-much-of-joke-as-biden-is-donald-trump-campaign-12774138.html,World,"Vice President Kamala Harris is ""just as much of a joke as President Joe Biden is"", alleged the Donald Trump Campaign on Sunday, immediately after Biden ended his re-election bid and endorsed his deputy as the Democratic Party nominee for the general elections in November. In a statement, it claimed that Biden cannot take himself out of a campaign for President because ""he is too mentally incompetent"" and yet remains in the White House. Biden (81) on Sunday announced that he was withdrawing from the race to be the next president in 2024 and endorsed Harris, who is of both Indian and African origin, as the Democratic Party's new nominee. His decision to nominate Harris (59) follows weeks of intense pressure from fellow Democrats after his disastrous presidential debate performance against his Republican rival and former US President Donald Trump last month. In a statement, the Trump campaign said, ""Kamala Harris is just as much of a joke as Biden is. Harris will be even worse for the people of our nation than Joe Biden. Harris has been the Enabler-in-Chief for Crooked Joe this entire time."" ""They own each other's records, and there is no distance between the two. Harris must defend the failed Biden Administration and her liberal, weak-on-crime record in CA,"" it said. In a joint statement on behalf of the Trump Campaign, Chris LaCivita and Susie Wilesoe alleged that Biden is a ""national security threat in great cognitive decline and a clear and present danger to every man, woman and child in our country"". ""The question then to Kamala Harris is simple: knowing that Joe Biden withdrew from the campaign because of his rapidly deteriorating condition, does Harris believe the people of America are safe and secure with Joe Biden in the White House for six more months?"" it posed. ""We are going to win this election on November 5 and save our country. And then, only then, after we win, can we Make America Great Again!"" the Trump Campaign said. It alleged that Biden was a ""complete fraud and a disgrace to our country"".' ""Biden has left our borders wide open, allowing up to 20 million illegal aliens to enter the United States, creating a Biden Migrant Crime Wave and taxing precious resources. Biden has taken our once-great economy and ruined it, creating record inflation and causing Americans to have to choose between groceries and gas,"" the Trump Campaign said. It alleged that Biden has been ""weak, pathetic, and incompetent as a leader"" and that he ""allowed"" 13 American servicemembers to be killed in Afghanistan, ""which set off a chain reaction that caused Putin to invade Ukraine and Hamas terrorists to attack Israel"". ""World leaders are laughing at us,"" the campaign said. ""And during this entire term, Kamala Harris as well as every other Democrat in Washington, sat by and did nothing. They are all just as complicit as Biden is in the destruction of our once great nation and they must all be thrown out of office,"" it added. Reacting to Biden ending his reelection bid, Trump on Sunday claimed that the incumbent president is ""certainly not fit to serve"". ""Crooked Joe Biden was not fit to run for President, and is certainly not fit to serve - And never was! He only attained the position of President by lies, Fake News, and not leaving his Basement. ""All those around him, including his Doctor and the Media, knew that he wasn't capable of being President, and he wasn't,"" Trump posted on his social media platform Truth Social. Trump, 78, added, ""We will suffer greatly because of his presidency, but we will remedy the damage he has done very quickly. MAKE AMERICA GREAT AGAIN!""
       ",NEGATIVE,2024-07-22
"Honoured by Joe Biden's endorsement, aim to defeat Donald Trump and his extreme Project 2025 agenda: Kamala Harris",https://www.moneycontrol.com/news/world/honoured-by-joe-bidens-endorsement-aim-to-defeat-donald-trump-and-his-extreme-project-2025-agenda-kamala-harris-12774137.html,World,"US Vice President Kamala Harris has said she was honoured to have President Joe Biden's endorsement as the nominee of the Democratic party for the presidential election and asserted that her aim was to unite the nation in ""defeating Donald Trump and his extreme Project 2025 agenda"". Her remarks came after Biden (81), in a stunning decision, on Sunday announced that he was withdrawing from the race to be the next president in 2024 and endorsed Harris, who is of both Indian and African origin, as the Democratic Party's new nominee. Biden's decision to nominate Harris (59) follows weeks of intense pressure from fellow Democrats after his disastrous presidential debate performance against his Republican rival and former US president Donald Trump last month. ""I am honoured to have the President's endorsement and my intention is to earn and win this nomination,"" said Harris, who has been serving as US' first female, first Black and first South Asian vice president since 2021. Though Biden's endorsement almost seals her position as the presidential nominee of her party, she still needs to get elected by the party's delegates during the Democratic National Convention in Chicago next month. Harris immediately secured the endorsement of former president Bill Clinton, thus making it a bit easier for her to win the delegate battle during the Democratic National Convention in Chicago beginning August 19. ""On behalf of the American people, I thank Joe Biden for his extraordinary leadership as President of the United States and for his decades of service to our country,"" she said. Harris said over the past year, she has travelled across the country, talking to Americans about the clear choice in this momentous election. ""And that is what I will continue to do in the days and weeks ahead. I will do everything in my power to unite the Democratic Party -- and unite our nation-- to defeat Donald Trump and his extreme Project 2025 agenda... We have 107 days until Election Day. Together, we will fight. And together, we will win,"" she said. Former President Bill Clinton and former Secretary of State Hillary Clinton quickly endorsed Harris to be the nominee. ""We've lived through many ups and downs, but nothing has made us more worried for our country than the threat posed by a second Trump term,"" they said in a joint statement. ""He has promised to be a dictator on day one, and the recent ruling by his servile Supreme Court will only embolden him to further shred the Constitution. Now is the time to support Kamala Harris and fight with everything we've got to elect her,"" the Clintons said. In her statement, Harris thanked Biden on behalf of the country's people for his extraordinary leadership and said, ""His remarkable legacy of accomplishment is unmatched in modern American history, surpassing the legacy of many Presidents who have served two terms in office."" ""It is a profound honour to serve as his vice president, and I am deeply grateful to the President, Dr Biden, and the entire Biden family. I first came to know President Biden through his son Beau. We were friends from our days working together as Attorneys General of our home states,"" she said. ""As we worked together, Beau would tell me stories about his dad. The kind of father and the kind of man he is. And the qualities Beau revered in his father are the same qualities, the same values, I have seen every single day in Joe's leadership as President: His honesty and integrity. His big heart and commitment to his faith and his family. And his love of our country and the American people,"" Harris said. With this selfless and patriotic act, President Biden is doing what he has done throughout his life of service: putting the American people and the country above everything else, she added. Earlier, Biden announced that he has decided not to contest the presidential election. ""My fellow Democrats, I have decided not to accept the nomination and to focus all my energies on my duties as President for the remainder of my term. My very first decision as the party nominee in 2020 was to pick Kamala Harris as my Vice President. And it's been the best decision I've made,"" Biden said. The 81-year-old president's decision comes four months before Americans go to the polls on November 5. Such a decision from Biden comes amid a visible deterioration in his health. The president is currently in self-isolation at his Delaware residence after he tested positive with COVID-19. Biden said he will speak to the nation later this week in more detail about his decision.
       ",POSITIVE,2024-07-22
"US Presidential Elections: Barack Obama, Nancy Pelosi refrain from immediately endorsing Kamala Harris",https://www.moneycontrol.com/news/world/us-barack-obama-nancy-pelosi-refrain-from-immediately-endorsing-kamala-harris-as-presidential-nominee-12774136.html,World,"Former US President Barack Obama and former House Speaker Nancy Pelosi commended President Joe Biden for his decision to withdraw from the presidential race. However, they did not explicitly endorse Vice President Kamala Harris as the Democratic Party's nominee for the November 5 general elections. Biden, aged 81, announced his withdrawal from the presidential race following increasing pressure from Democrats, particularly after a challenging debate performance against Republican candidate Trump last month. Biden has endorsed 59-year-old Harris to succeed him as the new Democratic nominee. Although Harris's nomination as her party's presidential nominee is all but assured by Biden's support, she still needs to be chosen by the party's delegates at the Democratic National Convention in Chicago the following month. Against the 1,976 delegates needed to clinch the nomination, Biden has 3,896 delegates in his pocket. Harris was able to win the delegate fight at the Democratic National Convention in Chicago starting on August 19 because she was able to instantly get the backing of former president Bill Clinton and former secretary of state Hillary Clinton. Obama, who is regarded as Harris' mentor, did not, however, support her right away. ""We will be navigating uncharted waters in the days ahead. But I have extraordinary confidence that the leaders of our party will be able to create a process from which an outstanding nominee emerges,"" the former president said in a statement. ""I believe that Joe Biden's vision of a generous, prosperous, and united America that provides opportunity for everyone will be on full display at the Democratic Convention in August. And I expect that every single one of us is prepared to carry that message of hope and progress forward into November and beyond,"" Obama said.Joe Biden has been one of America’s most consequential presidents, as well as a dear friend and partner to me. Today, we’ve also been reminded – again – that he’s a patriot of the highest order. Here’s my full statement: https://t.co/Bs2ZumFXxe — Barack Obama (@BarackObama) July 21, 2024 He said Biden has been one of America's most consequential presidents, as well as a dear friend and partner to him. ""Today, we've also been reminded -- again -- that he's a patriot of the highest order,"" Obama said. ""I also know Joe has never backed down from a fight. For him to look at the political landscape and decide that he should pass the torch to a new nominee is surely one of the toughest in his life. But I know he wouldn't make this decision unless he believed it was right for America."" Former President Barack Obama remarked that Joe Biden's decision to withdraw from the presidential race is a testament to his love for the country and serves as a historic example of a true public servant prioritizing the interests of the American people over personal ambition. Obama suggested that future generations of leaders would do well to emulate Biden's selfless act. Former House Speaker Nancy Pelosi, like Obama, did not immediately endorse Vice President Kamala Harris following Biden's announcement.  President Joe Biden is a patriotic American who has always put our country first. His legacy of vision, values and leadership make him one of the most consequential Presidents in American history. With love and gratitude to President Biden for always believing in the promise of… — Nancy Pelosi (@SpeakerPelosi) July 21, 2024  ""President Joe Biden is a patriotic American who has always put our country first. His legacy of vision, values and leadership make him one of the most consequential Presidents in American history,"" she said. ""With love and gratitude to President Biden for always believing in the promise of America and giving people the opportunity to reach their fulfilment,"" she said. Multiple media reports claimed that she has been advocating for an open convention of the Democratic Party. House Minority Leader Hakeem Jeffries said Biden's decision to step aside in the 2024 election is ""another heroic act in a long-running series of heroic acts by Joe Biden on behalf of the American people"". He described Biden as one of the most consequential presidents in American history. ""In less than one term, he rescued the nation from a once-in-a-century pandemic, brought the economy roaring back from the brink of recession, enacted consequential legislation for everyday Americans and saved our democracy by defeating the Insurrectionist-in-Chief,"" he said. Also read: As Biden drops out with dignity, he leaves behind a rich legacy spanning half a century ""America is a better place today because President Joe Biden has led us with intellect, grace and dignity. We are forever grateful,"" Jeffries added. Earlier, Biden announced that he has decided not to contest the presidential election. ""My fellow Democrats, I have decided not to accept the nomination and to focus all my energies on my duties as President for the remainder of my term. My very first decision as the party nominee in 2020 was to pick Kamala Harris as my Vice President. And it's been the best decision I've made,"" Biden said. The 81-year-old president's decision comes just four months before Americans head to the polls on November 5. Biden's choice comes at a time when there's noticeable concern about his health, exacerbated by his current self-isolation at his Delaware residence following a positive COVID-19 test. Biden mentioned that he plans to address the nation later this week to provide more comprehensive details about his decision. (with agency inputs) ",POSITIVE,2024-07-22
"Kamala Harris' vice president - top names include Andy Beshear, Pete Buttigieg",https://www.moneycontrol.com/news/world/kamala-harris-vice-president-top-names-include-andy-beshear-pete-buttigieg-12774131.html,World,"U.S. President Joe Biden's decision on Sunday to drop his reelection bid and endorse Vice President Kamala Harris to replace him as the Democratic candidate leaves Harris with a major, immediate decision: whom to pick as her running mate. These are some of the top people being discussed, provided they don't seek the presidential nomination themselves, according to people familiar with internal policy discussions. ANDY BESHEAR, GOVERNOR, KENTUCKY Democratic Governor Andy Beshear has carved a successful political career in a heavily Republican state that voted for Republican Donald Trump by a margin of more than 25 percentage points in 2020. Beshear has touted his record of bringing jobs to Kentucky, supporting public education and expanding healthcare access. As governor, he has vetoed legislation banning abortions and gender-affirming care for transgender youth, although the vetoes were overridden by the Republican-dominated legislature. PETE BUTTIGIEG, U.S. SECRETARY OF TRANSPORTATION U.S. Secretary of Transportation Pete Buttigieg built a strong fan base among Democratic Party voters during his 2020 primary run against both Biden and Harris, winning the first-in-the-nation Iowa caucus. Seen as a polished defender of Biden policies, Buttigieg later endorsed Biden and was picked to join the incoming administration's Cabinet in 2021. The former South Bend, Indiana, mayor also has deep ties in Michigan, a critical state for Democrats in November. ROY COOPER, GOVERNOR, NORTH CAROLINA North Carolina Governor Roy Cooper has won praise from Democrats for his strong focus on economic development and his ability to win relatively strong approval ratings in a politically competitive state that leans Republican and voted for Republican candidate Donald Trump in both 2016 and 2020. MARK KELLY, U.S. SENATOR, ARIZONA U.S. Senator Mark Kelly is well liked among Democratic Party elites for striking a relatively moderate tone in a hotly contested state that traditionally has favored Republicans, but which Biden won in 2020. A former U.S. Navy captain and astronaut, Kelly is also the husband of former Representative Gabrielle Giffords, who was seriously wounded in a 2011 shooting. Gun violence is a major campaign issue for Democrats. JOSH SHAPIRO, GOVERNOR, PENNSYLVANIA Josh Shapiro, Pennsylvania's governor, took office just last year but is already seen as a rising star for the party nationally. Trained as a lawyer, Shapiro served as the state's attorney general, a legal background that is similar to Harris' own as a prosecutor. He has a long history of winning elections against Republicans in a state that Democrats believe they must win to secure the election in November. J.B. PRITZKER Billionaire Illinois Governor J.B. Pritzker has proven a major force in the party, tapping his own financial resources linked to Hyatt Hotels to help Biden's campaign effort and to stand up the Democratic National Convention in Chicago next month. While Illinois leans heavily Democratic, neighboring Wisconsin is one of the biggest prizes in the 2024 election. GRETCHEN WHITMER, GOVERNOR, MICHIGAN Governor Gretchen Whitmer has built a strong base in the closely contested state of Michigan, running on a platform of straight talk and kitchen-table issues. She attracted Biden's attention in 2020, being vetted as a possible running mate before Biden picked Harris. She was a top supporter of and spokesperson for Biden's reelection bid. A Harris-Whitmer ticket would be the first all-woman ticket for a major U.S. political party - a potential bonus in an election where women's reproductive rights are a top issue.
       ",POSITIVE,2024-07-22
All 50 Democratic party US state chairs back Kamala Harris: Report,https://www.moneycontrol.com/news/world/all-50-democratic-party-us-state-chairs-back-kamala-harris-report-12774130.html,World,"All 50 Democratic party state chairs have thrown their weight behind Vice President Kamala Harris to be the party's new presidential nominee, according to sources familiar with the matter. The chairs held a conference call on Sunday after President Joe Biden announced he was stepping aside as the party's candidate. There was ""full support"" in backing Harris to be at the top of the ticket, one source said.
       ",NEGATIVE,2024-07-22
Explainer: US Vice President Kamala Harris' views on business issues,https://www.moneycontrol.com/news/world/explainer-us-vice-president-kamala-harris-views-on-business-issues-12774129.html,World,"U.S. Vice President Kamala Harris is potentially poised to become the Democratic presidential nominee in the November election. Here are her views and actions related to some key business topics. TECH REGULATION As California attorney general, Harris sued eBay in 2012, alleging anticompetitive hiring practices surrounding a no-poaching agreement with Intuit that led to a nearly $4 million settlement in 2014. In 2015, she compelled startup Houzz to hire a chief privacy officer after allegations that the home design app had recorded sales calls without proper notification and consent. One of her signature issues was curtailing the distribution of pornography on social media, particularly ""revenge porn,"" a practice involving the posting of explicit photos without the subject's consent. She took credit for a pressure campaign that led to Facebook, Alphabet's Google, Microsoft and others taking measures to remove certain explicit images. ""I cannot emphasize enough how leaders in technology have stepped up,"" said Harris at a news conference then. ""I'm not suggesting any of them were happy to get a call from the AG saying, ""Come in, we want to talk with you."" But they all did. They did."" BIG TECH As a candidate for California attorney general, Harris reportedly assured potential donors that she was ""a capitalist."" She has generally been seen as cozy with prominent tech executives and investors, the local industry in her home Bay Area. She attended the wedding of Sean Parker, an early Facebook executive. Her brother-in-law, Tony West, is the chief legal officer for Uber. She also accepted donations from Reid Hoffman, a prominent venture capitalist and co-founder of Linkedin, as well as billionaire John Doerr and venture capitalist Ron Conway. Big tech executives also supported her, including Sheryl Sandberg, then chief operating officer of Facebook, and Marc Benioff, the billionaire CEO of Salesforce. CLIMATE AND ENERGY Harris' climate and energy positions are similar to Biden's. But throughout her career she has made clear that clean energy and environmental justice are priorities. When Biden announced Harris as his running mate in the 2020 race, he emphasized her tough stance against big oil when she served in key roles in California,Â noting lawsuits she had launched both as San Francisco's district attorney from 2004 to 2011 and then as the state's attorney general until January 2017, when she became a U.S. senator. Last year, Harris made her debut at international climate negotiations, announcing a $3 billion commitment to the Green Climate Fund and making her first major international speech focused on climate. As vice president, Harris has also been involved in Environmental Protection Agency policy rollouts that tackled long-standing environmental justice issues, such as a multibillion-dollar program to replace lead pipes and lead paint around the country. ARTIFICIAL INTELLIGENCE As vice president, Harris has been particularly outspoken on artificial intelligence. She warned against the ""existential"" threat of AI and said it could ""endanger the very existence of humanity,"" in a November 2023 address. In meeting with tech execs like Microsoft's Satya Nadella, OpenAI's Sam Altman and Alphabet's Sundar Pichai, Harris warned that they have a ""moral"" obligation to guard against AI's possible dangers. She backed an AI executive order from Biden that seeks stronger protections for consumers, singling out AI-generated scam calls and the impacts of unlabeled AI-generated content.
       ",POSITIVE,2024-07-22
