title,url,type,date,content
Delta to pause flights between New York and Tel Aviv,https://www.moneycontrol.com/news/world/delta-to-pause-flights-between-new-york-and-tel-aviv-12826015.html,World," September 20, 2024 / 09:36   ","Delta Air Lines (DAL.N), opens new tab said on Thursday it will pause its flights between New York-JFK and Tel Aviv through Dec. 31, due to escalating security concerns in the Middle East. The airline said a travel waiver has been issued and urged customers to be prepared for possible adjustments to its Tel Aviv flight schedule, including additional cancellations on a rolling basis. Concerns over a wider conflict in the Middle East have prompted international airlines to suspend flights to the region and avoid affected air spaces.
       "
Nike names Elliott Hill as CEO replacing John Donahoe; shares jump,https://www.moneycontrol.com/news/business/nike-names-elliott-hill-as-ceo-replacing-john-donahoe-shares-jump-12825950.html,World," September 20, 2024 / 07:49   ","Nike Inc. said Thursday it has named Elliott Hill as its president and CEO, replacing John Donahoe, who will retire next month. Hill is returning to the company from which retired in 2020. He previously held leadership positions at the sportswear giant across Europe and North America. Before his retirement, he served as the president of consumer and marketplace operations for Nike and the Jordan brand. Nike’s sales have weakened recently and its stock is down about 24% year-to-date. In its most recent quarter, which ended on May 31, the company reported a 2% revenue decline. Donahoe said at the time that the company is approaching its “near-term challenges head-on, while making continued progress in the areas that matter most to Nike’s future.” In February, the company based in Beaverton, Oregon, announced it was cutting 2% of its global workforce, or little over 1,600 jobs, aiming to cut costs and reinvest the savings into what it sees as big growth areas like sport, health and wellness. Nike’s stock jumped almost 8% following the announcement, which came after the close of regular-session trading on Wall Street.
       "
"Workers at Musk's Tesla, SpaceX and X donate to Harris while he backs Trump",https://www.moneycontrol.com/news/world/workers-at-musks-tesla-spacex-and-x-donate-to-harris-while-he-backs-trump-12825891.html,World," September 19, 2024 / 23:13   ","Billionaire Elon Musk has endorsed Republican former President Donald Trump in the race for the White House, but employees at his collection of companies are largely donating to Trump's Democratic rival Kamala Harris. Workers at Tesla have contributed $42,824 to Harris' presidential campaign versus $24,840 to Trump's campaign, according to OpenSecrets, a nonpartisan nonprofit that tracks U.S. campaign contributions and lobbying data. Employees at Musk's rocket company SpaceX have donated $34,526 to Harris versus $7,652 to Trump. Employees at the social media platform X, formerly known as Twitter, have donated $13,213 to Harris versus less than $500 to Trump. While the figures are relatively small for campaign fundraising, they indicate political leanings at odds with Musk's own. The world's richest man, Musk has boosted Trump on X and dismissed left-leaning ideas as a ""woke-mind virus."" Musk did not immediately respond to a request for comment. He backed President Joe Biden in 2020 but has tacked rightward since then. Trump has said that if he wins the Nov. 5 election, he will appoint Musk to lead a government efficiency commission. The OpenSecrets data includes donations from company employees and owners and those individuals' immediate family members. Campaign finance laws prohibit companies themselves from donating to federal campaigns. Many of Musk's employees are based in California, a Democratic stronghold, said Ross Gerber, CEO of Gerber Kawasaki Wealth and Investment Management, which is a Tesla shareholder. Gerber is also an investor in X. In July, Musk said he would move X and SpaceX headquarters to Texas from California because of a California gender-identity law he called the ""last straw."" Gerber said such a move would mean ""losing out on a lot of potential talent"" in California.
       "
"Hezbollah claims ""Red Line"" breached after deadly attack; Israel threatened with ""crushing response"" by Iran",https://www.moneycontrol.com/news/world/hezbollah-leader-says-attack-on-devices-crossed-red-line-vows-to-retaliate-against-israel-12825851.html,World," September 19, 2024 / 21:56   ","Hezbollah’s leader Hassan Nasrallah has condemned Israel's recent attack on the group's communications devices as a severe blow and a breach of red lines. In a televised address, Nasrallah vowed continued strikes on northern Israel, asserting that Israelis would remain unable to return to their homes until the Gaza conflict ends. The remarks follow a series of unprecedented bombings that occurred this week, widely attributed to Israel. The attacks targeted pagers and walkie-talkies used by Hezbollah, resulting in at least 37 deaths and around 3,000 injuries across Beirut, parts of Lebanon, and Damascus. The explosions are seen as part of Israel’s strategic effort to incapacitate Hezbollah members and disrupt their operations. In response to the bombings, Israeli forces have intensified their strikes, with at least two Israeli soldiers confirmed dead in the skirmishes. Israeli warplanes have also carried out low-flying maneuvers over Beirut, adding to the city’s tensions. The ongoing exchanges have raised concerns about a potential escalation into full-scale war. Iran, a key ally of Hezbollah, has also reacted strongly. The Revolutionary Guards Commander Hossein Salami issued a statement threatening Israel with a “crushing response” from the “axis of resistance,” which includes Hezbollah and other Iran-aligned groups. Salami labeled the bombings as acts of desperation and failure by Israel and promised a retaliatory strike. The latest developments come amid a conflict between Israel and Hamas in Gaza, which began with a militant attack on October 7, 2023. The violence has seen significant casualties and displacement on both sides of the border. Israeli Defence Minister Yoav Gallant has indicated a shift in focus to the northern front, suggesting a potential new phase in the conflict. Meanwhile, Lebanon continues to grapple with the aftermath of the bombings, with heightened security measures and ongoing investigations into the attacks. (With Agencies inputs)
       "
Israeli military says it is striking Hezbollah targets in Lebanon,https://www.moneycontrol.com/news/world/israeli-military-says-it-is-striking-hezbollah-targets-in-lebanon-12825835.html,World," September 19, 2024 / 20:50   ","The Israeli military said it was striking Hezbollah targets in Lebanon on Thursday, shortly before the movement's leader was due to give a speech. It also said the military chief of staff had approved plans for Israel's north, which borders Lebanon. The military said Hezbollah had turned southern Lebanon into a combat zone. ""For decades, Hezbollah has weaponized civilian homes, dug tunnels beneath them, and used civilians as human shields,"" it said. ""The IDF (Israel Defense Forces) is operating to bring security to northern Israel in order to enable the return of residents to their homes, as well as to achieve all of the war goals,"" it said. A separate military statement said that the Chief of the General Staff, Lieutenant General Herzi Halevi, had recently completed approval of plans for theÂ northernÂ arena. The statements were released a few minutes before Hezbollah leader Sayyed Hassan Nasrallah was due to deliver a speech for the first time since thousands of explosions in booby-trapped radios and pagers hit the Iran-backed Lebanese group. The attacks on Hezbollah's communications equipment killed 37 people and wounded around 3,000, raising fears that a full-blown war was imminent. Israel has neither confirmed nor denied being behind the attacks but multiple security sources have said they were carried out by its spy agency Mossad.
       "
Inside Mossad: How Israel’s covert operations target enemies,https://www.moneycontrol.com/news/world/inside-mossad-how-israels-covert-operations-target-enemies-12825786.html,World," September 19, 2024 / 19:37   ","In a devastating turn of events, Lebanon was rocked by a series of deadly explosions over two days, leaving a trail of destruction and heartache. The attacks, believed to be orchestrated by Israel, targeted Hezbollah, the Iran-backed militant group that has been responsible for rocket attacks on northern Israel. The explosions, which occurred in homes, offices, and even during funerals, were triggered by pagers and two-way radios used by Hezbollah militants. The scale of the devastation, coupled with the precision of the attacks, pointed to a meticulously planned operation by Israeli intelligence. At least 30 people were killed, and thousands were injured in these explosions. The attacks have left Hezbollah reeling, stunned by the devastating blow dealt by Israel's intelligence agency, Mossad. According to a New York Times report, an operation targeting Hezbollah involved pagers, once seen as secure, being turned into weapons. The chaos began at 3:25pm on Tuesday when two Hezbollah members' pagers exploded at a mall, followed by another blast at a Hezbollah office. Within minutes, hundreds of pagers across Lebanon and Syria detonated nearly simultaneously. Eyewitnesses described scenes of utter chaos: “men flying off motorcycles, shoppers collapsing in agony, smoke snaking from pockets.” The report quoted Mohammed Awada, 52, “My son went crazy and started to scream when he saw the man's hand flying away from him.” The attacks disrupted public spaces and penetrated Hezbollah’s infrastructure, including explosions at a funeral for earlier victims. Sophisticated Israeli Operation According to the New York Times, Israel executed a sophisticated operation using a front company, BAC Consulting, purportedly a Hungary-based firm contracted by Taiwan’s Gold Apollo to produce pagers. In reality, it was an Israeli intelligence ploy. The pagers, which Hezbollah thought would protect them from surveillance, contained batteries laced with the explosive PETN. The deception was so meticulous that even the company’s website and LinkedIn profiles were convincingly crafted. The operation didn't stop there. The next day, walkie-talkies and other electronic devices used by Hezbollah exploded, showing a multi-layered strategy. Though Israeli officials have not confirmed their involvement, it's widely believed that Mossad orchestrated the attacks. Israeli Defense Minister Yoav Gallant announced a “new phase” in the conflict, stating, “The center of gravity is shifting to the north by diverting resources and forces.” An Israeli general added, “We have many capabilities that we haven’t yet activated,” signalling a stern warning to Hezbollah. Some Operations conducted by Mossad Operation Wrath of God (1972-1979): Israel targeted individuals responsible for Munich Olympics attack Capture of Adolf Eichmann (1960): Nazi war criminal abducted from Argentina Operation Entebbe (1976): Hostage rescue operation in Uganda Stuxnet Cyber Attack (2008): Iran's nuclear programme disrupted Theft of Iran's nuclear Secrets (2018): Mossad stole documents from Tehran Assassination of Imad Mugniyeh (2008): Killed Hezbollah commanderMossad’s Precision and Strategic Intent The recent attacks on Hezbollah are not an isolated incident. Mossad, Israel's intelligence agency, has a long history of conducting covert operations, including assassinations and sabotage missions. The agency has gained a reputation for its surgical precision in targeting high-profile individuals, such as Iranian nuclear scientists and Hezbollah leaders. According to a Foreign Policy report, Mossad’s pager attack on Hezbollah was driven by the need to restore its “omnipotent and omnipresent” image, especially after the assassination of Hamas leader Ismail Haniyeh in Tehran in July. The attack signals that Israel might be preparing for war with Hezbollah. Since October 7th, 2023, Hezbollah's rocket fire into Israel has intensified, escalating tensions at the northern border. According to the report, the pager explosions were likely meant to disrupt Hezbollah’s infrastructure and send a message that Israel could strike at any time. A retired Israeli military official remarked, “Why didn’t we do it for 11 months? Because we were not willing to go to war yet. What’s happening now? Israel is ready for war.” The attack has delayed Hezbollah’s operations, forcing the group to repair its communication network and investigate potential infiltrators. Despite this tactical victory, Israel still faces the challenge of containing threats from Hezbollah, Hamas, and Iran without triggering a wider regional conflict. For Hezbollah, the incident highlights its vulnerability to Israeli intelligence. Regional Tensions The aftermath of the pager attacks has left Hezbollah in a state of paranoia, as thousands of its operatives’ secret affiliations were exposed to family and neighbours, eroding trust within the group and its civilian base. This incident could heighten tensions in Lebanon, raising concerns about the vulnerability of imported electronics. Iranian-aligned militias are now worried that more devices—phones, tablets, radios—could be similarly compromised. As Lebanon deals with this tragedy, the region risks a broader conflict. The attacks might signal a larger campaign against Hezbollah or be a strategic move in the ongoing geopolitical struggle. Israeli Prime Minister Benjamin Netanyahu's remark about returning northern residents safely hints at potential further action. The line between peacetime and war, and between civilian technology and weapons, is increasingly blurred. As one Lebanese woman warned, “Turn off your phones now!”—highlighting the new reality where even everyday devices can become instruments of war. (Inputs from agencies)
       "
Weekly applications for US jobless benefits fall to lowest level in 4 months,https://www.moneycontrol.com/news/world/weekly-applications-for-us-jobless-benefits-fall-to-lowest-level-in-4-months-12825765.html,World," September 19, 2024 / 18:38   ","The number of Americans applying for unemployment benefits fell to their lowest level in four months last week. Jobless claims slid by 12,000, to 219,000, for the week of September 14, the Labour Department reported Thursday. That's fewer than economist expectations for 230,000 new filings. The four-week average of claims, which evens out some of weekly volatility, fell by 3,500 to 227,500. The total number of Americans collecting jobless benefits fell by 14,000 to about 1.83 million for the week of September 7. That's the fewest since early June. Weekly filings for unemployment benefits are considered largely representative of layoffs.
       "
"9 killed in over 2,000 incidents of communal violence between Aug 4-20 in Bangladesh, says minority group",https://www.moneycontrol.com/news/world/9-killed-in-over-2000-incidents-of-communal-violence-between-aug-4-20-in-bangladesh-says-minority-group-12825730.html,World," September 19, 2024 / 18:09   ","At least nine people have been killed and 69 places of worship attacked and vandalised in more than 2,000 incidents of communal violence between August 4 and 20 in Bangladesh, a minority organisation in the violence-hit nation said on Thursday. Bangladesh Hindu Buddhist Christian Oikya Parishad's leader Nirmal Rozario called for an independent and impartial investigation of communal violence under the supervision of the United Nations, the Daily Star newspaper reported. A total of 2,010 incidents of communal violence took place in 68 out of 76 districts and metropolitan areas across the country between August 4 and 20, resulting in the deaths of nine people, Nirmal Rozario, one of the vice-presidents of the organisation, was quoted as saying by the paper. Giving details of the communal violence during the political turmoil that ousted Prime Minister Sheikh Hasina, Nirmal said that 1,705 families were directly affected by the violence. Among them, 157 families had their homes attacked, looted, vandalised, and set on fire. Some of their businesses were also looted, vandalised, and torched, he said at a press conference at Dhaka Reporters Unity. Nirmal said that these families are now living in dire conditions. He said that Khulna division saw the most violence, where four women were raped. Out of the 1,705 affected families, 34 belonged to indigenous communities and the lands of some of the families were occupied, he said. Additionally, 69 places of worship were attacked, vandalised, looted, and set ablaze during the communal violence, the newspaper reported. Nirmal called for an independent and impartial investigation of communal violence under the supervision of the United Nations. He also demanded the withdrawal of false cases against the Bangladesh Hindu Buddhist Christian Oikya Parishad's general secretary Rana Dasgupta and other leaders, end of ongoing communal violence, and the arrest and punishment of the perpetrators. He also announced a nationwide protest and rally on Saturday across the country, including Dhaka, to press their demands. Bangladesh's interim government on Tuesday granted magisterial powers to the Army for two months to improve law and order in the violence-hit country and prevent ""subversive acts"". Home Adviser Lt Gen (retd.) Md. Jahangir Alam Chowdhury said on Wednesday that the ""people of Bangla (Bangladesh) will reap the benefit of bestowing the magistracy power upon the commissioned officers of Bangladesh Army."" ""We are witnessing subversive acts and disrupted stability in several places, especially in the industrial areas across the country. Given the situation, Army personnel have been given magistracy power,"" Law Adviser Asif Nazrul said. He added that he believed the army personnel would not misuse this authority. Many police personnel in Bangladesh have been absent on the streets since the fall of the Sheikh Hasina-led government. Bangladesh witnessed incidents of violence against members of Hindu, Buddhist and Christian communities following the fall of the Hasina-led Awami League government last month. Hasina resigned and fled to India on August 5 following unprecedented anti-government student-led protests over a controversial quota system in government jobs. Nobel laureate Muhammad Yunus, 84, who is leading the interim government as its Chief Advisor, last month met the Hindu community leaders and vowed to promote interfaith harmony.
       "
Russia claims another village in Ukraine's Donetsk region,https://www.moneycontrol.com/news/world/russia-claims-another-village-in-ukraines-donetsk-region-12825645.html,World," September 19, 2024 / 16:45   ","Russia on Thursday said it had captured another village in Ukraine's eastern Donetsk region, where its troops have made a series of advances in recent months. Russia has since this summer regularly announced the capture of new villages in eastern Ukraine. The defence ministry said its forces had ""liberated the village of Georgievka,"" around 30 kilometres (20 miles) west of Donetsk city, the regional capital under Russian control. The village lies between Marinka, which fell to Russian forces at the end of last year and Ukrainian-controlled Kurakhove, in an area of the front that has not moved much in weeks. It also lies south of the town of Krasnogorivka, which Moscow said it captured last week. Further north in the Donetsk region, Russia has been pressing to capture the town of Pokrovsk, advancing fast in the area since the summer. The Russian advance in the east comes as Kyiv has for more than a month controlled swathes of Russia's Kursk region. Ukraine said Thursday that Russian shelling killed two civilians in the Sumy region, which borders the Kursk region.
       "
"Fruit, seafood latest front in escalating Taiwan-China tensions",https://www.moneycontrol.com/news/world/fruit-seafood-latest-front-in-escalating-taiwan-china-tensions-12825564.html,World," September 19, 2024 / 16:05   ","Taiwan said Thursday that China's ban on imports of its fruit, vegetables, seafood and other goods violates trade rules, in the latest escalation of tensions between the self-governing island republic and its massive neighbor, which claims Taiwan as its own territory and has vowed to annex it by military means. The Taiwanese government's Mainland Affairs Council said the ban, which takes effect next week, ignores rules laid out by the World Trade Organization, of which both sides are members. The move comes amid growing military, political and economic pressure on Taiwan's government to concede to Beijing's control. Taiwan's semi-tropical climate and fertile soil have nurtured an agricultural industry valued at around $500 billion dollars, alongside high-tech corporations that produce the world's most cutting-edge computer chips. China's move “harms the interests of farmers” on both sides of the Taiwan Strait and does nothing to improve relations between the two, the council said. China and Taiwan should seek dialogue through the WTO to resolve their differences, it added. The WTO is one of the few forums through which discussion is possible between the two sides, which divided amid civil war in 1949. Chinese diplomatic pressure has barred Taiwan from the United Nations and reduced its number of official diplomatic allies to 12. The Chinese ban appears to target rural Taiwanese, who for the past two decades have largely voted for pro-independence candidates but whose local officials have been courted by China with all-expense vacations and other enticements. China has used trade pressure on countries such as Australia, South Korea and Norway over perceived political slights, using its market for resources and consumer goods as leverage, with mixed results.
       "
What to know about the two waves of deadly explosions that hit Lebanon and Syria,https://www.moneycontrol.com/news/world/what-to-know-about-the-two-waves-of-deadly-explosions-that-hit-lebanon-and-syria-12825549.html,World," September 19, 2024 / 15:59   ","Just one day after pagers used by hundreds of members of the militant group Hezbollah exploded, more electronic devices detonated in Lebanon Wednesday in what appeared to be a second wave of sophisticated, deadly attacks that targeted an extraordinary number of people. Both attacks, which are widely believed to be carried out by Israel, have hiked fears that the two sides’ simmering conflict could escalate into all-out war. This week's explosions have also deepened concerns about the scope of potentially compromised devices, particularly after such bombings have killed or injured so many civilians. Here's what we know so far. On Tuesday, pagers used by hundreds of Hezbollah members exploded almost simultaneously in parts of Lebanon as well as Syria. The attack killed at least 12 people — including two young children — and wounded thousands more. An American official, who spoke on the condition of anonymity, said Israel briefed the U.S. on the operation — where small amounts of explosives hidden in the pagers were detonated. The Lebanese government and Iran-backed Hezbollah also blamed Israel for the deadly explosions. The Israeli military, which has a long history of sophisticated operations behind enemy lines, declined to comment. A day after these deadly explosions, more detonations triggered in Beirut and parts of Lebanon Wednesday — including several blasts heard at a funeral in Beirut for three Hezbollah members and a child killed by Tuesday's explosions, according to Associated Press journalists at the scene. At least 20 people were killed and another 450 were wounded, the Health Ministry said, in this apparent second attack. When speaking to troops on Wednesday, Israeli Defense Minister Yoav Gallant made no mention of the explosions of electronic devices, but praised the work of Israel's army and security agencies and said “we are at the start of a new phase in the war."" A Hezbollah official told the AP that walkie-talkies used by the group exploded on Wednesday. The official spoke on condition of anonymity because he was not authorized to speak to the media. Lebanon’s official news agency also reported that solar energy systems exploded in homes in several areas of Beirut and in southern Lebanon, wounding at least one girl. While details are still emerging from Wednesday's attack, the second wave of explosions targeted a country that is still reeling from Tuesday's pager bombings. That attack appeared to be a complex Israeli operation targeting Hezbollah, but an enormous amount of civilian casualties were also reported, as the detonations occurred wherever members' pagers happened to be — including homes, cars, grocery stores and cafes. Hezbollah has used pagers as a way to communicate for years. And more recently, Hezbollah leader Hassan Nasrallah warned the group’s members not to carry cellphones, saying they could be used by Israel to track the group’s movements. Pagers also run on a different wireless network than mobile phones, which usually makes them more resilient in times of emergency. And for a group like Hezbollah, the pagers provided a means to sidestep what’s believed to be intensive Israeli electronic surveillance on mobile phone networks in Lebanon — as pagers' tech is simpler and carries lower risks for intercepted communications. Elijah J. Magnier, a Brussels-based veteran and a senior political risk analyst who says he has had conversations with members of Hezbollah and survivors of the attack, said that the newer brand of pagers used in Tuesday’s explosions were procured more than six months ago. How they arrived in Lebanon remains unclear. Taiwanese company Gold Apollo said Wednesday it had authorized use of its brand on the AR-924 pager model — but that a Budapest, Hungary-based company called BAC Consulting KFT produced and sold the pagers. Taiwan’s Ministry of Economic Affairs said that it had no records of direct exports of Gold Apollo pagers to Lebanon. And Hungarian government spokesman later added that the pager devices had never been in Hungary, either, noting that BAC had merely acted as an intermediary. Speculation around the origins of the devices that exploded Wednesday has also emerged. A sales executive at the U.S. subsidiary of Japanese walkie-talkie maker Icom told The Associated Press that the exploded radio devices in Lebanon appear to be a knock-off product and not made by Icom. “I can guarantee you they were not our products,” said Ray Novak, a senior sales manager for Icom’s amateur radio division, in an interview Wednesday at a trade show in Providence, Rhode Island. Novak said Icom introduced the V-82 model more than two decades ago and it has long since been discontinued. It was designed for amateur radio operators and for use in social or emergency communications, including by people tracking tornadoes or hurricanes, he said. Tuesday's explosions were most likely the result of supply-chain interference, several experts told The Associated Press — noting that very small explosive devices may have been built into the pagers prior to their delivery to Hezbollah, and then all remotely triggered simultaneously, possibly with a radio signal. That corroborates information shared from the U.S. official. A former British Army bomb disposal officer explained that an explosive device has five main components: A container, a battery, a triggering device, a detonator and an explosive charge. “A pager has three of those already,” said the ex-officer, who spoke on condition of anonymity because he now works as a consultant with clients on the Middle East. “You would only need to add the detonator and the charge.” This signals involvement of a state actor, said Sean Moorhouse, a former British Army officer and explosive ordinance disposal expert. He added that Israel’s foreign intelligence agency, the Mossad, was the most obvious suspect to have the resources to carry out such an attack. Israel has a long history of carrying out similar operations in the past. The specifics of Wednesday's explosions are still uncertain. But reports of more electronic devices exploding may suggest even greater infiltration of boobytrap-like interference in Lebanon’s supply chain. It also deepens concerns around the lack of certainty of who may be holding rigged devices. It would take a long time to plan an attack of this scale. The exact specifics are still unknown, but experts who spoke with the AP about Tuesday's explosions shared estimates ranging anywhere between several months to two years. The sophistication of the attack suggests that the culprit has been collecting intelligence for a long time, explained Nicholas Reese, adjunct instructor at the Center for Global Affairs in New York University’s School of Professional Studies. An attack of this caliber requires building the relationships needed to gain physical access to the pagers before they were sold; developing the technology that would be embedded in the devices; and developing sources who can confirm that the targets were carrying the pagers. Citing conversations with Hezbollah contacts, Magnier said the group is currently investigating what type of explosives were used in the device, suspecting RDX or PETN, highly explosive materials that can cause significant damage with as little as 3-5 grams. They are also questioning whether the device had a GPS system allowing Israel to track movement of the group members. N.R. Jenzen-Jones, an expert in military arms who is director of the Australian-based Armament Research Services, added that “such a large-scale operation also raises questions of targeting"" — stressing the number of causalities and enormous impact reported so far. “How can the party initiating the explosive be sure that a target’s child, for example, is not playing with the pager at the time it functions?” he said.
       "
Apple gets EU warning to open up iPhone operating system,https://www.moneycontrol.com/technology/apple-gets-eu-warning-to-open-up-iphone-operating-system-article-12825537.html,World," September 19, 2024 / 15:37   ","Apple Inc. has been warned by the European Union to open up its highly guarded iPhone and iPad operating systems to rival technologies, or eventually risk significant fines under its flagship digital antitrust rules. EU watchdogs announced under the bloc’s Digital Markets Act that the Cupertino, California-based firm must step into line with strict new laws on making operating systems fully functional with other technologies. The Brussels-based authority gave the company six months to comply, or face the threat of future penalties. While the announcement is a step shy of being a formal investigation, the EU aims to compel Apple to re-engineer its services to allow rival companies to access the iPhone’s and iPad operating systems. “Today is the first time we use specification proceedings under the DMA to guide Apple towards effective compliance with its interoperability obligations,” EU competition chief Margrethe Vestager said in a statement. “Effective interoperability, for example with smartphones and their operating systems, plays an important role in this.” Apple didn’t immediately respond to a request for comment. The EU announcement confirms an earlier report by Bloomberg. One of the aims of the DMA is to ensure that other developers can gain access to key Apple features, such as its Siri voice commands and its payments chip. The EU may later decide to launch a formal probe if Apple doesn’t step into line with the DMA, which could eventually lead to hefty fines of up to 10% of global annual sales. It is already facing a parallel investigation into its App Store rules for developers, which could also lead to hefty penalties. Earlier this month, Apple announced the latest version of its flagship device, the iPhone 16, betting it can entice consumers with modest hardware upgrades and AI technology that’s still on the horizon. But in June, the US giant said that certain features — including Apple Intelligence, iPhone Mirroring and SharePlay Screen Sharing — would be held back from the EU, due to the DMA’s requirements on operating systems to work with third-party apps.
       "
Israel arrests citizen allegedly recruited by Iran to kill Netanyahu,https://www.moneycontrol.com/news/world/israel-arrests-citizen-allegedly-recruited-by-iran-to-kill-netanyahu-12825530.html,World," September 19, 2024 / 16:39   ","Israel's police arrested an Israeli citizen allegedly recruited by Iranian intelligence to plot the assassinations of top Israeli officials including Prime Minister Benjamin Netanyahu, a joint statement by the police and Shin Bet said Thursday. ""An Israeli citizen was recruited by Iranian intelligence to promote assassinations of Israeli figures. He was smuggled twice into Iran and received payment for carrying out missions,"" the statement said. It said that Netanyahu, Defence Minister Yoav Gallant and Shin Bet chief Ronen Bar as well as other top officials were among the targets. The Israeli citizen, ""a businessman who lived in Turkey for an extended period,"" maintained connections with Turkish and Iranian individuals who introduced him by phone to an Iranian businessman called Eddie, the police said. They said the Israeli -- reported by local media to be a Jewish person from the city of Ashkelon -- first visited Iran in May 2024 to meet Eddie, after he had ""difficulty leaving"" Iran. He also met someone called Hajjah, who was introduced as an Iranian security operative. The police said he was asked during this trip to carry out security missions in Israel, including transferring ""money or a gun"", taking pictures of crowded public places and threatening other Israelis recruited by Tehran. In August, the investigation found, the arrested man was smuggled to Iran in a lorry. While there ""he met with additional Iranian intelligence agents and was asked by them to carry out terrorist activities for Iran on Israeli soil, including promoting assassination attacks"". Some of the proposed assassinations were characterised as being revenge for the killing of Hamas political chief Ismail Haniyeh in Tehran in July. Iran and Hamas have accused Israel of being behind Haniyeh's death. Israel has not commented on the killing. The suspect was also asked to perform additional tasks, including recruiting members of Israel's Mossad spy agency to be double agents, police said. After asking for a $1 million advance, the Israeli individual was given 5,000 euros for taking part in the meetings and told he would be contacted in the future. ""This is a very serious case that exemplifies the enormous efforts of Iranian intelligence agents to recruit Israeli citizens to promote terrorist activities in Israel"", a senior Shin Bet official was quoted as saying.
       "
"Decline in Asian American enrollment at Princeton, Yale, and Duke sparks legal scrutiny: Report",https://www.moneycontrol.com/news/world/decline-in-asian-american-enrollment-at-princeton-yale-and-duke-sparks-legal-scrutiny-report-12825490.html,World," September 19, 2024 / 15:13   ","There has been a notable decline in the enrollment of Asian American in three universities - Princeton, Yale and Duke this year compared with last year, according to an advocacy group- Students for Fair Admissions, a News York Times report said. The revelation surfaced after Students for Fair Admissions sent letters to the schools on Tuesday their compliance with the Supreme Court's recent ruling on admissions. Earlier, the group had sued Harvard to end affirmative action in university admissions last year. It now aims to scrutinize whether schools are adhering to the new regulations and to file lawsuits if it believes that they are not. The group, a nonprofit opposing race-based admissions that represented Asian students in the lawsuit against Harvard, appears poised to act as an enforcer of the court's ruling. Additionally, the report noted slight changes in Black and Hispanic enrollment at Princeton, Yale, and Duke in the first class admitted since the Supreme Court struck down race-conscious admissions policies. The letters signed by the president of Students for Fair Admissions, Edward Blum stated, “Based on S.F.F.A.’s extensive experience, your racial numbers are not possible under true neutrality,”, adding ,“You are now on notice. Preserve all potentially relevant documents and communications.” Following the threats of the advocacy group, William Jacobson, a Cornell law professor and founder of the Equal Protection Project, suggested that the fight will now move away from policies to what is happening in the admission offices. Meanwhile, responding to the outfit's letters, a spokeswoman for Princeton on Tuesday said that the varsity has 'carefully adhered to the rules set by the Supreme Court.'
       "
Israel-Hamas war latest: Israel turns its focus north toward Lebanon and Hezbollah,https://www.moneycontrol.com/news/world/israel-hamas-war-latest-israel-turns-its-focus-north-toward-lebanon-and-hezbollah-12825363.html,World," September 19, 2024 / 13:25   ","Israel’s defense minister has declared the start of a “new phase” of the war as Israel turns its focus toward the northern front against Hezbollah militants in Lebanon. Two waves of explosive attacks hit Syria and Lebanon: an apparent Israeli attack targeting pagers used by Hezbollah that killed at least 12 and wounded nearly 3,000 on Tuesday, and exploding walkie-talkies and other electronics Wednesday across Lebanon that killed at least 20 people and injured 450 others. “We are at the start of a new phase in the war — it requires courage, determination and perseverance,” Israeli Defense Minister Yoav Gallant told troops on Wednesday. The head of Hezbollah’s Executive Council promised the group would respond to Tuesday’s pager explosion attack with “special punishment.” Hezbollah began striking Israel almost immediately after Hamas’ Oct. 7 attack that sparked the Israel-Hamas war. Since then, Israel and Hezbollah have exchanged fire daily, coming close to a full-blown war on several occasions and forcing tens of thousands on both sides of the border to evacuate their homes. Gaza’s Health Ministry says more than 41,000 Palestinians have been killed in the territory since Hamas’ Oct. 7 attack. The ministry does not differentiate between fighters and civilians in its count but says a little over half of those killed were women and children. Israel says it has killed over 17,000 militants, without providing evidence. Japanese wireless communication equipment-maker Icom says it cannot confirm whether a walkie-talkie used in the explosive attacks against Hezbollah was related to the company, noting that the production and sales of that device and its battery were discontinued about a decade ago. The Osaka-based Icom was responding Thursday to a report that said one of the walkie-talkies used in the attacks a day earlier had a sticker with the company’s logo. Icom also noted that the device in question did not have an anti-counterfeit hologram sticker, which all authentic Icom products should be carrying. Company executive Yoshiki Enomoto told Japanese television NTV he was “surprised” by the news. He said the company could not confirm if the unit in question was Icom-made. “This specific device had a lot of fake copies out in the market,” he said, adding that company officials could only determine its authenticity if they see its circuits. Icom said the wireless radio unit IC-V82 was once manufactured for export including to the Middle East from 2004 to October 2014. But the production and shipment of its main unit ended about 10 years ago and batteries for the main units have also been discontinued. The company said its export models are only distributed through official sales representatives under rigid export control rules set by the Japanese Trade Ministry. All Icom radio equipment is manufactured by its subsidiary, Wakayama Icom Inc., under strict security controls that only allow use of authorized parts. The products are only manufactured at the Wakayama plant in Japan, Icom said.
       "
