title,url,type,date,content
"Apple iPhone 16 series to go on sale tomorrow: Price in India, bank offers, trade-in, and more",https://www.moneycontrol.com/technology/apple-iphone-16-series-to-go-on-sale-tomorrow-price-in-india-bank-offers-exchange-deals-and-more-article-12825741.html,general," September 19, 2024 / 20:00   ","Apple iPhone 16 series â€“ launched earlier this month at Itâ€™s Glowtime event â€“ is set to go on sale tomorrow, September 20. The series includes four models: iPhone 16, iPhone 16 Pro, iPhone 16 Pro Max, and iPhone 16 Plus and starting tomorrow, all four phones will be available for purchase. Pre-bookings began on September 13, and deliveries for those who pre-ordered is also set to start on the same day. Apple iPhone 16 series price in India Here is the table summarizing the prices of Apple iPhone 16 series in India, along with bank discounts and the net effective prices:ModelStoragePriceBank Discount (Axis, ICICI on Flipkart)Net Effective PriceApple iPhone 16128GBRs 79,900Rs 5,000Rs 74,900256GBRs 89,900Rs 5,000Rs 84,900Apple iPhone 16 Plus128GBRs 89,900Rs 5,000Rs 84,900256GBRs 99,900Rs 5,000Rs 94,900512GBRs 1,19,900Rs 5,000Rs 1,14,900Apple iPhone 16 Pro128GBRs 1,19,900Rs 5,000Rs 1,14,900256GBRs 1,29,900Rs 5,000Rs 1,24,900512GBRs 1,49,900Rs 5,000Rs 1,44,9001TBRs 1,69,900Rs 5,000Rs 1,64,900Apple iPhone 16 Pro Max256GBRs 1,44,900Rs 5,000Rs 1,39,900512GBRs 1,64,900Rs 5,000Rs 1,59,9001TBRs 1,84,900Rs 5,000Rs 1,79,900Apple iPhone 16 series sale: Where to buy The iPhone 16 series is available for purchase through various online and offline platforms. Customers can also buy through the official Apple Store website, Appleâ€™s physical stores, authorised Apple retailers, and multi-brand electronics outlets such as Croma, Vijay Sales, Reliance Digital, and others. Apple iPhone 16 series: Bank offers and cashback Customers purchasing the iPhone 16 can avail of instant savings of up to Rs 5000 with eligible cards from American Express, Axis Bank, and ICICI Bank. Additionally, buyers can opt for no-cost EMI options for 3 to 6 months through most leading banks. Apple Trade-In program Apple is offering a Trade-In program where buyers can get a discount ranging from Rs 4000 to Rs 67,500 when exchanging their old devices. This discount can be applied directly toward the purchase of a new iPhone 16, and the entire process can be completed online. Additional offers Customers purchasing the iPhone 16 will also get three months of Apple Music, Apple TV+, and Apple Arcade for free, providing a comprehensive entertainment package with their new device. "
"Who is Mukesh Kumar Ahlawat, AAP's tactical pick as Delhi minister ahead of polls?",https://www.moneycontrol.com/news/india/who-is-mukesh-kumar-ahlawat-aaps-tactical-pick-as-delhi-minister-ahead-of-polls-12825776.html,general," September 19, 2024 / 19:17   ","The Aam Aadmi Party is set to induct Mukesh Ahlawat as a fresh face in the reconstituted Cabinet under Chief Minister Atishi. Of the five ministers set to take oath in the new AAP government, Ahlawat will be the only new face while four others will retain their posts. Atishi and her cabinet will take oath of office on September 21. Gopal Rai, Saurabh Bhardwaj, Kailash Gehlot, and Imran Hussain will continue in their roles. Ahlawat is likely to fill in the vacancy left by the resignation of Social Welfare Minister Raj Kumar Anand. Who is Mukesh Ahlawat? A first-time MLA from Delhi’s Sultanpur Majra constituency, is a Delhi native and did his schooling in Pitampura. A businessman by profession, he declared movable assets worth approximately Rs 60 lakh and immovable assets worth Rs 5.6 crore in his 2020 election affidavit. Having won the seat in 2020, he first contested elections on a BSP ticket in 2013 but lost. He subsequently joined the AAP and was fielded from the reserved seat in 2020. He replaced Sandeep Kumar, who was removed from the party and the Cabinet in 2016 amid outrage over a CD that purportedly showed him in a compromising position with a woman.Facing rape allegations, he received a clean-chit later. His stint as an MLA has seen Ahlawat emerge as a vocal and active face of the party, particularly after the arrest of former CM Arvind Kejriwal when he held community meetings to deliver “Kejriwal's message” to residents. The party’s co-in-charge for Rajasthan, he is likely to handle the Social Justice portfolio. Why AAP picked Mukesh Ahlawat as minister AAP’s choice of Ahlawat as a new entrant in the Delhi cabinet is a calculated move keeping the Delhi elections, scheduled to be held in February next year. Hailing from the Dalit community, AAP expects Ahlawat’s elevation to help recover any loss of face from the exit of two Dalit leaders from the party in recent months. While Raaj Kumar Anand, who served as the Social Welfare minister, quit ahead of the Lok Sabha polls and joined the BSP, another senior Dalit leader, Rajendra Pal Gautam went ahead and joined the Congress. Both had left the AAP accusing it of “neglecting Dalits”. With Assembly elections in Delhi less than five months away, the AAP would hope to have the support of all sections by its side. Dalits constitute a significant 12 percent of Delhi’s population and have been known to have supported AAP in previous elections. In the 2020 Assembly polls, the AAP had won all the 12 SC-reserved seats in Delhi.
       "
India to be third largest economy by 2030-31; grow 6.7% per annum: S&P Global,https://www.moneycontrol.com/news/business/economy/india-to-be-third-largest-economy-by-2030-31-grow-6-7-per-annum-sp-global-12825747.html,general," September 19, 2024 / 18:29   ","The Indian economy will grow 6.7 percent annually between now and 2030-31 or become the third largest economy in the world, S&P Global said on September 19. “India’s medium-term prospects are healthy and filled with opportunities in multiple sectors including trade, agriculture, and AI, likely structural reforms and growing energy demands. India is poised for growth, and with a young and dynamic workforce well-positioned to shape the global economic landscape,” said Abhishek Tomar, Head- S&P Global India Leadership Council. S&P Global forecasts the Indian economy to grow 6.8 percent in the current fiscal. The economy grew 6.7 percent in the first quarter, buoyed by steady manufacturing and rise in the services economy. In the first edition of its report titled “ India Forward: Emerging Perspectives”, the global research firm noted that continued reforms were necessary to boost private investment and reduce reliance on public capital. India’s capex surge has largely been driven by public capex, which is expected to grow in double digits in FY25 as well. The report noted that the country needed to develop infrastructure and geopolitical strategies to maximise trade benefits and urged it to look for sustainable energy alternatives to cater to its growing population. “Addressing the twin challenges of air pollution and climate change will help deliver a high-quality, high-growth economy to the world’s largest democracy,” the report noted. It also pointed out the need to leverage AI to boost growth prospects further. ""The equity markets are expected to stay dynamic and competitive due to strong growth prospects and better regulation. Foreign inflows into Indian government bonds have surged since the country joined major emerging market indexes, with further growth anticipated,"" S&P Global stated. The report noted further noted there's a need to contain risks rising from food inflation, which may keep consumption muted. “Equally important is the limiting of food inflation by addressing structural bottlenecks and climate risks, as well as fostering conditions for supportive monetary policy,” it said. India’s food inflation rose again in August, leading to overall inflation rising to 3.65 percent compared with 3.6 percent in the previous month.
       "
India’s first 250 Kmph bullet train likely to be built in Bengaluru,https://www.moneycontrol.com/news/india/indias-first-250-kmph-bullet-train-likely-to-be-built-in-bengaluru-12825707.html,general," September 19, 2024 / 18:10   ","Bengaluru, often dubbed India’s slowest city in terms of traffic movement, is set to manufacture the country’s first high-speed train. The Integral Coach Factory (ICF) invited a tender on September 5 to manufacture two chair-car high-speed trains. The stainless steel carbody trains will have a maximum speed of 280 kmph and an operational speed of 250 kmph. The last date for bid submission was September 19 (Thursday). Trainsets will be manufactured at BEML's plant in Bengaluru. U Subba Rao, general manager of ICF, Chennai, told Moneycontrol: “Only BEML has submitted the bid to manufacture two eight-car train sets, and the tender will be finalised in a week. Since it is a small order for just two trains, other rolling stock manufacturers were not keen to participate. Our target is to complete the manufacturing in 2.5 years.” While the exact amount quoted by BEML-Medha Servo Drives is unclear, it is likely in the range of Rs 200-Rs 250 crore per train. These trains will operate on the Mumbai-Ahmedabad High-Speed Rail (MAHSR) corridor, which is being developed by the National High-Speed Rail Corporation Limited (NHSRCL).  Initially, Japanese Shinkansen trains (320Kmph operational speed) were expected to run on this line. However, due to the high price quoted by Japanese firms, Union railways ministry decided to develop high-speed trains domestically. “With BEML’s carbody building expertise and Medha’s propulsion system capabilities, an indigenous high-speed train meeting European standards can be built. Medha’s proven propulsion system is already powering the Vande Bharat trains, which run at a maximum speed of 160 Kmph,” said an official. Medha will now develop a propulsion system capable of 250 Kmph, while BEML will develop the carbody structure to withstand such speed. BEML-Medha is expected to hire a European design consultant for the project. Also, read: Indian Railways invites bids for development of trainset capable of running at 250 km/hr The first train, with a design speed of 280 Kmph and an operational speed of 250 Kmph, is expected to roll out by December 2026, with trials set to take place on the Surat-Bilimora section of the MAHSR line. The train will have seven cars with a standard 3+2 seating arrangement and one executive car with 2+2 seating. “The total seating capacity is expected to be around 174. Depending on passenger demand, more cars could be added, extending the train to 12 or even 16 cars in the future. The trains will be built for standard gauge tracks, with an eye on export markets such as Southeast Asia and Africa,” the source said. Medha will manufacture the propulsion system and develop the Train Control and Management System (TCMS) software from its Hyderabad facility. BEML will handle final assembly and the rollout from its Bengaluru factory. “After successful trials, additional orders are likely for the Mumbai-Ahmedabad route and other upcoming high-speed rail lines, such as Delhi-Varanasi, Mumbai-Hyderabad, and Bengaluru-Chennai,” the official added. Also, read: India’s first Vande Bharat sleeper train likely to be operational by year-end "
Sebi bars Axis Capital from acting as investment banker in debt market until further orders,https://www.moneycontrol.com/news/business/markets/sebi-bars-axis-capital-from-acting-as-investment-banker-in-debt-market-until-further-orders-12825793.html,general," September 19, 2024 / 20:37   ","The market regulator has restrained Axis Capital (ACL) from undertaking any new assignments in the capacity of merchant banker, arranger or underwriter for any issue of securities in the debt segement. In an interim order issued on September 19, the Securities and Exchange Board of India (Sebi) has also asked ACL to reply within 21 days to the observations made in the order. The regulator looked into the allegation that ACL extended itself beyond activities permitted to a merchant banker in the issue of listed non-convertible debentures (NCDs) of Sojo Infotel. According to the interim order passed by Sebi's Whole-time Member (WTM) Ashwani Bhatia, ""ACL provided guarantee/indemnity towards redemption of NCDs in the guise of underwriting, which it was not permitted to do under the existing regulatory framework. Such activity poses risk to the financial system as it can potentially disrupt the orderly functioning of the market."" Also read: Sebi aims to empower REIT investors with the launch of Data Benchmarking Institutions A merchant banker is allowed to take market risk while underwriting an issue. That is, it is allowed to subscribe or procure subscription for securities, issued or offered for sale, that remain unsubscribed. As the order states, ""Very clearly, the intent of the Regulations is to permit a Merchant Banker to take market risk by subscribing to the unsubscribed portion of the securities offered to the investors and to dispose of the securities so procured, by charging a fee."" But, through its arrangement with Sojo, ACL was undertaking a credit risk by providing credit-risk cover to the NCD subscribers, according to the order. According to the order, ACL's transaction with regard to Sojo's NCDs was not part of issue management but of security enforcement mechanism, which essentially falls under the domain of debenture trustee (which in this case was Axis DT or ACL's sister concern). As the order said, ""The whole transaction was, in substance, a structured secured credit transaction in the cloak of a capital market instrument (bonds) designed to finance an acquisition (of Lava International Ltd or LIL), which had adequate collateral / guarantees in the form of pledge of shares of Sojo and LIL, personal guarantees of promoters of Sojo, lien over escrow account and hypothecation of assets of Sojo. ACL’s credit support or credit enhancement, which was a credit guarantee in the guise of underwriting, was a critical component of the said structured credit transaction. ACL in this case was taking credit risk exposure, rather than market risk."" How did this work? For the NCD issue, a debenture trustee deed (DTD) was executed between Sojo, Axis Debenture Trustee (ADT) and ACL. Sojo had pledged the shares of LIL as security cover for the NCD issue. Under the DTD, if there a default, the debenture trustee would invoke a pledge. Then, according to the DTD, if ACL is not able to find buyers for the pledged shares, it would have to fulfil its ""underwriting commitment"", by having to purchase or fund the purchase of these pledged shares. As the order noted, ""ACL was unconditionally, unequivocally and irrevocablyobligated to purchase or fund the purchase of the Pledged Shares."" The order stated, "" The commitment provided by ACL in respect of NCDs of Sojo cannot be termed as an underwriting activity as it was not an agreement to “subscribe to or procure subscription for securities, issued or offered for sale, remaining unsubscribed.” Rather, it was a guarantee to redeem the NCDs of Sojo in the event of default on maturity. It is pertinent was noted that the CRAs (CRISIL / ICRA) had rated and assigned CE ratings to all of the above mentioned issuances on the basis of the guarantee/indemnity provided by ACL which was legally enforceable, irrevocable and unconditional covering the entire amount and full tenure of the rated instrument."" The order taking these and various other facts into consideration stated that "" in the instant case, ACL went beyond the mandate of issue management, as the activity undertaken by ACL was in contravention of the definition of underwriting and the role of Merchant Banker as defined in MB Regulations, 1992.  
       "
No water supply in parts of Delhi for 12 hours on Sept 20; check list of impacted areas,https://www.moneycontrol.com/news/india/no-water-supply-in-parts-of-delhi-for-12-hours-on-sept-20-check-list-of-impacted-areas-12825370.html,general," September 19, 2024 / 18:36   ","The Delhi Jal Board (DJB) has announced that there will be no water supply in certain areas of the national capital for 12 hours on September 20 due to maintenance works. The temporary stop of water supply, which starts at 11 am on Friday, is due to repair works at Chandrawal Water Works, which is located within the Dr Ambedkar National Memorial, Civil Lines. ""Due to the repair of leakage in 500 mm dia Rising Main emanating from Chandrawal Water Works inside premises of Dr Ambedkar National Memorial, Civil Lines, potable water supply from Chandrawal Water Works will remain affected for 12 hours on September 20 from 11 am onwards due to shutdown of Chandrawal Water Works,” the advisory by the Delhi Jal Board said. These are the areas that will be impacted due to the repair works: Civil Lines, Hindu Rao Hospital and adjoining areas, Kamla Nagar, Shakti Nagar and adjoining areas, Karol Bagh, Pahar Ganj and NDMC areas, Old and New Rajinder Nagar, Patel Nagar (East and West), Baljeet Nagar, Prem Nagar, Inderpuri and adjoining areas, parts of cantonment areas and South Delhi.!! WATER ALERT!!Due to repairing of leakage in 500mm dia Rising Main emanating from Chandrawal Water Works inside premises of Dr. Ambedkar National Memorial, Civil Lines, Delhi Jal Board (@DelhiJalBoard) September 18, 2024 As per the Delhi Jal Board, water tankers will be available on demand from the DJB help line or the central control room.
       "
"DVC didn't release water on its own, clarifies Centre after Mamata's 'man-made' flood charge",https://www.moneycontrol.com/news/india/dvc-didnt-release-water-on-its-own-clarifies-centre-after-mamatas-man-made-flood-charge-12825823.html,general," September 19, 2024 / 21:07   ","The Union Ministry of Power on September 19 clarified the decision to release excess water was not taken by the Damodar Valley Corporation (DVC) on its own. The decisions regarding all water releases are taken by a committee, which has members from West Bengal and Jharkhand governments and other central and DVC officials. The clarification came following West Bengal Chief Minister Mamata Banerjee's claim earlier in the day, throwing a ‘conspiracy’ charge at the Centre for failing to carry out dredging at the DVC dams, which released water that led to floods in several districts of the state. The Bengal CM also threatened to sever all the ties with the corporation. “All releases are as advised by the Damodar Valley Reservoir Regulation Committee (DVRRC), which has representatives from Govt of W Bengal, Govt of Jharkhand, Central Water Commission (Member Secretary) and from DVC,” the ministry said in a post on X.DVC on its own does not take decision regarding release of excess water during heavy rain period.Ministry of Power (@MinOfPower) September 19, 2024 The ministry further said that the Tenughat Dam, which released 85,000 cusecs water exacerbating the flood, is operated by the Jharkhand government, and is not under the control of DVC. Banerjee held the DVC should be held accountable for the ""man-made"" flood and suggested there was a conspiracy behind the situation in the state. DVC dams are located at Maithon and Panchet, both along the Jharkhand-Bengal border. ""This is not rainwater; it is water released by the central government organisation DVC from its dams. This is a man-made flood, and it's unfortunate. Why isn’t the central government dredging the DVC dams, where the water storage capacity has decreased by 36 percent. There is a larger conspiracy at play. This cannot continue and we will start a major movement against this,"" she added. Banerjee claimed the DVC released 5.5 lakh cusecs of water this year, contributing to the current crisis. ""I will instruct the administration to ensure that everyone receives adequate relief materials,"" she added. From Pashkura, Banerjee is scheduled to visit flooded areas in Hooghly and Howrah, according to government sources. Since Wednesday, she has been touring various parts of the state affected by the floods. (With PTI inputs) "
"Rome was actually built, unlike your smart city projects: Karnataka minister’s swipe at Piyush Goyal",https://www.moneycontrol.com/news/business/rome-was-actually-built-unlike-your-smart-city-projects-karnataka-ministers-swipe-at-piyush-goyal-12825853.html,general," September 19, 2024 / 22:41   ","The war of words between Union minister Piyush Goyal and Karnataka minister MB Patil continued on September 19, with the union minister responding to the latter's ""Bengaluru wasnâ€™t built in a day"" with a sharp response. After Patil wrote on XÂ thatÂ ""Bengaluru wasnâ€™t built in a day; it took decades, centuries to build Bengaluru."" Goyal responded saying, ""Rome was not built in a day, and the world did not stop building after that."" The altercations continued with Patil reacting to the previous retort saying, ""With due respect to Namma (our own) Shri @PiyushGoyal avaru, Rome wasnâ€™t built in a dayâ€”but unlike your Smart City projects, Rome was actually built. Your so-called vision for Smart Cities has been a colossal failure."" Also, read:Â Silicon Valley row: Piyush Goyal hits back at Karnataka minister, says Bengaluru suffers from state govt apathy Responding to Goyalâ€™s criticism of delay in building the Tumakuru township, Patil said: ""Tumakuru (Bengaluru-Chennai industrial corridor): The announcement remained just on paper, serving political interests without any land acquisition or physical progress. The foundation was laid by the Hon'ble PM on Feb 1, 2023, merely as a show of intent. Not a single acre of land was acquired till our government came to power. Of the 1,700+ acres required, we have already completed 80% of the acquisition (1,450+ acres), and the project is progressing rapidly. With 250 acres already state-owned, the remaining acquisition will be completed swiftly. We donâ€™t just talk; we deliver."" Patil further stated, ""The mismanagement of Bengaluru is the legacy of the previous BJP government, which damaged the stateâ€™s reputation. Bengaluru, a city shaped by decades of foresight and leadership, deserves more thoughtful discussion on city-building, especially from those who have yet to fulfil their promises."" Also, read:Â Bengaluru is in India, says Karnataka minister to Piyush Goyalâ€™s 'new Silicon Valley' pitch He also questioned the exclusion of Karnataka from major national projects.Â ""Karnataka has long been the epicentre of education, knowledge, and innovation, with a rich legacy of universities and intellectual contributions. Weâ€™ve always been at the forefront of technological and industrial advancements. So why were we excluded from the list of 12 Industrial Smart Cities? Why was Karnataka not given a Defence Corridor, despite contributing 63% of Indiaâ€™s aerospace and defence output? Why were semiconductor companies, which had shown interest in Karnataka, redirected to other states after reaching Delhi? Why is there always bias in the allocation of funds and the release of Karnatakaâ€™s rightful share? And many more..."" ""While these questions remain unanswered, Karnataka is rebuilding investor confidence and continues to lead in attracting GCCs, fostering innovation, and driving growth. #KHIRCity #InspiringInnovation #ReimaginingGrowth,"" Patil added.
       "
Business News Highlights: Power Grid wins bid to set up inter-state transmission system in Gujarat,https://www.moneycontrol.com/news/business/business-news-live-hdfc-q2-results-reliance-infra-western-carriers-ipo-september-19-liveblog-12824957.html,general,NA,
"'Medical negligence' kills Jodhpur SDM: Who was Priyanka Bishnoi, whose death sparked outrage",https://www.moneycontrol.com/news/india/medical-negligence-kills-jodhpur-sdm-who-was-priyanka-bishnoi-whose-death-sparked-outrage-12825718.html,general," September 19, 2024 / 21:31   ","A day after Rajasthan Administrative Service (RAS) officer Priyanka Bishnoi passed away in a hospital in Gujarat, her family accused a private hospital in Jodhpur of ""medical negligence"" that led to the 36-year-old womanâ€™s death. According to media reports, Bishnoi was admitted two weeks ago for a stomach surgery at Jodhpurâ€™s Vasundhara Hospital, where the alleged botch-up took place. Soon after the surgery, Bishnoiâ€™s health worsened and could not recover, her family said. The Jodhpur SDM lost her life because of the â€˜carelessnessâ€™ of doctors at Vasundhara Hospital, Sahiram Bishnoi, the womanâ€™s father-in-law told ETV Bharat, demanding strict action. Media reports said that Bishnoi had complained of stomach pain almost 20 days ago, following which she was admitted to the hospital in Jodhpur, where she was allegedly given â€˜highâ€™ dose of anesthesia. As her condition deteriorated, the SDM was taken to CIMS hospital in Ahmedabad, where she later died. Who was Priyanka Bishnoi? Bishnoi, who was a 2016 RAS batch officer, was born on August 8, 1981 in Bikaner to a lawyer father. She was married to Vikram Bishnoi, an excise inspector, reports said. She was often witnessed in traditional Rajasthani attire while on duty and was honoured by the state government for public service on August 15. Probe ordered The death sparked a massive outrage in the state, especially among the Bishnoi community and on social media platforms. Taking cognizance of the protests, the district administration ordered the setup of a committee to probe the allegations, reports said. Chief minister Bhajan Lal Sharma also expressed grief over the death and ordered an inquiry. Meanwhile, the hospital administration denied all allegations of negligence, saying there was no medical complication in the treatment. They further said that a â€˜problemâ€™ was detected during her tests and she was â€˜under stressâ€™ before the surgery.
       "
"Bulk deals: Radhakishan Damani sells 100,000 shares in VST Industries",https://www.moneycontrol.com/news/business/markets/bulk-deals-radhakishan-damani-sells-100000-shares-in-vst-industries-12825780.html,general," September 19, 2024 / 20:01   ","Radhakishan Damani sold 100,000 shares of VST Industries at an average price of Rs 439.05 via a bulk deal on September 19. Yesterday, Damani had sold 100,000 shares in the company as well.Â As of June 30, Damani had a 3.47 percent stake in VST Industries. Reliance Mutual Fund bought 85,000 shares of VST Industries at an average price of Rs 439.96, while, Thrift Savings Plan purchased 83,970 shares of VST Industries for an average price of Rs 440.74. SBI Mutual Fund bought 82 lakh units in Cube Invit for an average price of Rs 120 per share. Other buyers were Kotak Mahindra Life Insurance (1.64 crore), ASK Financial Holdings (82 lakh),Â Larsen And Toubro Officers And Supervisory Staff Provident Fund (90 lakh), L and T Employees Welfare Foundation Private Limited (1.24 crore), L & T Welfare Company Limited (9 lakh), Larsen & Toubro Limited (4 crore). On the sellers side, Cube Mobility Investments Pte. Ltd sold 2.8 crore shares andÂ Cube Highways And Infrastructure Pte. Ltd sold 10 crore shares in the company. Rohini Nilekaniâ€™s Small Cap Portfolio bought 8.13 lakh shares of Allcargo Gati for an average price of Rs 105.21. Fiducian India Fund sold 66,589 shares of Aries Agro at an average price of Rs 271.00. India Advantage Fund S4-I sold 10 lakh shares of EPACK Durable Limited at an average price of Rs 380.19.
       "
Melinda French Gates believes CEOs who sleep less to work more are ‘so dumb’,https://www.moneycontrol.com/news/trends/melinda-french-gates-believes-ceos-who-sleep-less-to-work-more-are-so-dumb-12825821.html,general," September 19, 2024 / 20:52   ","Melinda French Gates has recently said that she believes it’s “so dumb” to sleep for fewer hours so that they can put in extra hours at work. Commenting on the men she has encountered who claim to sleep three or four hours a night, the billionaire philanthropist told Vanity Fair,  “Some of us didn’t want to be around them! Let’s be honest!” French Gates added that she aims to sleep for seven or eight hours every night. Interestingly, her ex-husband and fellow billionaire Bill Gates was in his youth influenced by other entrepreneurs bragging about not needing enough sleep, leading him to believe that “sleep is laziness and unnecessary”. He admitted it  and said that now, he aims for a minimum of seven hours of sleep each night. ""[I] would be like, ‘I only sleep six hours.’ And the other guy says, ‘I only sleep five!’ and ‘Well, sometimes I don’t sleep at all,"" Gates, 68, said on his Unconfuse Me with Bill Gates podcast last year. “I’d be like, ‘Wow, those guys are so good. I need to try harder, because sleep is laziness and unnecessary.’” The Microsoft co-founder, however, changed his habits after his father was diagnosed with Alzheimer’s disease, prompting him to start learning about brain health, he said. “One of the strongest things to emerge in [the Alzheimer’s] area is the importance of good sleep,” Gates said. “It’s one of the most predictive factors of any dementia, including Alzheimer’s, whether you’re getting good sleep.” Among other business leaders, the richest person in the world, Elon Musk, once used to brag about pulling all-nighters and sleeping under his desk as his electric vehicle company Tesla tried to meet its production goals. But speaking to CNBC last year, he said he since changed his habits and tries to sleep for at least six hours every night. Former PepsiCo CEO Indra Nooyi had said in 2018 that she typically worked until midnight and woke up at 4 am.
       "
Reliance Industries makes final call for unpaid dues on partly paid shares; sets September 20 deadline,DON\\'T REMOVE TILL SEPT 20,general,NA,
InvestmentWatch,http://investmentwatch.moneycontrol.com/?utm_source=bottomfive,general,NA,
Set Price & Volume alerts to take quick action on your portfolio.,http://investmentwatch.moneycontrol.com/?utm_source=bottomfive,general,NA,
"Hezbollah claims ""Red Line"" breached after deadly attack; Israel threatened with ""crushing response"" by Iran",https://www.moneycontrol.com/news/world/hezbollah-leader-says-attack-on-devices-crossed-red-line-vows-to-retaliate-against-israel-12825851.html,World," September 19, 2024 / 21:56   ","Hezbollah’s leader Hassan Nasrallah has condemned Israel's recent attack on the group's communications devices as a severe blow and a breach of red lines. In a televised address, Nasrallah vowed continued strikes on northern Israel, asserting that Israelis would remain unable to return to their homes until the Gaza conflict ends. The remarks follow a series of unprecedented bombings that occurred this week, widely attributed to Israel. The attacks targeted pagers and walkie-talkies used by Hezbollah, resulting in at least 37 deaths and around 3,000 injuries across Beirut, parts of Lebanon, and Damascus. The explosions are seen as part of Israel’s strategic effort to incapacitate Hezbollah members and disrupt their operations. In response to the bombings, Israeli forces have intensified their strikes, with at least two Israeli soldiers confirmed dead in the skirmishes. Israeli warplanes have also carried out low-flying maneuvers over Beirut, adding to the city’s tensions. The ongoing exchanges have raised concerns about a potential escalation into full-scale war. Iran, a key ally of Hezbollah, has also reacted strongly. The Revolutionary Guards Commander Hossein Salami issued a statement threatening Israel with a “crushing response” from the “axis of resistance,” which includes Hezbollah and other Iran-aligned groups. Salami labeled the bombings as acts of desperation and failure by Israel and promised a retaliatory strike. The latest developments come amid a conflict between Israel and Hamas in Gaza, which began with a militant attack on October 7, 2023. The violence has seen significant casualties and displacement on both sides of the border. Israeli Defence Minister Yoav Gallant has indicated a shift in focus to the northern front, suggesting a potential new phase in the conflict. Meanwhile, Lebanon continues to grapple with the aftermath of the bombings, with heightened security measures and ongoing investigations into the attacks. (With Agencies inputs)
       "
Israeli military says it is striking Hezbollah targets in Lebanon,https://www.moneycontrol.com/news/world/israeli-military-says-it-is-striking-hezbollah-targets-in-lebanon-12825835.html,World," September 19, 2024 / 20:50   ","The Israeli military said it was striking Hezbollah targets in Lebanon on Thursday, shortly before the movement's leader was due to give a speech. It also said the military chief of staff had approved plans for Israel's north, which borders Lebanon. The military said Hezbollah had turned southern Lebanon into a combat zone. ""For decades, Hezbollah has weaponized civilian homes, dug tunnels beneath them, and used civilians as human shields,"" it said. ""The IDF (Israel Defense Forces) is operating to bring security to northern Israel in order to enable the return of residents to their homes, as well as to achieve all of the war goals,"" it said. A separate military statement said that the Chief of the General Staff, Lieutenant General Herzi Halevi, had recently completed approval of plans for theÂ northernÂ arena. The statements were released a few minutes before Hezbollah leader Sayyed Hassan Nasrallah was due to deliver a speech for the first time since thousands of explosions in booby-trapped radios and pagers hit the Iran-backed Lebanese group. The attacks on Hezbollah's communications equipment killed 37 people and wounded around 3,000, raising fears that a full-blown war was imminent. Israel has neither confirmed nor denied being behind the attacks but multiple security sources have said they were carried out by its spy agency Mossad.
       "
