,title,url,type,date,content,stock_map
61,UN chief warns Africa's inadequate access to debt relief is recipe for social unrest,https://www.moneycontrol.com/news/world/un-chief-warns-africas-inadequate-access-to-debt-relief-is-recipe-for-social-unrest-12814872.html,World,2024-09-05 10:00:00+05:30,"African countries' inadequate access to debt relief and scarce resources is a recipe for social unrest, United Nations Secretary-General Antonio Guterres said on Thursday, proposing fresh reforms to the international financial architecture. A growing debt crisis across the 1 billion-strong continent has seen a conflagation of civil unrest in recent months, after protests in Kenya, where police clashed with demonstrators rallying against proposed tax hikes, inspired people to take to the streets in Nigeria and Uganda over the cost of living. African nations have been seeking to restructure their debts through a rework architecture designed by the G20 called the 'Common Framework,' but the scheme did not as expected expedite talks between a myriad of leaders from Chinese state-owned banks to London-based asset managers and New York banks. Zambia in June became the first country to successfully restructure its debt through the scheme, more than three years after it defaulted on its loans. Guterres told a major China-Africa cooperation summit in Beijing that Africa's debt ""situation is unsustainable and a recipe for social unrest"". ""They have no access to effective debt relief, scarce resources, and clearly insufficient concessional funding to respond to the basic needs of their population,"" he said. Guterres proposed ""deep reforms to the outdated, ineffective and unfair international financial architecture"" and further stimulus ""to provide developing countries with the liquidity they need while seeking medium- and long-term solutions."" Beijing, the world's biggest bilateral lender, is hosting 50 African nations for the ninth Forum on China-Africa Cooperation Summit this week, at which China's President Xi Jinping pledged 360 billion yuan ($50.70 billion) in fresh financing to the continent over the next three years. China approved loans worth $4.61 billion to Africa last year, the first annual increase since 2016. Guterres praised China's initiatives across Africa and said they could drive a ""renewable energy revolution"" and ""be a catalyst for key transitions on food systems and digital connectivity."" Angola's finance minister on Tuesday told Reuters that Luanda was considering proposals from Beijing, Brussels and elsewhere, with a view to quickly securing funds to help bring down inflation and do more through public-private partnerships.
       ",NA
62,"China to deepen industrial, agricultural, trade and investment ties with Africa",https://www.moneycontrol.com/news/world/china-to-deepen-industrial-agricultural-trade-and-investment-ties-with-africa-12814803.html,World,2024-09-05 08:57:00+05:30,"Chinese President Xi Jinping told African leaders that China was willing to deepen industrial, agricultural, trade and investment cooperation with the resource-rich continent during a speech on Thursday. China and Africa would undertake 30 infrastructure connectivity projects, Xi said during the opening ceremony of the Forum on China-Africa Cooperation in Beijing. The world's second-largest economy and the fastest-growing continent would also create shared green development goals, he added.
       ",NA
63,Biden voices concerns over Bangladesh's safety and democratic future in call with PM Modi,https://www.moneycontrol.com/news/world/in-call-with-modi-biden-expressed-concerns-about-peoples-safety-in-bangladesh-white-house-12814729.html,World,2024-09-05 08:16:00+05:30,"In a recent call with Prime Minister Narendra Modi, US President Joe Biden expressed concerns about the safety of people in Bangladesh and the future of its democratic institutions, the White House confirmed. White House national security communications adviser John Kirby, speaking at a press conference on Wednesday, stated that both leaders â€śshared concernsâ€ť regarding recent developments in Bangladesh. ""The president made clear his continued concerns about the safety and security of the people in Bangladesh and the future of their democratic institutions,"" Kirby said in response to a question. While the White House's statement following the August 26 call did not mention Bangladesh, a post by Modi on X (formerly Twitter) and a statement from his office confirmed that Bangladesh was a topic of discussion during the conversation. ""The two leaders expressed their shared concern over the situation in Bangladesh. They emphasized restoration of law and order and ensuring safety and security of the minorities, particularly Hindus, in Bangladesh,"" the Prime Minister's Office (PMO) had said.Spoke to @POTUS @JoeBiden on phone today. We had a detailed exchange of views on various regional and global issues, including the situation in Ukraine. I reiterated Indias full support for early return of peace and stability.We also discussed the situation in Bangladesh andNarendra Modi (@narendramodi) August 26, 2024 In his post on X, Modi had said,â€śWe also discussed the situation in Bangladesh and stressed on the need for early restoration of normalcy, and ensuring the safety and security of minorities, especially Hindus, in Bangladesh."" (with PTI inputs) ",NA
64,"For many investors and intellectuals leaving China, it's Japan â€” not the US â€” that's the bigger draw",https://www.moneycontrol.com/news/world/for-many-investors-and-intellectuals-leaving-china-its-japan-not-the-us-thats-the-bigger-draw-12814727.html,World,2024-09-05 07:23:00+05:30,"One by one, the students, lawyers and others filed into a classroom in a central Tokyo university for a lecture by a Chinese journalist on Taiwan and democracy â€” taboo topics that can't be discussed publicly back home in China. â€śTaiwanâ€™s modern-day democracy took struggle and bloodshed, thereâ€™s no question about that,â€ť said Jia Jia, a columnist and guest lecturer at the University of Tokyo who was briefly detained in China eight years ago on suspicion of penning a call for China's top leader to resign. He is one of tens of thousands of intellectuals, investors and other Chinese who have relocated to Japan in recent years, part of a larger exodus of people from China. Their backgrounds vary widely, and they're leaving for all sorts of reasons. Some are very poor, others are very rich. Some leave for economic reasons, as opportunities dry up with the end of Chinaâ€™s boom. Some flee for personal reasons, as even limited freedoms are eroded. Chinese migrants are flowing to all corners of the world, from workers seeking to start businesses of their own in Mexico to burned-out students heading to Thailand. Those choosing Japan tend to be well-off or highly educated, drawn to the country's ease of living, rich culture and immigration policies that favor highly skilled professionals, with less of the sharp anti-immigrant backlash sometimes seen in Western countries. Jia initially intended to move to the U.S., not Japan. But after experiencing the coronavirus outbreak in China, he was anxious to leave and his American visa application was stuck in processing. So he chose Japan instead. â€śIn the United States, illegal immigration is particularly controversial. When I went to Japan, I was a little surprised. I found that their immigration policy is actually more relaxed than I thought,â€ť Jia told The Associated Press. â€śI found that Japan is better than the U.S."" It's tough to enter the U.S. these days. Tens of thousands of Chinese were arrested at the U.S.-Mexico border over the past year, and Chinese students have been grilled at customs as trade frictions fan suspicions of possible industrial espionage. Some U.S. states passed legislation that restricts Chinese citizens from owning property. â€śThe U.S. is shutting out those Chinese that are friendliest to them, that most share its values,â€ť said Li Jinxing, a Christian human rights lawyer who moved to Japan in 2022. Li sees parallels to about a century ago, when Chinese intellectuals such as Sun Yat-sen, the founding father of modern China, moved to Japan to study how the country modernized so quickly. â€śOn one hand, we hope to find inspiration and direction in history,â€ť Li said of himself and like-minded Chinese in Japan. â€śOn the other hand, we also want to observe what a democratic country with rule of law is like. Weâ€™re studying Japan. How does its economy work, its government work?"" Over the past decade, Tokyo has softened its once-rigid stance against immigration, driven by low birthrates and an aging population. Foreigners now make up about 2% of its population of 125 million. That's expected to jump to 12% by 2070, according to the Tokyo-based National Institute of Population and Social Security Research. Chinese are the most numerous newcomers, at 822,000 last year among more than 3 million foreigners living in Japan, according to government data. That's up from 762,000 a year ago and 649,000 a decade ago. In 2022, the lockdowns under Chinaâ€™s â€śzero COVIDâ€ť policies led many of the country's youth or most affluent citizens to hit the exits. Thereâ€™s even a buzzword for that: â€śrunxue,â€ť using the English word â€śrunâ€ť to evoke â€śrunning awayâ€ť to places seen as safer and more prosperous. For intellectuals like Li and Jia, Japan offers greater freedoms than under Chinese leader Xi Jinpingâ€™s increasingly repressive rule. But for others, such as wealthy investors and business people, Japan offers something else: property protections. A report by investment migration firm Henley & Partners says nearly 14,000 millionaires left China last year, the most of any country in the world, with Japan a popular destination. A major driver is worries about the security of their wealth in China or Hong Kong, said Q. Edward Wang, a professor of Asian studies at Rowan University in Glassboro, New Jersey. â€śProtection of private property, which is the cornerstone of a capitalist society, that piece is missing in China,â€ť Wang said. The weakening yen makes buying property and other local assets in Japan a bargain. And while the Japanese economy has stagnated, Chinaâ€™s once-sizzling economy is also in a rut, with the property sector in crisis and stock prices stuck at the level they were in the late 2000s. â€śIf you are just going to Japan to preserve your money,â€ť Wang said, â€śthen definitely you will enjoy your time in Japan.â€ť Dot.com entrepreneurs are among those leaving China after Communist Party crackdowns on the technology industry, including billionaire Jack Ma, a founder of e-commerce giant Alibaba, who took a professorship at Tokyo College, part of the prestigious University of Tokyo. So many wealthy Chinese have bought apartments in Tokyo's luxury high-rises that some areas have been dubbed â€śChinatowns,â€ť or â€śDigital Chinatownsâ€ť â€” a nod to the many owners' work in high-tech industries. â€śLife in Japan is good,â€ť said Guo Yu, an engineer who retired early after working at ByteDance, the parent company of TikTok. Guo doesn't concern himself with politics. He's keen on Japan's powdery snow in the winter and is a â€śsuperfanâ€ť of its beautiful hot springs. He owns homes in Tokyo, as well as near a ski resort and a hot spring. He owns several cars, including a Porsche, a Mercedes, a Tesla and a Toyota. Guo keeps busy with a new social media startup in Tokyo and a travel agency specializing in â€śonsen,â€ť Japan's hot springs. Most of his employees are Chinese, he said. Like Guo, many Chinese moving to Japan are wealthy and educated. That's for good reason: Japan remains unwelcoming to refugees and many other types of foreigners. The government has been strategic about who it allows to stay, generally focusing on people to fill labor shortages for factories, construction and elder care. â€śIt is crucial that Japan becomes an attractive country for foreign talent so they will choose to work here,â€ť Japanese Prime Minister Fumio Kishida said earlier this year, announcing efforts to relax Japan's stringent immigration restrictions. That kind of opportunity is exactly what Chinese ballet dancer Du Hai said he has found. Leading a class of a dozen Japanese students in a suburban Tokyo studio one recent weekend, Du demonstrated positions and spins to the women dressed in leotards and toe shoes. Du was drawn to Japan's huge ballet scene, filled with professional troupes and talented dancers, he said, but worried about warnings he got about unfriendly Japanese. That turned out to be false, he said with a laugh. Now, Du is considering getting Japanese citizenship. â€śOf course, I enjoy living in Japan very much now,â€ť he said.  
       ",NA
65,"US 2024 Election: Washington warns of criminal charges, sanctions against Moscow-backed campaign",https://www.moneycontrol.com/news/world/us-2024-election-washington-warns-of-criminal-charges-sanctions-against-moscow-backed-campaign-12814705.html,World,2024-09-05 07:18:00+05:30,"The Joe Biden administration, on September 4, announced a series of criminal charges, sanctions, and seizure of internet domains, aimed at countering a major Russian government-backed disinformation campaign targeting the 2024 US presidential election. US Attorney General Merrick Garland revealed that the charges relate to Russiaâ€™s use of state-run media to enlist unwitting American influencers in spreading propaganda and disinformation. Two Russian nationals now face criminal charges, and sanctions have been imposed on 10 individuals and entities. Authorities also seized 32 internet domains linked to the operation. Deputy Attorney General Lisa Monaco stated that at the direction of Russian President Vladimir Putin, three Russian companies used fake social media profiles to push false narratives. Internal documents from one of these companies, as cited in an FBI affidavit, revealed that one of the goals was to boost the candidacy of Donald Trump or any Republican nominee seen as favourable to Moscow's interests. The Justice Department's indictment, unsealed in New Yorkâ€™s Southern District, accuses two RT (formerly Russia Today) employees of funnelling nearly $10 million to this unidentified firm, referred to as 'Company 1' in court filings. The money was reportedly used to produce and distribute content favourable to pro-Russian narratives. One Tennessee-based media company, Tenet Media, was identified as a key player in the operation, according to CNN. Allegedly funded by Kremlin operatives, the company is connected to prominent right-wing commentators with millions of followers on social media. Margarita Simonyan, the head of RT, was among the 10 individuals sanctioned. US officials accuse her of orchestrating a campaign aimed at undermining public trust in American institutions. RT has denied the allegations. White House National Security spokesman John Kirby said that the Russian influence campaign was designed to erode international support for Ukraine while promoting pro-Russian policies in the U.S. Additionally, a Treasury Department official confirmed that Russian media outlets covertly recruited American influencers to unknowingly assist in their disinformation efforts. These actions mark a coordinated effort by the Justice, State, and Treasury departments to ""aggressively counter"" foreign interference in US elections. (With inputs from agencies) ",NA
66,Asian stock selloff takes breather as traders await US jobs data,https://www.moneycontrol.com/news/business/markets/asian-stock-selloff-takes-breather-as-traders-await-us-jobs-data-12814713.html,World,2024-09-05 07:04:00+05:30,"Asian stocks regained some ground after a global selloff as traders awaited this weekâ€™s US payrolls data to gauge the extent of the Federal Reserveâ€™s easing. The dollar steadied. The MSCI Asia Pacific Index rose 0.5% after falling more than 2% on Wednesday, its biggest drop since the August 5 rout. South Koreaâ€™s Kospi jumped more than 1%, led by a rebound in the shares of chipmakers. Japanâ€™s benchmarks fluctuated following the yenâ€™s strength. Treasuries were steady after the 10-year yield dropped eight basis points in the prior session, as a slowdown in the US labor market bolstered bets on steep rate cuts by the Fed. The move weakened an index of dollar strength by 0.3% on Wednesday, and supported gains in Australian and New Zealand bonds. Global financial markets have displayed outsized reactions to US economic data as doubts grow over the Fedâ€™s ability to engineer a soft landing. Skepticism over the artificial intelligence hype has also hurt risk assets, with Nvidia Corp. seeing its worst two-day plunge since October 2022. Focus now turns to the US payrolls data due Friday, one of the most important data points before the Fedâ€™s decision later this month. â€śThe markets may not be as nervous as they were a month ago, but theyâ€™re still looking for confirmation the economy isnâ€™t cooling off too much,â€ť said Chris Larkin at E*Trade from Morgan Stanley. â€śSo far this week, they havenâ€™t gotten it.â€ť US futures edged higher in Asian trading after the S&P 500 and Nasdaq 100 ended Wednesday down 0.2%. The yen pared some of its earlier strength. The currency was supported by a surprise increase in real wages that keeps the Bank of Japan on track for another rate hike. Shares of Nippon Steel Corp. snapped a three-day drop. The Japanese steelmaker is in focus after US President Joe Biden was said to block its $14.1 billion takeover of United States Steel Corp.. Shares of US Steel closed 17% lower in New York, the biggest decline since April 2017. Elsewhere, China is considering cutting interest rates on as much as $5.3 trillion of mortgages as authorities attempt to shore up the battered property market and economy. JPMorgan Chase & Co. dropped its buy recommendation for the nationâ€™s stocks, citing weak policy support and potential volatility linked to the US presidential election. â€śThere is insufficient policy support, both monetary and fiscal,â€ť Claudio Irigoyen, head of global economics research for Bank of America, said on Bloomberg Television. â€śIt is going to be more difficult to achieve the targets of 5% unless we have more policy support.â€ť Meanwhile, the Bank of Korea said its economy shrank as initially estimated in the second quarter. The data gives policymakers added incentive to shift their focus to supporting growth momentum after inflation slowed in line with projections. With the Fed set to begin cutting rates in a few weeks, the main question now is how big the first reduction will be. Monthly US employment data due Friday will help determine the answer. The jobs report last month stoked growth fears and Chair Jerome Powell has made it clear the Fed is now more concerned about risks to the labor market than inflation. â€śMarkets seem to see September as a coin flip between 25 and 50 basis points,â€ť said Neil Dutta at Renaissance Macro Research. â€śI think going 25 basis points risks the same market dynamic as skipping the July meeting. Itâ€™ll be fine until the next data point makes investors second guess the decision, fueling bets the Fed is behind the curve. Go 50 when you can, not when you must.â€ť In commodities, oil steadied near the lowest close since June 2023 as an industry report pointed to a big draw in US crude stockpiles. Meanwhile, gold traded at around $2,495 after finding support following the US job openings data.
       ",NA
67,Netanyahu says Israel will not leave Gaza border corridor until it is secure,https://www.moneycontrol.com/news/world/netanyahu-says-israel-will-not-leave-gaza-border-corridor-until-it-is-secure-12814714.html,World,2024-09-05 07:04:00+05:30,"Israeli Prime Minister Benjamin Netanyahu said on Wednesday that Israel will only agree to a permanent ceasefire in Gaza that guarantees the border area between southern Gaza and Egypt could never be used as a lifeline for the Islamist movement Hamas. ""Until that happens, we're there,"" he told a news conference in Jerusalem. Netanyahu repeated his outright rejection of a withdrawal from the so-called Philadelphi corridor in the first phase of a deal, expected to last 42 days, saying international pressure would make it effectively impossible to return. For a permanent ceasefire to be agreed upon after that, Israel would need guarantees that whoever ran postwar Gaza would be able to prevent the corridor from being used as a route for smuggling weapons and supplies for Hamas. ""Somebody has to be there,"" he said. ""Bring me anyone who will actually show - not on paper, not in words, not on a slide - but day after day, week after week, month after month, that they can actually prevent a recurrence of what happened there before,"" he said, referring to Hamas' Oct. 7 attack on Israel. ""We're open to consider it, but I don't see that happening right now."" The Philadelphi corridor, along the southern edge of the Gaza Strip bordering Egypt, has been one of the main obstacles to a deal to halt the fighting in Gaza and bring Israeli hostages home in exchange for Palestinian prisoners. Netanyahu has insisted on retaining control of the corridor, where Israeli troops have uncovered dozens of tunnels that officials say have been used to supply Hamas with weapons and ammunition. The prime minister has faced heavy criticism from many in Israel for holding out on the issue, including from many in his own security establishment who believe Israeli troops can make targeted interventions if needed to prevent any smuggling. The families of many hostages, including some of the six whose bodies were recovered from a tunnel in southern Gaza on Sunday, have accused him of sacrificing their loved ones by insisting on keeping troops in the corridor. But he said maintaining pressure on Hamas was the best way to return the 101 hostages still remaining in Gaza. ""You need to squeeze them, to put pressure on them to release the remaining hostages. So if you want to release the hostages, you've got to control the Philadelphi corridor,"" he said.
       ",NA
68,Biden close to blocking Nippon Steel deal to buy US Steel: Report,https://www.moneycontrol.com/news/world/biden-close-to-blocking-nippon-steel-deal-to-buy-us-steel-report-12814709.html,World,2024-09-05 06:56:00+05:30,"The White House is close to announcing President Joe Biden will block Nippon Steel's acquisition of US Steel, opens new tab citing national security concerns, two sources familiar with the situation said on Wednesday, amid growing bipartisan political opposition to the $14.9 billion deal. US Steel had earlier warned on Wednesday that a failure to conclude a deal with Japan-based Nippon would put thousands of US union jobs at risk and signaled that it would close some steel mills and potentially move its headquarters out of the politically important state of Pennsylvania. A decision could be announced as soon as later this week, sources told Reuters. The move could potentially impact the United States' relationship with Japan, a close ally. The Washington Post first reported the plan. Shares of US Steel closed down 17.5%. Nippon Steel shares fell 1.6% early on Thursday in Tokyo but later recovered to trade 0.3% up. Both Nippon Steel and US Steel said they did not receive any updates from the Committee on Foreign Investment in the United States (CFIUS) regarding the deal, adding they did not believe the acquisition posed national security risks. ""Japan is one of our most staunch allies,"" US Steel said in a statement. ""We fully expect to pursue all possible options under the law to ensure this transaction... closes."" ""Nippon Steel strongly believes that the US government should appropriately handle procedures on this matter in accordance with the law,"" the Japanese company said in a separate statement. Nippon's planned acquisition of the US steelmaker faces opposition from Democrats and Republicans, with Vice President and Democratic presidential candidate Kamala Harris saying on Monday she wants US Steel to remain ""American owned and operated."" Her Republican rival Donald Trump has pledged to block the deal if elected. Pennsylvania is a crucial battleground state that could sway the outcome of the 2024 presidential election and both candidates are making repeated visits there. The panel that is reviewing the proposed merger for national security reasons has not sent its formal recommendation to the president, the White House said. White House spokesman John Kirby declined to comment on Biden's plans, but reiterated the president's view ""that American steel companies ought to be American owned."" The Treasury Department, which is overseeing the national security approval process for the deal, declined to comment. US Steel employees rallied on Wednesday outside the company's headquarters seeking to convince politicians to reconsider their opposition to the proposed transaction. ""We want elected leaders and other key decision makers to recognize the benefits of the deal as well as the unavoidable consequences if the deal fails,"" US Steel CEO David Burritt said in a statement. He said that without the deal, ""US Steel will largely pivot away from its blast furnace facilities, putting thousands of good-paying union jobs at risk (and) negatively impacting numerous communities across the locations where its facilities exist."" Burritt added that the failure of the deal would raise ""serious questions about US Steel remaining headquartered in Pittsburgh."" He told the Wall Street Journal it would likely move its headquarters to the south if the deal collapsed. The United Steelworkers union criticized Burritt, accusing him of ""making baseless and unlawful threats."" ""Todayâ€™s pathetic attempt to orchestrate a rally in downtown Pittsburgh shows that US Steel is becoming increasingly desperate to save the deal,"" the union said. The Trump campaign did not immediately respond to a request for comment on the US Steel comments. The Harris campaign declined to comment as well. Nippon Steel said last week that it plans to invest over $2.7 billion in union-represented facilities at Mon Valley Works in Pennsylvania and Gary Works in Indiana in support of the future of manufacturing for those communities. US Steel said that if the deal does not get approved it ""would not make the same financial commitments."" The steelmaker has cut jobs in recent years including in Michigan. Nippon said earlier on Wednesday that the core senior management as well as a majority of board members at the US company would be US citizens if the deal goes ahead. Nippon's planned $14.9 billion acquisition has received all regulatory approvals from outside the United States and a green light from US Steel's shareholders. It is now under regulatory review in the United States.
       ",NA
69,Big blow to Canadian PM Trudeau as main ally Jagmeet Singh unexpectedly pulls support,https://www.moneycontrol.com/news/world/canadian-pm-trudeau-weakened-after-main-ally-unexpectedly-pulls-support-12814707.html,World,2024-09-05 13:10:00+05:30,"Canadian Prime Minister Justin Trudeau suffered an unexpected blow on Wednesday when the small party helping keep his minority Liberal government in power withdrew its automatic support, forcing him to attempt new alliances to govern. Promising to continue governing and pushing through social programs, Trudeau dismissed talk of early elections after the left-leaning New Democratic Party's leader Jagmeet Singh said he was ""ripping up"" a deal struck between the two men in 2022. But the move leaves Trudeau reliant on support from other opposition lawmakers to survive confidence votes in the lower chamber of parliament at a time when polls show he will lose badly if an election were held now. An election must be held by the end of October 2025 under Canadian law. ""An election will come in the coming year, hopefully not until next fall, because in the meantime, we're going to deliver for Canadians,"" Trudeau told reporters at a school where he had arrived to talk about expanding lunch programs. ""I really hope the NDP stays focused on how we can deliver for Canadians, as we have over the past years, rather than focusing on politics."" Trudeau, 52, first took office in November 2015 but has over the last two years struggled to fend off attacks from the opposition center-right Conservatives, who blame him for high inflation and a housing crisis. With the NDP's support, his government has pushed through social programs designed to address the cost of living. But the NDP's Singh had expressed growing frustration with Trudeau in recent months, especially over what he said was the Liberals' failure to deal with high prices at grocery stores. ""Justin Trudeau has proven again and again he will always cave to corporate greed,"" Singh said in a video posted on social media where he also declared that he would run for prime minister in the next election. ""Liberals have led people down â€“ they don't deserve another chance."" ESTABLISHING INDEPENDENCE Polls indicate the same voter fatigue plaguing Trudeau has also spread to the NDP, which despite successfully pushing the Liberals to introduce measures such as a national dental program is languishing far behind in third place. Under the 2022 deal, the NDP agreed to keep Trudeau in power until mid-2025 in return for more social spending. Fred Cutler, an associate professor at the University of British Columbia, said the party needed to reestablish its full independence well before the election. ""At least some voters will say, 'Oh, yeah â€¦ the NDP are not just in the Liberals' back pocket, they're competing against the Liberals in the election,'"" Cutler said. Conservative leader Pierre Poilievre reiterated his call for an early election to break up what he called a Liberal-NDP coalition driving up prices for Canadians. The House of Commons resumes work on Sept. 16, after which the Conservatives will have the ability to propose a vote of confidence. Trudeau's Liberals could still survive if the NDP abstained on such a vote. A statement from the NDP said the party would decide on an issue-by-issue basis whether to support the Liberals on confidence votes, suggesting it may continue to prop up Trudeau if his fate hung in the balance. A key moment for Trudeau's government will be its budget update later this year, which, if voted down by legislators would trigger a new election.
       ",NA
70,"Georgia high school student, 14, shoots and kills 4 while wounding 9",https://www.moneycontrol.com/news/world/georgia-high-school-student-14-shoots-and-kills-4-while-wounding-9-12814702.html,World,2024-09-05 06:44:00+05:30,"A 14-year-old student killed two fellow students and two teachers, while wounding nine others, in a shooting at a Georgia high school on Wednesday, just weeks after classes began, authorities said. The shooting was the first of the new school year in the US, a stark reminder of the threat of gun violence in schools and colleges across the nation. The shooting left four dead at Apalachee High School in Winder, Georgia, and nine people were taken to hospitals with various injuries from gunshots, investigators said at a press conference. The suspect, identified as Colt Gray, 14, a student at the school, was in custody and will be charged and tried as an adult, said Chris Hosey, director of the Georgia Bureau of Investigation.The suspect was speaking with investigators, but they declined to say if they knew what motivated him. They also did not say what type of gun was used in the shooting. ""What we see behind us is an evil thing today,"" Sheriff Jud Smith said during a brief news conference on school grounds. Smith said that his deputies quickly responded to the shooting after the sheriff's department got word of an active shooter around 10:20 a.m. The gunman was confronted by a deputy in the school and the boy immediately got on the ground and surrendered, Smith said. The incident which took place at the school about 50 miles (80 km) northeast of Atlanta. Local TV stations broadcast images of parents lining up in cars on a road outside the school, hoping to be reunited with their children. The school, which had an enrollment of nearly 1,900 last year, began classes on August 1. ABC News quoted a witness, student Sergio Caldera, as saying he was in chemistry class when he heard gunshots. Caldera, 17, told ABC his teacher opened the door and another teacher ran in to tell her to shut the door ""because there's an active shooter."" As students and teachers huddled in the classroom, someone pounded on the door and shouted several times for it to be opened. When the knocking stopped, Caldera heard more gunshots and screams. He said his class later evacuated to the school's football field. BIDEN CALLS FOR GUN SAFETY LEGISLATION The White House said in a statement that President Joe Biden had been briefed on the shooting ""and his administration will continue coordinating with federal, state, and local officials as we receive more information."" ""Jill and I are mourning the deaths of those whose lives were cut short due to more senseless gun violence and thinking of all of the survivors whose lives are forever changed,"" Biden said in a statement, calling on Republicans to work with Democrats to pass ""common-sense gun safety legislation."" Vice President Kamala Harris, the Democratic Party nominee for president, called the shooting a ""senseless tragedy."" ""We've gotta stop it. We have to end this epidemic of gun violence,"" Harris said at the start of a campaign event in New Hampshire. Former President Donald Trump, the Republican nominee for president, wrote on social media that ""Our hearts are with the victims and loved ones of those affected by the tragic event in Winder, GA. These cherished children were taken from us far too soon by a sick and deranged monster."" The shooting was the first ""planned attack"" at a school this fall, said David Riedman, who runs the K-12 School Shooting Database. Apalachee students returned to school last month; many other students in the US are returning this week. The US has seen hundreds of shootings inside schools and colleges in the past two decades, with the deadliest resulting in over 30 deaths at Virginia Tech in 2007. The carnage has intensified the pitched debate over gun laws and the US Constitution's Second Amendment, which enshrines the right ""to keep and bear arms.""
       ",NA
